FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
FULTON CREEK,348.0,WV,1995,Fireworks
SHARON HOLLOW,522.0,WV,1995,Fireworks
ABBOTTS BRANCH,1001.0,WV,1995,Fireworks
CAMPBELL DRIVE,429.0,WV,1995,Equipment Use
SYCAMORE FORK,746.0,WV,1995,Arson
CAMP CREEK,419.0,WV,1995,Arson
WILLIAMS FORK,364.0,WV,1995,Debris Burning
BURCHETT BRANCH,784.0,WV,1995,Arson
TUG RIVER ROAD,820.0,WV,1995,Arson
LAUREL FORK,332.0,WV,1995,Debris Burning
JENNIE CREEK,500.0,WV,1995,Debris Burning
BREEDEN GAP,464.0,WV,1995,Arson
MUDLICK BRANCH,375.0,WV,1995,Arson
PIGEON ROAST,965.0,WV,1995,Arson
BIG PIGEON,521.0,WV,1995,Structure
LAUREL FORK,427.0,WV,1995,Arson
GILBERT CREEK,845.0,WV,1995,Arson
MIDDLE FORK,943.0,WV,1995,Debris Burning
ROUNDBOTTOM CREEK,540.0,WV,1995,Powerline
RUMBLE,1550.0,WV,1995,Debris Burning
STRIKER FORK,882.0,WV,1995,Arson
BRUSH CAMP FORK,458.0,WV,1995,Arson
OLD HOUSE BRANCH,463.0,WV,1995,Arson
BUM FORK,652.0,WV,1995,Arson
WHITE SULPHER SPRING,328.0,WV,1992,Railroad
ROCKHOUSE FORK,440.0,WV,1992,Debris Burning
SHORT BEND,498.0,WV,1993,Arson
COIN FORK,350.0,WV,1993,Debris Burning
PIGEON ROAST BRANCH,700.0,WV,1993,Arson
CUB BRANCH,440.0,WV,1993,Arson
LAUREL BRANCH,412.0,WV,1993,Arson
,866.0,NY,2001,Smoking
,485.0,NY,2001,Arson
,550.0,NY,2001,Smoking
PAINTER HILL,388.0,NY,2002,Lightning
,310.0,NY,1998,Smoking
,468.0,NY,1999,Miscellaneous
,700.0,NY,1999,Smoking
,1000.0,NY,1995,Equipment Use
,5050.0,NY,1995,Arson
ROCKHOUSE ROAD,585.0,TN,2007,Lightning
MCCLOUD MTN,1400.0,TN,2007,Debris Burning
1122 SOUTH HWY 25W,980.0,TN,2007,Debris Burning
POT POINT,1075.0,TN,2007,Arson
EDWARDS POINT,515.0,TN,2007,Arson
ELK FIELDS,700.0,TN,2007,Arson
WESTBOURNE MTN 2,1220.0,TN,2007,Arson
35/THE SHEPHERD FIRE/1139,432.0,FL,2010,Arson
3 FORKS  (5),13000.0,FL,2010,Miscellaneous
DELUXE (5) NOV,428.0,FL,2010,Debris Burning
ALACHUA/BURNT ISLAND FIRE,2616.0,FL,2010,Miscellaneous
03-16-NORMANDY--2010-07-0624,2258.0,FL,2010,Equipment Use
(OK)DARK HAMMOCK  (743),406.8,FL,2010,Equipment Use
60/TANNIC GRADE/1238,380.1,FL,2010,Arson
DEEP CYPRESS FIRE,684.0,FL,2010,Equipment Use
CEDAR BRIDGE MATERIALS,889.0,NJ,2010,Lightning
BEAR CREEK,1253.0,CA,2010,Missing/Undefined
WEST,1658.0,CA,2010,Missing/Undefined
ALISO,3225.0,CA,2010,Missing/Undefined
RESERVOIR ROAD,750.0,CO,2010,Missing/Undefined
BLUEHEAD,675.0,FL,2010,Missing/Undefined
BOOT HEEL CREEK,376.0,FL,2010,Missing/Undefined
SPEEDWAY TWO FIRE,1100.0,FL,2010,Missing/Undefined
HOLIDAY FIRE,500.0,FL,2010,Missing/Undefined
TRAIL 10 FIRE,660.0,FL,2010,Missing/Undefined
RANGE 51 FIRE,2150.0,KS,2010,Missing/Undefined
STAFFORD/PRATT COUNTY LINE,700.0,KS,2010,Missing/Undefined
DETROIT,375.0,KS,2010,Missing/Undefined
WILDLIFE MGT AREA,600.0,KS,2010,Missing/Undefined
HIGHLANDS,720.0,KS,2010,Missing/Undefined
PIONEER PASTURES,1250.0,KS,2010,Missing/Undefined
PRAIRIE DUNES COMPLEX,910.0,KS,2010,Missing/Undefined
LUCAS PARK FIRE,550.0,KS,2010,Missing/Undefined
BARNARD,640.0,KS,2010,Missing/Undefined
9996,500.0,KS,2010,Missing/Undefined
BOREKAR SAND PIT FIRE,640.0,KS,2010,Missing/Undefined
9162 FIRE,600.0,KS,2010,Missing/Undefined
MILLER FIRE,4190.0,KS,2010,Lightning
KK RANCH ROAD,454.0,MO,2010,Missing/Undefined
COFFEY HOLLOW,356.0,MO,2010,Missing/Undefined
CELT,2855.0,MO,2010,Missing/Undefined
DEVIL'S RUN,388.0,MO,2010,Missing/Undefined
GREER RD.,1300.0,CT,2008,Missing/Undefined
WHITMIRE ISLAND,2400.0,FL,2008,Missing/Undefined
SANDY MOUNTAIN,720.0,FL,2008,Missing/Undefined
MUD SWAMP NEW RIVER,2073.0,FL,2008,Missing/Undefined
SPROUT,1200.0,ND,2008,Missing/Undefined
GYP CREEK,569.0,MT,2010,Lightning
KLAMERT,400.0,MT,2010,Missing/Undefined
WATERWAY,2100.0,SD,2010,Missing/Undefined
CHADRON ROAD,362.0,SD,2010,Missing/Undefined
TURLEY MTN.,1200.0,TN,2010,Missing/Undefined
STONEY FORK#1,500.0,TN,2010,Missing/Undefined
SPANISH CASTLE FIRE,2470.0,WA,2010,Missing/Undefined
LEAHY JUNCTION FIRE,2000.0,WA,2010,Lightning
EUREKA FIRE,21620.0,WA,2010,Missing/Undefined
HUBBARD FIRE,11500.0,WA,2010,Missing/Undefined
WILLOW CREEK,9248.0,WY,2010,Missing/Undefined
ALBRIGHT ROAD,1199.0,WY,2010,Missing/Undefined
RIDGE ,500.0,CA,2009,Missing/Undefined
PARAMOUNT FIRE,540.0,NJ,2010,Missing/Undefined
FT. DIX FIRE,2240.0,NJ,2010,Missing/Undefined
DAN'S BRIDGE,677.0,NJ,2010,Lightning
DEAD MAN,3046.0,NM,2010,Lightning
PARK CABIN,355.0,OH,2010,Missing/Undefined
OWL CREEK,520.0,OK,2010,Missing/Undefined
QUINTON TOWER,660.0,OK,2010,Missing/Undefined
POTATO HILLS,850.0,OK,2010,Missing/Undefined
LONE OAK,700.0,OK,2010,Missing/Undefined
DEER BARN,400.0,OK,2010,Missing/Undefined
KEOTA LANDING,400.0,OK,2010,Missing/Undefined
DIAGONAL FIRE,1000.0,OK,2010,Missing/Undefined
TURKEY HUNTER,1300.0,OK,2010,Missing/Undefined
NORTH WOODWARD,3000.0,OK,2010,Missing/Undefined
RAVIA,400.0,OK,2010,Missing/Undefined
WILDCAT,1255.0,CA,2009,Lightning
MILLER,616.0,NV,2009,Missing/Undefined
DEER RIDGE,633.0,OR,2009,Missing/Undefined
WESTBOURNE RD,700.0,TN,2009,Missing/Undefined
ROYAL BLUE WMA,500.0,TN,2009,Missing/Undefined
BINA,700.0,TX,2009,Missing/Undefined
SEDAN,2850.0,NM,2008,Missing/Undefined
RUNWAY,1007.0,CA,2004,Missing/Undefined
PILOT,274.0,CA,2004,Missing/Undefined
GEYSERS,12525.0,CA,2004,Missing/Undefined
INDIA,2040.0,CA,2004,Missing/Undefined
DOLCINI,360.0,CA,2004,Missing/Undefined
JALAMA,307.0,CA,2004,Missing/Undefined
SILVER,435.0,CA,2004,Missing/Undefined
CRAG,871.0,CA,2004,Lightning
SANTA FE SWAMP FIRE,4170.0,FL,2004,Missing/Undefined
TROY CANYON,2800.0,NV,2004,Lightning
ROBBERS,296.0,NV,2004,Missing/Undefined
CARTER  CO #1,1000.0,OK,2004,Missing/Undefined
QUININE FLATS,300.0,OK,2004,Missing/Undefined
GREEN COUNTRY FIRE,350.0,OK,2004,Missing/Undefined
NEW PRUE FIRE,280.0,OK,2004,Missing/Undefined
ROCK CREEK,300.0,OK,2004,Missing/Undefined
HOLDING,300.0,OK,2004,Missing/Undefined
SAVAGE,400.0,OK,2004,Missing/Undefined
449 INCIDENT,808.0,OR,2004,Missing/Undefined
SAVANNA LAKE,300.0,MD,2004,Missing/Undefined
NEWTON,750.0,TX,2004,Missing/Undefined
SHALLOCK,564.0,CA,2003,Missing/Undefined
HILLSIDE,835.0,CA,2003,Missing/Undefined
CAMPBELL,505.0,CO,2003,Lightning
234,4900.0,FL,2003,Missing/Undefined
THE ALLEY FIRE,3600.0,FL,2003,Lightning
THE REFUGE FIRE,3700.0,FL,2003,Missing/Undefined
AGASSIZ,2150.0,MN,2003,Missing/Undefined
BLACKWALL,4515.0,MT,2003,Lightning
JIGGS,3840.0,NV,1999,Lightning
STRINGTOWN,550.0,OK,1999,Missing/Undefined
STONEHENGE,2500.0,WA,1999,Missing/Undefined
RINCON,3486.0,TX,2008,Lightning
JUMP OFF JOE WFU,1000.0,WA,2008,Missing/Undefined
WILLOW CREEK,3600.0,WA,2008,Missing/Undefined
MOUNTAIN,761.0,CA,2007,Missing/Undefined
HP,850.0,FL,2007,Lightning
TRAIL,510.0,FL,2007,Lightning
PINE ISLAND,520.0,FL,2007,Lightning
SCOFIELD,575.0,FL,2007,Lightning
MALTESE FIRE,8700.0,FL,2007,Lightning
KNEEKNOCKER SWAMP FIRE,1778.0,GA,2007,Missing/Undefined
BUGABOO SCRUB 2,1467.0,GA,2007,Lightning
BLUE BERRY HILL,622.0,MS,2007,Missing/Undefined
MERCEDES,695.0,PR,2007,Missing/Undefined
HEART,800.0,CA,2006,Lightning
EMPIRE,1094.0,CA,2006,Lightning
RANCH,1658.0,CA,2006,Missing/Undefined
SUPER RANGER,1263.0,FL,2006,Missing/Undefined
DEER FIRE,700.0,FL,2006,Missing/Undefined
DOUBLE BRANCH,717.0,MS,2006,Missing/Undefined
SQUARE BUTTE,1000.0,MT,2006,Lightning
SODA CREEK FIRE,23000.0,MT,2006,Lightning
BOX ELDER,2000.0,MT,2006,Lightning
BENEDICT,841.0,MT,2006,Lightning
MEEKS,5000.0,NM,2006,Missing/Undefined
IZZENHOOD FLATS,2000.0,NV,2006,Lightning
SPORTSMAN LAKE FIRE,5760.0,OK,2005,Missing/Undefined
NOBLE FIRE,900.0,OK,2006,Missing/Undefined
OLIVER ROAD FIRE,900.0,OK,2006,Missing/Undefined
RATTLESNAKE DEN,750.0,OK,2006,Missing/Undefined
MOTEN MTN. FIRE,800.0,OK,2006,Missing/Undefined
WILSON,900.0,OK,2006,Missing/Undefined
ARPELAR 222,700.0,OK,2006,Missing/Undefined
BURLAP,800.0,OK,2006,Missing/Undefined
OKTAHA RD. FIRE,700.0,OK,2006,Missing/Undefined
CHARLIE O'BRIEN FIRE,6730.0,OK,2006,Missing/Undefined
SPANISH PEAKS FIRE,860.0,OK,2006,Missing/Undefined
DIRTY CREEK FIRE,1250.0,OK,2006,Missing/Undefined
RENTIESVILLE FIRE,700.0,OK,2006,Missing/Undefined
HOPKINS,2000.0,OK,2006,Missing/Undefined
TIMBERLINE,700.0,OK,2006,Missing/Undefined
MULLENDORE RANCH,2500.0,OK,2006,Missing/Undefined
SLICK FIRE,1200.0,OK,2006,Missing/Undefined
HATSTACK CREEK,3000.0,OK,2006,Missing/Undefined
CENTRAL HIGH,5760.0,OK,2006,Missing/Undefined
SPRINGER,1000.0,OK,2006,Missing/Undefined
ROUTE 66 FIRE,950.0,OK,2006,Missing/Undefined
RATLIFF2,4000.0,OK,2006,Missing/Undefined
EXIT 40 AND I-35,780.0,OK,2006,Missing/Undefined
RAYMOND,700.0,OK,2006,Missing/Undefined
RYAN,2800.0,OK,2006,Missing/Undefined
ARBUCKLE 2,2900.0,OK,2006,Missing/Undefined
CHANDLER,6400.0,OK,2006,Missing/Undefined
NORTH LOCO,3100.0,OK,2006,Missing/Undefined
TWIN HILLS,2100.0,OK,2006,Missing/Undefined
ADAMS,1600.0,OK,2006,Missing/Undefined
CEDAR LAKE,2950.0,OK,2006,Missing/Undefined
MOORE,1500.0,OK,2006,Missing/Undefined
ARBUCKLE FIRE,7000.0,OK,2006,Missing/Undefined
CATTAILS,2982.0,TX,2006,Missing/Undefined
ARKANSAS RD,850.0,TX,2006,Missing/Undefined
LAZY J ROAD,1500.0,TX,2006,Missing/Undefined
THURMAN,935.0,CA,2005,Missing/Undefined
HIGH,971.0,CA,2005,Missing/Undefined
LEHIGH,800.0,CA,2005,Missing/Undefined
SPRING,900.0,CA,2005,Missing/Undefined
YORBA LINDA,1078.0,CA,2005,Missing/Undefined
MANTON,1830.0,CA,2005,Missing/Undefined
SCHOOL,3891.0,CA,2005,Missing/Undefined
FAR DRAW WFU,1105.0,CO,2005,Lightning
KING CITY,700.0,MO,2005,Missing/Undefined
LUMPEE,1800.0,NM,2005,Missing/Undefined
FERGUSON RD. FIRE,1000.0,OK,2005,Missing/Undefined
WEWOKA CR. FIRE,9600.0,OK,2005,Missing/Undefined
PRESTON FIRE,520.0,OK,2005,Missing/Undefined
ALLEN,1602.0,OK,2005,Missing/Undefined
LEWIS FIRE,700.0,OK,2005,Missing/Undefined
ROPER COVE FIRE,2580.0,OK,2005,Missing/Undefined
WILDHORSE PRAIRIE FIRE,1150.0,OK,2005,Missing/Undefined
TANNEHILL,1300.0,OK,2005,Missing/Undefined
REVIVAL,3200.0,OK,2005,Missing/Undefined
ERICK FIRE,4000.0,OK,2005,Missing/Undefined
CLEAR VIEW FIRE,4000.0,OK,2005,Missing/Undefined
ENTRANCE ROAD FIRE,1500.0,TX,2005,Missing/Undefined
COGDALE RANCH,1200.0,TX,2005,Missing/Undefined
AGUA,300.0,AZ,2004,Lightning
UPPER SANTA ANA BURN ESCAPE,350.0,CA,2004,Missing/Undefined
BLUE GUM,477.0,CA,2002,Missing/Undefined
WONDERLAND,450.0,CO,2002,Missing/Undefined
PINYON CANYON COMPLEX,3090.0,CO,2002,Lightning
COW CAMP,340.0,CO,2002,Lightning
KOKOPELLI,985.0,NM,2002,Missing/Undefined
SHELDON FIRE,690.0,WY,2002,Lightning
CHARLIE,4000.0,NV,2000,Lightning
ADOBE,8500.0,NV,2000,Lightning
CA-SKU-2574 MARYS,800.0,CA,2000,Missing/Undefined
LOCKWOOD CANYON,1000.0,CO,2000,Lightning
KERNEL,640.0,OK,2000,Missing/Undefined
CROMWELL,800.0,OK,2000,Missing/Undefined
BURRIS RANCH,880.0,OK,2000,Missing/Undefined
MCGEE CREEK #1,1700.0,OK,2000,Missing/Undefined
HAGEN MOUNTAIN,750.0,OK,2000,Missing/Undefined
MCGEE CREEK #3,3100.0,OK,2000,Missing/Undefined
HALLETTT,1800.0,OK,2000,Missing/Undefined
COWSKIN CANYON,1000.0,OK,2000,Lightning
BUCK CREEK,950.0,OK,2000,Lightning
SQUEALER,1200.0,OK,2000,Missing/Undefined
ARBUCKLE COMPLEX,11577.0,OK,2000,Missing/Undefined
SUGARLOAF,1800.0,OK,2000,Missing/Undefined
SHELL LAKE,1200.0,OK,2000,Missing/Undefined
BRISTOW COMPLEX,5900.0,OK,2000,Missing/Undefined
CALHOUN,2700.0,OK,2000,Missing/Undefined
OAKCLIFF,3840.0,OK,2000,Missing/Undefined
OSAGE HILLS,2500.0,OK,2000,Missing/Undefined
GORGE,2500.0,OK,2000,Missing/Undefined
LUDLOW,700.0,OK,2000,Missing/Undefined
TALALA,1600.0,OK,2000,Missing/Undefined
60-18,1300.0,OK,2000,Missing/Undefined
FAIRFAX,4500.0,OK,2000,Missing/Undefined
RATLIFF,2000.0,OK,2000,Missing/Undefined
SARDIS,700.0,OK,2000,Missing/Undefined
LOST CREEK,800.0,OR,2000,Missing/Undefined
RANGER HILLS,3000.0,TX,2000,Missing/Undefined
COOK RANCH,47000.0,TX,2000,Lightning
DOLAN FIRE,1000.0,TX,2000,Lightning
PUDDING VALLEY,1000.0,TX,2000,Missing/Undefined
HORIZON,1200.0,TX,2000,Missing/Undefined
DEEP CREEK,5205.0,TX,2000,Lightning
MOLLYS,3910.0,UT,2000,Lightning
GOODNOE FIRE,6500.0,WA,2000,Missing/Undefined
LONG HOUSE 2,800.0,WA,2000,Lightning
SIXPRONG COMPLEX,11300.0,WA,2000,Lightning
MIDDLE ENOS,13666.0,WY,2000,Lightning
WATER CANYON,540.0,NM,1999,Lightning
IMPACT,2484.0,SC,1999,Missing/Undefined
FHU 634,1100.0,AZ,1999,Missing/Undefined
RED  (CA-TGU-1711),1375.0,CA,1999,Missing/Undefined
2A COMMAND,4500.0,FL,1999,Lightning
MIRA LOMA,2297.0,NV,1999,Missing/Undefined
MILLER RANCH,2000.0,WA,1999,Missing/Undefined
HOLSER CA VNC 18889,2000.0,CA,1999,Missing/Undefined
LOCKWOOD,15584.0,NV,1999,Missing/Undefined
EAGLE CANYON,3744.0,UT,1999,Missing/Undefined
CITY OF ROCKS 3,800.0,ID,1999,Missing/Undefined
GEYERS  (CA-LNU-6468),1300.0,CA,1999,Missing/Undefined
HENEFER LEDGES,550.0,UT,1999,Missing/Undefined
QUARTZ MTN,750.0,OK,2001,Lightning
WEBB,1750.0,OK,2001,Missing/Undefined
BEAR SPRINGS,3000.0,CO,2001,Lightning
LIBERTY FIRE,4050.0,OK,2001,Missing/Undefined
SAVAGE,424.0,OK,2001,Missing/Undefined
JOHNSON,400.0,OK,2001,Missing/Undefined
A-ROAD ,1500.0,OK,2001,Missing/Undefined
WEST PLATEAU,450.0,CO,2001,Lightning
ANTELOPE,900.0,NV,2001,Lightning
DUNPHY,7453.0,NV,2001,Lightning
PX,420.0,NV,2001,Missing/Undefined
WEAVER RANCH,1600.0,CO,2001,Missing/Undefined
MILLERSBURG,500.0,PA,2001,Missing/Undefined
GIESE FIRE,1301.5,AK,1993,Debris Burning
STEELE,1000.0,AK,1994,Debris Burning
ANCHOR,2410.0,AK,1993,Lightning
GULL POINT,320.0,AK,1995,Miscellaneous
CLEARWATER#1,2960.0,AK,1995,Debris Burning
MANSFIELD LAKE,1000.0,AK,1992,Lightning
RICKS CREEK,600.0,AK,1995,Lightning
CLEARWATER #2,1200.0,AK,1995,Debris Burning
MINTO FLATS,7500.0,AK,1995,Lightning
GERSTLE RIVER 1,326.0,AK,1995,Debris Burning
DENNISON FORK,1880.0,AK,1995,Lightning
PORCUPINE,4700.0,AK,1993,Lightning
BUTTE CR,840.0,AK,1993,Lightning
WHITE MTN,620.0,AK,1993,Lightning
WEST FORK,765.0,AK,1993,Lightning
MULCHATNA,960.0,AK,1993,Lightning
DISHNA,2170.0,AK,1993,Lightning
SODA,853.0,AK,1993,Lightning
FROZEN FOOT,1575.0,AK,1993,Lightning
TOKLAT RV,4800.0,AK,1993,Lightning
COLORADO,610.0,AK,1994,Lightning
DUNE LAKE,2570.0,AK,1993,Lightning
NORWOOD,1200.0,VA,1995,Debris Burning
THE NOVEMBER 500 FIRE,530.0,AL,2010,Arson
THE 600 FIRE,597.0,AL,2010,Debris Burning
,510.0,AL,2010,Debris Burning
TOPTON FIRE,355.0,AL,2010,Miscellaneous
MARSENA MT,583.0,AR,2010,Arson
BUD SHAW,570.0,AR,2010,Arson
DREW,1013.0,AR,2010,Arson
NIMROD,705.0,AR,2010,Debris Burning
EAST CAMDEN,486.0,AR,2010,Miscellaneous
TRASKWOOD,486.0,AR,2010,Arson
CAMP,1500.0,AR,2010,Miscellaneous
VAN BUREN,1004.0,AR,2010,Miscellaneous
,361.0,CT,1997,Miscellaneous
,3200.0,VA,2003,Miscellaneous
,1908.27,GA,1996,Debris Burning
,702.0,GA,1993,Lightning
,373.61,GA,1992,Arson
,343.0,GA,1997,Arson
,305.8,GA,1993,Arson
,305.0,GA,1997,Debris Burning
,272.0,GA,1997,Arson
,254.0,GA,1992,Debris Burning
,212.0,GA,1997,Debris Burning
,207.2,GA,1997,Lightning
SLIDELL AIRPORT,1922.0,LA,2009,Missing/Undefined
BAPTISTE CEMETERY,725.2,LA,2009,Missing/Undefined
CENTENARY FIRE,893.0,LA,2010,Lightning
NORTH HOLDEN,450.0,LA,2010,Debris Burning
TIRE RIM,766.28,LA,2010,Miscellaneous
,358.0,LA,2010,Lightning
GREEN SWAMP,400.0,NC,2010,Debris Burning
CHUCK'S FIRST BIG ONE,547.0,NC,2010,Arson
COMBINE,1400.0,SD,1995,Equipment Use
VIKING,900.0,SD,1996,Equipment Use
BEAR BUTTE,856.0,SD,1996,Campfire
HERMOSA FIRE,3734.0,SD,1992,Miscellaneous
NEW UNDERWOOD FIRE,33000.0,SD,1992,Miscellaneous
EAST GATE,996.0,SD,1996,Powerline
BURDOCK,350.0,SD,1997,Miscellaneous
,1280.0,AL,1994,Debris Burning
,625.0,AL,1995,Debris Burning
,330.0,AL,1995,Debris Burning
,1200.0,AL,1996,Debris Burning
,1000.0,AL,1996,Debris Burning
,1540.0,AL,1996,Campfire
,1600.0,KS,1993,Missing/Undefined
,2000.0,KS,1994,Missing/Undefined
,1400.0,KS,1994,Missing/Undefined
,7000.0,KS,1994,Missing/Undefined
,30000.0,KS,1994,Missing/Undefined
,5120.0,KS,1994,Missing/Undefined
,3000.0,KS,1994,Missing/Undefined
,5000.0,KS,1994,Missing/Undefined
,16000.0,KS,1994,Missing/Undefined
,1600.0,KS,1994,Missing/Undefined
,7000.0,KS,1994,Missing/Undefined
,1500.0,KS,2000,Missing/Undefined
,6000.0,KS,2002,Missing/Undefined
,5500.0,KS,2002,Missing/Undefined
,1200.0,KS,2002,Missing/Undefined
,1000.0,KS,2003,Missing/Undefined
,1000.0,KS,2004,Missing/Undefined
,1200.0,KS,1995,Missing/Undefined
,1000.0,KS,1995,Missing/Undefined
,1200.0,KS,1995,Missing/Undefined
,800.0,KS,1995,Missing/Undefined
,70000.0,OK,1996,Missing/Undefined
,4000.0,KS,1996,Missing/Undefined
,12000.0,KS,1996,Missing/Undefined
,12000.0,KS,1996,Missing/Undefined
,7600.0,KS,1996,Missing/Undefined
,23000.0,KS,1996,Missing/Undefined
,10000.0,KS,1996,Missing/Undefined
,55000.0,KS,1996,Missing/Undefined
,2288.0,KS,1996,Missing/Undefined
,1500.0,KS,1996,Missing/Undefined
,12000.0,KS,1996,Missing/Undefined
,6000.0,KS,1997,Missing/Undefined
,5000.0,KS,1997,Missing/Undefined
,850.0,KS,1998,Missing/Undefined
,2000.0,KS,1999,Missing/Undefined
,2500.0,KS,2000,Missing/Undefined
,1700.0,KS,2000,Missing/Undefined
,4000.0,KS,2002,Missing/Undefined
,3000.0,KS,2002,Missing/Undefined
,12000.0,KS,2002,Missing/Undefined
,4000.0,KS,2003,Missing/Undefined
,30000.0,KS,2002,Missing/Undefined
,3500.0,KS,2006,Missing/Undefined
,1107.0,KS,2006,Missing/Undefined
,1000.0,KS,2007,Missing/Undefined
OGEMAW16,1238.0,MI,1998,Missing/Undefined
MACKINAC3,775.0,MI,1999,Missing/Undefined
MARQUETTE9,5625.0,MI,1999,Missing/Undefined
,6400.0,NE,1999,Missing/Undefined
,3500.0,NE,1995,Missing/Undefined
,2500.0,NE,1994,Missing/Undefined
,1280.0,NE,1994,Missing/Undefined
,2830.0,NE,1999,Missing/Undefined
,7200.0,NE,1995,Missing/Undefined
,2000.0,NE,1995,Missing/Undefined
,5000.0,NE,1996,Missing/Undefined
,11520.0,NE,1999,Missing/Undefined
,6000.0,NE,1997,Missing/Undefined
,2080.0,NE,1999,Missing/Undefined
,1920.0,NE,1999,Missing/Undefined
,1900.0,NE,1997,Missing/Undefined
,1500.0,NE,1999,Missing/Undefined
,1500.0,NE,1998,Missing/Undefined
,33000.0,NE,1995,Missing/Undefined
,14000.0,NE,1999,Missing/Undefined
BOILER,34941.0,NM,2003,Lightning
MEEKS,3000.0,NM,1992,Missing/Undefined
FRONTIER,8000.0,NM,1992,Missing/Undefined
ISABEL,2880.0,NM,1992,Missing/Undefined
AUGUSTINE,8900.0,NM,1992,Missing/Undefined
SAWYER,2160.0,NM,1992,Missing/Undefined
BOWE,960.0,NM,1993,Missing/Undefined
STILES,1920.0,NM,1992,Missing/Undefined
WILMA,2500.0,NM,1993,Missing/Undefined
FRAZE,1500.0,NM,1993,Missing/Undefined
TINSLEY,1920.0,NM,1993,Missing/Undefined
MADDOX 2,15000.0,NM,1993,Missing/Undefined
EICHEVERRY,2560.0,NM,1993,Missing/Undefined
CORRAL,900.0,NM,1993,Missing/Undefined
ROADRUNNER,920.0,NM,1998,Missing/Undefined
ANDERSON,3200.0,NM,1998,Missing/Undefined
GRANDE,3200.0,NM,1998,Missing/Undefined
BUCKEYE,16080.0,NM,1998,Missing/Undefined
PUMP JACK,3200.0,NM,1998,Missing/Undefined
LAKE,2200.0,NM,1998,Missing/Undefined
CAP CHINE,704.0,TN,2005,Arson
,650.0,TN,2005,Arson
LITTLE PEAVINE MTN.,2000.0,TN,2005,Arson
,580.0,WI,1999,Miscellaneous
,1100.0,WI,2000,Equipment Use
,1400.0,WI,1999,Arson
,360.0,WI,2002,Lightning
,630.0,WI,1998,Equipment Use
,1200.0,WI,2000,Arson
,300.0,WI,1997,Debris Burning
FY1998-CHARLTON-049,16100.0,GA,1998,Arson
,589.0,GA,1998,Lightning
,1005.0,MO,2000,Arson
,723.0,MO,2000,Arson
,1017.0,MO,2001,Arson
,500.0,MO,2001,Arson
,412.0,MO,2002,Arson
,497.0,MO,2002,Arson
,500.0,MO,2002,Debris Burning
,3082.0,MO,2002,Arson
,410.0,MO,2002,Arson
,740.0,MO,1998,Arson
,295.0,MO,1998,Arson
,640.0,MO,1999,Arson
,580.0,MO,1999,Arson
,943.0,MO,1999,Debris Burning
,500.0,MO,1999,Missing/Undefined
,460.0,MO,1999,Arson
,563.0,MO,1999,Debris Burning
,613.0,MO,1999,Arson
,537.0,MO,1999,Debris Burning
,835.0,MO,1999,Arson
,1654.0,MO,1999,Arson
,638.0,MO,1999,Arson
,4000.0,IA,2005,Miscellaneous
,1200.0,IA,2005,Arson
,800.0,IA,2005,Debris Burning
MUD POND,3521.0,MO,2011,Arson
MINNINGHAW,4761.0,MO,2011,Arson
PAGAMI CREEK,92682.0,MN,2011,Lightning
CASTRO,4853.0,ID,2011,Lightning
RED ROCK,9670.0,WY,2011,Lightning
NOWLIN,4686.0,WY,2011,Lightning
GRAY HILLS,2468.0,WY,2011,Lightning
INDIAN,1694.0,ID,2011,Lightning
SADDLE ,32670.0,ID,2011,Lightning
VELVET,2831.0,ID,2011,Lightning
SALT,24501.0,ID,2011,Lightning
SHIP ISLAND,2820.0,ID,2011,Lightning
BLACK CANYON,2990.0,ID,2011,Lightning
LUTZ,3982.0,MT,2011,Lightning
STEWART,4213.0,MT,2011,Lightning
COPPER MOUNTAIN,1167.0,MT,2011,Lightning
DOUBLE STORM,3918.0,ID,2011,Lightning
LIZ BUTTE,1045.0,ID,2011,Lightning
FRIDAY RIDGE,1147.0,ID,2011,Lightning
LITTLE FORK,34550.0,MT,2011,Lightning
HAMMER CREEK,6314.0,MT,2011,Lightning
SOUTH FORK LOST CK,2160.0,MT,2011,Miscellaneous
BIG SALMON LAKE,5183.0,MT,2011,Campfire
PUZZLE,2153.0,MT,2011,Lightning
BULL,1163.9,MT,2011,Lightning
WEST RIVERSIDE,3800.0,MT,2011,Arson
OTTER,4609.0,ID,2011,Lightning
EAST FORK,10000.0,ID,2011,Lightning
0676  SHADOW LAKE ,10000.0,OR,2011,Lightning
MOTHER LODE,2033.0,OR,2011,Lightning
815,1449.0,OR,2011,Miscellaneous
BIG HUMP,1243.0,WA,2011,Miscellaneous
GARWOOD,945.0,OR,2011,Lightning
LONESOME,1400.0,OR,2011,Lightning
CACTUS MOUNTAIN,8212.0,OR,2011,Miscellaneous
WISHRAM 2,11008.0,WA,2011,Miscellaneous
MDF DH COUGAR,1800.0,CA,2011,Campfire
MDF DH SCORPION,1418.0,CA,2011,Railroad
MDF DH MAMMOTH,1194.0,CA,2011,Railroad
RUTH,1460.0,CA,2011,Debris Burning
HILL,1150.0,CA,2011,Miscellaneous
COVE ,1122.0,CA,2011,Miscellaneous
LION,20500.0,CA,2011,Lightning
MOTOR,5230.0,CA,2011,Equipment Use
RESERVIOR,2200.0,WY,2011,Lightning
