FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
HIGH,3082.0,CA,1999,Lightning
DOG,700.0,CA,1999,Lightning
REPTILE,1674.0,CA,1999,Lightning
JONES,26202.0,CA,1999,Miscellaneous
MEGRAM,124898.0,CA,1999,Lightning
LUNCH,1533.0,CA,1999,Lightning
SHEEP #1,1280.0,CA,1999,Lightning
BURNED POINT,750.0,MT,1999,Lightning
SPRING CREEK,564.0,MT,1999,Lightning
QUEASY,2400.0,ID,1999,Lightning
SANDROCK,970.0,ID,1999,Miscellaneous
TROUT CREEK II,3189.0,NV,1999,Arson
KINGS,600.0,CA,1999,Miscellaneous
DIGIER,810.0,CA,1999,Miscellaneous
TASSAJARA,23761.0,CA,1999,Lightning
HARE,49551.0,CA,1999,Lightning
FIVE,12960.0,CA,1999,Lightning
SPANISH,14537.0,CA,1999,Equipment Use
SOUTH FORK,715.0,KY,1999,Arson
PIGSKIN,500.0,KY,1999,Miscellaneous
D.BOONE HUT,715.0,KY,1999,Arson
AUXIER RIDGE,450.0,KY,1999,Arson
NADA,540.0,KY,1999,Arson
GROUNDHOG,753.0,KY,1999,Arson
MUDLICK,588.0,KY,1999,Arson
TOWN BRANCH II,776.0,KY,1999,Arson
BUZZARD CREEK,958.0,KY,1999,Arson
MEXICO 15,750.0,AZ,1999,Lightning
LONE,500.0,AZ,1999,Miscellaneous
DEHAVEN,17000.0,CA,1999,Equipment Use
SHINN,656.0,CA,1999,Miscellaneous
SANTA ANITA II,750.0,CA,1999,Miscellaneous
BENTON,6179.0,FL,2000,Debris Burning
HORSE COVE,930.0,NC,1999,Arson
AVEY CREEK,1450.0,NC,1999,Arson
PINE RIDGE,1090.0,NC,1999,Arson
GOLDIE DEADEN,1261.0,NC,1999,Arson
WEST MOUNTAIN 2,8826.0,UT,1999,Miscellaneous
WEST MOUNTAIN,2059.0,UT,1999,Arson
BIG 2,1001.0,CA,1999,Lightning
BUCKS,34175.0,CA,1999,Lightning
HORTON_2,4336.0,CA,1999,Equipment Use
CEMETARY,3930.0,CA,1999,Miscellaneous
PIEGEON,4713.0,CA,1999,Lightning
LOOKOUT,2630.0,CA,1999,Lightning
DEVILS GAP,1450.0,CA,1999,Lightning
STAG,467.0,CA,1999,Lightning
BEAN,1475.0,CA,1999,Lightning
STEIN,876.0,CA,1999,Lightning
EAST,1147.0,CA,1999,Lightning
REPEATER,1980.0,OR,1999,Arson
TURTLE,4035.0,CA,1999,Equipment Use
MIXING,3300.0,CA,1999,Arson
PINE,1562.0,CA,1999,Arson
RICHBAR COMPLEX,2570.0,CA,1999,Miscellaneous
DIVISION,2450.0,CA,1999,Miscellaneous
PENDOLA,11725.0,CA,1999,Miscellaneous
RANCH,4371.0,CA,1999,Miscellaneous
PIGEON ROOST,2048.0,GA,1999,Arson
TURKEY STAMP,2040.0,GA,1999,Arson
STANLEY GAP#1,680.0,GA,1999,Arson
BIG CREEK,1010.0,GA,1999,Arson
GUN 2,60390.0,CA,1999,Miscellaneous
NORTON CREEK,7878.0,ID,1999,Lightning
IRIS LAKE,904.0,ID,1999,Lightning
SOLDIER CREEK,2228.0,ID,1999,Lightning
FALL CREEK,535.0,ID,1999,Campfire
WILLOW,65000.0,CA,1999,Miscellaneous
ELLIOT,2576.0,CA,1999,Miscellaneous
STEER VALLEY,660.0,NE,1999,Lightning
THISTLE,473.0,SD,1999,Miscellaneous
403,520.0,OR,1999,Campfire
ATV,840.0,MI,1999,Equipment Use
HURON COMPLEX,1035.0,MI,1999,Equipment Use
Y2K,502.0,OK,1999,Arson
NARROWS,505.0,AR,1999,Miscellaneous
POWER,1527.0,AZ,2000,Lightning
GULF,1000.0,AZ,2000,Lightning
THOMAS,1842.0,OR,1999,Miscellaneous
BRUNEAU,1092.0,NV,1999,Lightning
PIPE,634.0,AZ,2000,Lightning
DEAN RIDGE,747.0,MT,1999,Miscellaneous
BARK,1715.0,CA,2000,Miscellaneous
BRICK CHURCH,904.0,SC,1999,Arson
COCHITI,695.0,NM,2000,Smoking
HORN CREEK,873.0,ID,2000,Arson
SIX MILE,1202.0,MT,1999,Miscellaneous
PRIETA,1555.0,NM,2000,Lightning
PAD,11000.0,NM,2000,Debris Burning
HIDDEN,1724.0,ID,2000,Lightning
INTERNATIONAL PAPER,2500.0,MS,1999,Arson
CANYON II,15230.0,ID,2000,Lightning
SHORT CREEK,1250.0,ID,2000,Lightning
CROOKED,4892.0,ID,2000,Equipment Use
ELIZABETH,3258.0,ID,2000,Lightning
SNOW CREEK,1026.0,ID,2000,Lightning
CROW,1418.0,WY,2000,Lightning
RABBIT CREEK,1415.0,UT,2000,Lightning
BOX CANYON,854.0,UT,2000,Lightning
STABLE,1246.0,NM,1999,Miscellaneous
HASH ROCK   1086,18500.0,OR,2000,Lightning
SALIZ,1001.0,NM,2000,Miscellaneous
BACKBONE,950.0,NM,2000,Lightning
ROUGH CRK,7979.0,ND,1999,Miscellaneous
GAP/ROUGH CREEK,51627.0,ND,1999,Debris Burning
BOBCAT,10599.0,CO,2000,Campfire
OUTLET,15427.0,AZ,2000,Miscellaneous
ROCKY HULL,9404.0,WA,2000,Lightning
WING,813.0,UT,2000,Miscellaneous
OAK HILL,1028.0,UT,2000,Arson
EAST VIVIAN,1834.0,UT,2000,Lightning
WILLOW,1514.0,AZ,2000,Lightning
ANTELOPE,10000.0,WY,1999,Equipment Use
BATTLE CREEK,1355.0,WY,1999,Miscellaneous
TURNER,2000.0,WY,1999,Railroad
PRATT,800.0,AZ,2000,Lightning
CRAZY,1500.0,NM,2000,Lightning
VIVEASH,28348.0,NM,2000,Miscellaneous
ARROW,930.0,NM,2000,Lightning
TRAIL CREEK,35238.0,ID,2000,Lightning
SHIRLEY,2000.0,NM,2000,Lightning
SIERRA,4070.0,NM,2000,Lightning
BURNT FLATS,22527.0,ID,2000,Lightning
RABBIT,1460.0,MO,2000,Arson
CORN,755.0,MO,2000,Arson
PUMPKIN,8759.0,AZ,2000,Lightning
BLOODGOOD,16452.0,NM,2000,Lightning
GRAVES,7081.0,NM,2000,Lightning
MONUMENT CANYON,10944.0,ID,2000,Lightning
WEST BASIN,56010.0,NV,2000,Lightning
WALL,1000.0,NM,2000,Lightning
PLASKETT 2,5856.0,CA,2000,Miscellaneous
LOST FORK RIDGE,1300.0,MT,2000,Lightning
BUNYAN POINT,1184.0,MT,2000,Lightning
MCDONALD II,4345.0,MT,2000,Lightning
EAR MTN,1980.0,MT,2000,Lightning
ELK VALLEY,749.0,ID,2000,Lightning
CHESTNUT MOUNTAIN,640.0,TN,1999,Arson
CITICO,607.0,TN,1999,Arson
MAYBE LATER,1952.0,KY,2000,Arson
THOUSAND STICKS,2000.0,KY,2000,Arson
PHD,1175.0,KY,2000,Arson
SANDER'S,959.0,KY,2000,Debris Burning
GOODRICH,2732.0,ID,2000,Lightning
MOORE CREEK,2893.0,ID,2000,Lightning
SOUTH SHELLROCK,8530.0,ID,2000,Lightning
OTTER,726.0,ID,2000,Lightning
GRASS MOUNTAIN,1090.0,ID,2000,Lightning
FLOSSIE,74998.0,ID,2000,Lightning
THREE BEARS,15040.0,ID,2000,Lightning
DIAMOND POINT,149772.0,ID,2000,Lightning
BLACK LAKE,3285.0,ID,2000,Lightning
NICK,4232.0,ID,2000,Lightning
INDIAN,9371.0,ID,2000,Lightning
CK,2415.0,ID,2000,Lightning
BURGDORF JCT.,64631.0,ID,2000,Lightning
ARNOT,780.0,CA,2000,Lightning
JOURNEY,990.0,CA,2000,Arson
WALL,7530.0,NV,2000,Campfire
ARROW CREEK,2900.0,NV,2000,Lightning
SENECA,1110.0,NV,2000,Equipment Use
PHILLIPS RANCH,2367.0,NV,2000,Lightning
NORTH CREEK,700.0,NV,2000,Miscellaneous
CAMP,31194.0,NV,2000,Lightning
COON CREEK,9359.0,AZ,2000,Campfire
PEAK,2310.0,AZ,2000,Lightning
048 BACKBONE,1000.0,LA,2000,Campfire
156 LONGLEAF VISTA,2500.0,LA,2000,Lightning
DRY CANYON,1163.0,ID,2000,Miscellaneous
SPOT,1140.0,MT,2000,Miscellaneous
TAYLOR BUTTE,785.0,MT,2000,Lightning
WILD HOG BUTTE,831.0,MT,2000,Lightning
TOBIN,9264.0,MT,2000,Lightning
STAG,61649.0,MT,2000,Lightning
WILLIE,1503.0,MT,2000,Miscellaneous
AZUSA,740.0,CA,2000,Campfire
MAYNARD,48300.0,MT,2000,Lightning
MINK CREEK,670.0,MT,2000,Lightning
WARM SPRINGS,6450.0,MT,2000,Lightning
FULL CIRCLE,900.0,MT,2000,Lightning
BLODGETT TRAILHEAD,11486.0,MT,2000,Campfire
ECHO CREEK,867.0,ID,2000,Lightning
THIRTY,5104.0,ID,2000,Lightning
FITZ CREEK,1100.0,ID,2000,Lightning
LONELY CREEK,19456.0,ID,2000,Lightning
HAMILTON CREEK,16770.0,ID,2000,Lightning
JACK CREEK,803.0,ID,2000,Lightning
THRONG,2295.0,ID,2000,Lightning
SPADE 1,1800.0,MT,2000,Lightning
COYOTE,21998.0,MT,2000,Lightning
BEAR,145040.0,MT,2000,Lightning
FALLS,6333.0,MT,2000,Lightning
LITTLE BLUE JOINT,5900.0,MT,2000,Lightning
TAYLOR SPRINGS,21487.0,MT,2000,Lightning
PROSPECT,1450.0,MT,2000,Lightning
SLATE CREEK,2200.0,MT,2000,Lightning
RAZOR,13200.0,MT,2000,Lightning
FAT MAN RIDGE,2700.0,MT,2000,Lightning
MARLIN SPRINGS,6249.0,MT,2000,Lightning
BURKE,7000.0,MT,2000,Lightning
FONTENELLE,14750.0,WY,2000,Lightning
ENOS,6600.0,WY,2000,Lightning
BOULDER,4500.0,WY,2000,Lightning
HALF MOON,915.0,WY,2000,Lightning
BLIND TRAIL,9800.0,WY,2000,Lightning
TOWN,1140.0,CA,2000,Miscellaneous
CABBAGE,1700.0,CA,2000,Campfire
MORSE,5756.0,ID,2000,Lightning
RANKIN CREEK,6710.0,ID,2000,Lightning
LITTLE PISTOL,63760.0,ID,2000,Lightning
NORTON RIDGE,2880.0,ID,2000,Lightning
FENSTER,2862.0,ID,2000,Lightning
BUTTS,26040.0,ID,2000,Lightning
FILLY,7000.0,ID,2000,Lightning
PARKER,1000.0,ID,2000,Lightning
KITCHEN,2334.0,ID,2000,Lightning
PACKER MEADOWS,5500.0,ID,2000,Lightning
APAREJO,24639.0,ID,2000,Lightning
PINE GULCH,3356.0,ID,2000,Lightning
PAPOOSE,2982.0,ID,2000,Lightning
SHORT CREEK II,5700.0,ID,2000,Lightning
CLEAR CREEK,172135.0,ID,2000,Lightning
BOUNDARY ROAD,3000.0,FL,2000,Miscellaneous
CLIFF LAKE,2367.0,FL,2000,Arson
LONG BAY,6679.0,FL,2000,Arson
HALFMOON,740.0,FL,2000,Lightning
COPPER FIRE,880.0,MT,2000,Lightning
COUGAR CREEK,4800.0,MT,2000,Lightning
FALLS FIRE,2100.0,MT,2000,Lightning
MILE POST 244,4096.0,OR,2000,Railroad
LA JARA,3382.0,NM,1999,Arson
YOUNG J,875.0,MT,2000,Lightning
LYDIA MTN.,5895.0,MT,2000,Lightning
CLIFF POINT,6660.0,MT,2000,Lightning
LOOP L.N.F.,635.0,MT,2000,Lightning
STONE HILL,11115.0,MT,2000,Lightning
FAN CREEK,785.0,MT,2000,Lightning
TAYLOR PEAK,1311.0,MT,2000,Lightning
GRAMBAUER FACE,794.0,MT,2000,Lightning
KELSEY CREEK,2768.0,MT,2000,Lightning
UPPER BEAVER,9423.0,MT,2000,Lightning
EAST THUNDER 14,691.0,MT,2000,Lightning
CHIPMUNK,3130.0,MT,2000,Lightning
HELEN CREEK,1645.0,MT,2000,Lightning
TROUT,878.0,NV,2000,Lightning
BUCK SPRINGS,2000.0,NV,2000,Lightning
ARROW,1320.0,AZ,2000,Lightning
NO PABLO,5200.0,MI,2000,Campfire
RATTLESNAKE,806.0,AZ,2000,Lightning
JIM CREEK RANCH,56319.0,OR,2000,Lightning
DEEP CREEK CABIN,32967.0,OR,2000,Lightning
CARROL CREEK,3197.0,OR,2000,Lightning
THORN,4035.0,OR,2000,Lightning
STATELINE,1745.0,OR,2000,Debris Burning
TATER BUTTE,1050.0,CO,2000,Equipment Use
YELLOW BUTTE,786.0,SD,2000,Lightning
CAVE GULCH,30000.0,MT,2000,Arson
UTLEYVILLE,1000.0,CO,2000,Equipment Use
HIGH MEADOWS,10800.0,CO,2000,Smoking
MANTER,75000.0,CA,2000,Miscellaneous
FLAT FIRE,10000.0,MT,2000,Lightning
UPPER NINEMILE,17817.0,MT,2000,Lightning
S. NEMOTE #4,1434.0,MT,2000,Lightning
ALPINE DIVIDE,3713.0,MT,2000,Lightning
SIAMESE LAKE,1350.0,MT,2000,Lightning
MONTURE COMPLEX,23802.0,MT,2000,Lightning
SPREAD RIDGE,3731.0,MT,2000,Lightning
LANDOWNER MNT,5730.0,MT,2000,Lightning
BEAVER CREEK,10800.0,MT,2000,Lightning
JASPER,83508.0,SD,2000,Arson
STORRIE,55261.0,CA,2000,Railroad
MORNING DOVE,11540.0,UT,2000,Lightning
OLDROYD,1329.0,UT,2000,Lightning
SAWLOG,1278.0,NE,2000,Lightning
INDIAN CREEK,671.0,SD,2000,Lightning
TALKINGTON 1,1866.0,ND,2000,Lightning
PASTURE 9 BURN,3208.0,SD,2000,Lightning
POLK TANK,944.0,NM,2000,Miscellaneous
CREE,6518.0,NM,2000,Miscellaneous
SCOTTABLE,16034.0,NM,2000,Miscellaneous
BRUSHY RIDGE,10120.0,NC,2000,Campfire
POWDERHORN,45767.7,NE,2000,Lightning
COW PEN,1620.0,MS,2000,Equipment Use
SNAKE EYES,1005.0,MS,2000,Arson
BEACHBOTTOM,885.0,GA,2000,Arson
BEECH CREEK FIRE,400.0,OK,2001,Debris Burning
HALEY,1469.0,CO,2000,Lightning
COUNTY LINE,1518.0,FL,2001,Arson
LEROUX,500.0,AZ,2001,Campfire
BLACK,1850.0,NM,2001,Lightning
CANYON,566.0,CA,2001,Miscellaneous
DDEMOCRAT,550.0,CA,2001,Miscellaneous
NORTHSTAR,2000.0,AZ,2001,Lightning
KEENER POINT,549.0,KY,2001,Arson
WALTON,474.0,ID,2001,Equipment Use
TWO MILE,1361.0,ID,2001,Lightning
MCLAUGHLIN,2714.0,CA,2001,Lightning
JEANETTE,562.0,ID,2001,Lightning
DOUBLE CREEK,692.0,ID,2001,Lightning
LONE PINE,4213.0,ID,2001,Lightning
BATTLE CREEK,621.0,ID,2001,Lightning
OR-BFZ-2434,625.0,OR,2001,Lightning
TACO,3350.0,ID,2001,Lightning
30 MILE,9324.0,WA,2001,Campfire
LIBBY SOUTH,3830.0,WA,2001,Equipment Use
BAILEY,3107.0,WA,2001,Lightning
WINDY,500.0,WA,2001,Lightning
LONG SWAMP,500.0,WA,2001,Miscellaneous
EGBERT/SNOW WATER,1954.0,NV,2001,Lightning
SMITH CREEK,1592.0,NV,2001,Lightning
MURPHY,7510.0,NV,2001,Lightning
QUINN RIVER,1260.0,NV,2001,Lightning
HIDDEN,464.0,AZ,2001,Campfire
M-9,830.0,CA,2001,Miscellaneous
TROUGH,24970.0,CA,2001,Miscellaneous
ELK CREEK,2710.0,ID,2001,Lightning
STARR,1065.0,NV,2001,Lightning
EARTHQUAKE CREEK,1260.0,ID,2001,Arson
CREEK #2,525.0,AZ,2001,Lightning
JONES,1488.0,CA,2001,Debris Burning
SNOWSHOE,23647.0,ID,2001,Lightning
WILLOW II,506.0,KY,2001,Arson
STEPS II,644.0,KY,2001,Arson
UPPER WILLOW CREEK,41830.0,NV,2001,Equipment Use
BIG,800.0,CA,2001,Miscellaneous
HYAMPOM,1065.0,CA,2001,Arson
GREAT GULF,780.0,KY,2001,Arson
SOUTHWARNER,1700.0,OR,2001,Lightning
FOOLHEN,2638.0,ID,2001,Lightning
WORHTINGTON,661.0,ID,2001,Lightning
HEMLOCK,1074.0,CA,2001,Miscellaneous
CRANE COMPLEX  1169,650.0,OR,2001,Lightning
STREAM,3560.0,CA,2001,Lightning
HORSE CREEK,16459.0,OR,2001,Lightning
GOV. PRAIRIE,750.5,AZ,2001,Miscellaneous
ROCK,1313.0,CA,2001,Lightning
MARTIS,14500.0,CA,2001,Campfire
PINE,7400.0,AZ,2001,Lightning
BELL,2977.0,CA,2001,Lightning
BSFMU31,671.0,CA,2001,Lightning
BLUE,34319.0,CA,2001,Lightning
PANCO OTTER BRANCH,1175.0,KY,2001,Arson
PANCO WOLF BRANCH,569.0,KY,2001,Arson
MERTZ,542.0,KY,2001,Arson
ELISHA FORK,436.0,KY,2001,Arson
INDIAN GRAVE,410.0,KY,2001,Arson
CRANE CREEK,3406.0,KY,2001,Arson
BRANCH,490.0,MO,2001,Arson
ALPINE II,475.0,ID,2001,Lightning
FEALTY GAP,1291.0,KY,2001,Arson
COOL SPRINGS,687.0,KY,2001,Arson
CEASE,2000.0,NM,2001,Lightning
DINWOODY,2432.0,WY,2001,Smoking
ELLS BRANCH,484.0,KY,2001,Arson
SPOT,2983.0,FL,2001,Arson
CABIN CREEK,2084.0,MT,2001,Lightning
JOHNSON,2691.0,OR,2001,Lightning
ROCK,400.0,CA,2001,Debris Burning
MCKENZIE,1100.0,SD,2001,Miscellaneous
STAR,16761.0,CA,2001,Miscellaneous
DRY,850.0,NM,2001,Lightning
RAWS,550.0,NM,2001,Lightning
REX CREEK COMPLEX,55913.0,WA,2001,Lightning
TOMMY CREEK,646.0,WA,2001,Lightning
SWILLUP II,8055.0,CA,2001,Lightning
BIG CREEK,688.0,OR,2001,Lightning
PINATOSA,4500.0,NM,2001,Campfire
HOPPE,550.0,MT,2001,Lightning
FRIDLEY,26873.0,MT,2001,Lightning
LITTLE JOE,860.0,MT,2001,Miscellaneous
MONITOR,420.0,MT,2001,Lightning
MONUMENT,2560.0,MT,2001,Lightning
PURDY CREEK,4950.0,MT,2001,Lightning
GEYSER,485.0,MS,2001,Arson
LOST LAKE,1826.0,MS,2001,Arson
BALDY,2442.0,MS,2001,Miscellaneous
DEVILS DEN,1250.0,NM,2001,Lightning
HIDDEN,550.0,NM,2001,Lightning
CANNON,1794.0,MT,2001,Lightning
BERGSICKER,8649.0,MT,2001,Lightning
MOOSE,71000.0,MT,2001,Lightning
EAR,620.0,MT,2001,Lightning
BIRK,9674.0,MT,2001,Lightning
MONARCH,1684.0,MT,2001,Children
LOST FORK,2338.0,MT,2001,Miscellaneous
BIGGS FLAT,7600.0,MT,2001,Lightning
CRATER,5570.0,CA,2001,Lightning
ELK MOUNTAIN #2,14990.0,WY,2001,Lightning
ROGER'S SHACK,11740.0,SD,2001,Lightning
Y MOUNTAIN,461.0,UT,2001,Miscellaneous
SOUTH HOLLOW,1800.0,UT,2001,Campfire
STABLES,6540.0,CA,2001,Miscellaneous
DOG CREEK,540.0,WA,2001,Lightning
FOURTH OF JULY,6914.0,WA,2001,Lightning
DARK LAKE,2351.8,OR,2001,Lightning
DEEP CREEK,751.0,CO,2001,Lightning
SLEEPY,1370.0,WA,2001,Lightning
MT. LEONA,6144.0,WA,2001,Lightning
BRICEBURG,722.0,CA,2001,Miscellaneous
SHEPART TRAIL,500.0,MS,2001,Miscellaneous
BOULDER,471.0,WY,2001,Debris Burning
FALCON,4019.0,WY,2001,Lightning
GREEN KNOLL,4470.0,WY,2001,Campfire
IRON CREEK,440.0,WY,2001,Lightning
LOST,710.0,VA,2001,Lightning
LARMAN,2943.0,NC,2001,Arson
HANEY,420.0,CO,2001,Debris Burning
PUNCHEON GAP,802.0,GA,2001,Miscellaneous
MAD CREEK,1270.0,CO,2001,Lightning
LEROY,5410.0,WY,2001,Lightning
CANE CREEK,990.0,KY,2002,Arson
SPRING,1268.0,CO,2001,Equipment Use
MONKEY FACE,1922.0,SC,2002,Arson
KENAI LAKE,3260.0,AK,2001,Debris Burning
WHITETAIL,3684.0,NM,2001,Lightning
SPRINGER,874.0,AZ,2002,Arson
BULL,578.0,NM,2002,Lightning
CREEK,550.0,NM,2002,Lightning
EYERLY  0684,23573.0,OR,2002,Lightning
FIVEMILE,376.0,AZ,2002,Arson
MISSIONARY RIDGE,73121.0,CO,2002,Miscellaneous
VALLEY,393.0,CO,2002,Miscellaneous
ANDERSON/DANSKIN,437.0,ID,2002,Debris Burning
CONE,2006.0,CA,2002,Equipment Use
SKUNK,2544.0,OR,2002,Lightning
MILLS,363.0,NM,2002,Equipment Use
NIZHONI,2354.0,UT,2002,Campfire
FERRON MOUNTAIN,500.0,UT,2002,Lightning
NORTH HORN MOUNTAIN,1022.0,UT,2002,Lightning
HAMMOND,3800.0,UT,2002,Lightning
HANG DOG,6000.0,UT,2002,Lightning
FITZ,374.0,ID,2002,Lightning
COTTONWOOD,1523.0,UT,2002,Lightning
DOME,1000.0,AZ,2002,Lightning
BIG WASH,5283.0,UT,2002,Lightning
WATER,676.0,NM,2002,Lightning
ADOBE,510.0,NM,2002,Lightning
CASTLE,3651.0,NM,2002,Lightning
BORREGO,12995.0,NM,2002,Arson
DALTON,804.0,NM,2002,Arson
CROOKED,1624.8,OR,2002,Lightning
ACKER,4114.0,OR,2002,Lightning
GRASSHOPPER SPRING,436.2,OR,2002,Lightning
BOULDER,48079.6,OR,2002,Lightning
BUCKEYE,2212.0,OR,2002,Lightning
ANDERSON,457.2,OR,2002,Lightning
TALLOW,1131.8,OR,2002,Lightning
BIG BEND,10063.4,OR,2002,Lightning
CALF 2,543.0,OR,2002,Lightning
LIMPY,859.0,OR,2002,Lightning
APPLE,17600.0,OR,2002,Miscellaneous
BIG OCEAN,524.0,SC,2002,Arson
WHITE OAK FIRE,585.0,NC,2002,Miscellaneous
SANFORD,42799.0,UT,2002,Miscellaneous
SCRABBLE,1500.0,UT,2002,Lightning
SEQUOIA,8100.0,UT,2002,Lightning
LOST LAKES,5538.0,CO,2002,Lightning
BURN RIDGE,14403.0,CO,2002,Lightning
HINMAN,16852.0,CO,2002,Lightning
GREEN CREEK,4400.0,CO,2002,Lightning
JOHNSON,1844.0,UT,2002,Lightning
KING HILL,654.0,ID,2002,Lightning
CASHE MOUNTIAN  0985,4358.0,OR,2002,Lightning
GONDOLA,673.0,CA,2002,Smoking
747 FIRE     0747,16948.0,OR,2002,Lightning
COLD SPRINGS,597.0,NV,2002,Lightning
BELMONT,639.0,NV,2002,Lightning
KELLY CREEK,3359.0,ID,2002,Miscellaneous
SOUTH CREW,995.0,ID,2002,Lightning
FORKS,1301.0,CA,2002,Debris Burning
MUSTANG,20038.0,UT,2002,Equipment Use
BULLOCK,30600.0,AZ,2002,Miscellaneous
ORACLE HILL,2397.0,AZ,2002,Lightning
DARNELL,5942.0,AZ,2002,Lightning
OVERSITE,2189.0,AZ,2002,Campfire
STANZA,2880.0,CA,2002,Lightning
MARBLEYARD,2935.0,VA,2002,Lightning
CHICKEN,768.0,VA,2002,Lightning
SKILLERN,565.0,VA,2002,Lightning
BIRD HILL,1350.0,ID,2002,Lightning
PROSPECT,928.0,UT,2002,Arson
BUCK HOLLOW,1328.0,UT,2002,Lightning
BMG,600.0,NM,2002,Equipment Use
PINTO RIDGE,345.0,UT,2002,Lightning
FULLER,6400.0,CA,2002,Lightning
PAIUTE,391.0,CA,2002,Miscellaneous
MIDDLE MTN,7858.0,WA,2002,Lightning
QUARTZ CREEK,4286.0,WA,2002,Lightning
KEY CREEK,467.0,ID,2002,Lightning
SWET POINT,512.0,ID,2002,Lightning
PAN,506.0,CA,2002,Lightning
HUFF,2001.0,UT,2002,Equipment Use
HEWLITT GULCH,500.0,CO,2002,Smoking
BIG ELK,4348.0,CO,2002,Equipment Use
CANNON,23020.0,CA,2002,Campfire
ELLSWORTH,4450.0,NV,2002,Lightning
LOST CABIN,4340.0,NV,2002,Lightning
WOLF,21645.0,CA,2002,Miscellaneous
PASS CREEK,13433.0,WY,2002,Lightning
MEYERS,363.0,CA,2002,Arson
LYTLE,554.0,CA,2002,Arson
BEE,430.0,CA,2002,Miscellaneous
RED WAFFLE,5859.0,MT,2002,Miscellaneous
KRAFT SPRINGS,69900.0,MT,2002,Lightning
SHEEP CREEK,2016.0,MT,2002,Lightning
ROCKY,498.0,CA,2002,Miscellaneous
MCNALLY,150696.0,CA,2002,Campfire
DECKARD HOLLOW,709.0,MO,2002,Arson
MERRITT,2653.0,AZ,2002,Miscellaneous
COMMUNITY,855.0,AZ,2002,Miscellaneous
CUB,13525.0,NM,2002,Lightning
SOURGRASS COMPLEX,808.0,CA,2002,Debris Burning
GARDNER,467.0,AZ,2002,Miscellaneous
IDA 2,530.0,AZ,2002,Lightning
ROCK CREEK 2,378.0,CA,2002,Debris Burning
BOBCAT,379.0,CA,2002,Miscellaneous
GRANITE II,352.0,CA,2002,Debris Burning
TRICK,5550.0,AZ,2002,Lightning
RED HILL,715.0,CA,2002,Miscellaneous
CAT,945.0,AZ,2002,Lightning
BOWL,370.0,OR,2002,Miscellaneous
INDIAN,1365.5,AZ,2002,Arson
DIVIDE,2620.0,WY,2002,Lightning
COW CAMP,340.0,WY,2002,Lightning
MULE FIRE,3400.0,WY,2002,Lightning
EAST FORK,14208.0,UT,2002,Campfire
SPRING CREEK,13493.0,CO,2002,Lightning
BIG FISH,17056.0,CO,2002,Lightning
COAL SEAM,12209.0,CO,2002,Miscellaneous
TOWERS,365.0,AZ,2002,Lightning
ROARING,384.0,ID,2002,Lightning
CATHEDRAL ROCK,382.0,ID,2002,Lightning
COLT,935.0,ID,2002,Lightning
LITTLE HORSE,4965.0,ID,2002,Lightning
OR-MAF-105,5692.0,OR,2002,Lightning
OR-MAF-103,24667.0,OR,2002,Lightning
OR-MAF-178,9133.0,OR,2002,Lightning
BLEVINS,2050.0,TN,2000,Arson
HORSEHITCH,1119.0,TN,2000,Arson
GREEN MTN.,2200.0,TN,2001,Arson
BLUFFTON,628.0,TN,2000,Arson
PLUM,1763.0,CA,2002,Debris Burning
HUNTER.,2400.0,CA,2002,Debris Burning
SAMPSON,360.0,TN,2002,Lightning
ROCKY TOP GAP,1025.0,TN,2002,Arson
RYAN,38179.0,AZ,2002,Campfire
ROYBAL,850.0,NM,2002,Miscellaneous
TRAMPAS,5800.0,NM,2002,Lightning
BISCUIT,499945.0,OR,2002,Lightning
BATTLE CREEK,12443.0,SD,2002,Miscellaneous
LAKES,4026.0,NM,2002,Campfire
GRIZZLY,5832.2,OR,2002,Lightning
TOOLBOX,54800.0,OR,2002,Lightning
SILVER,24565.0,OR,2002,Lightning
HENSEL,14855.0,WY,2002,Lightning
KEELINE,466.0,WY,2002,Lightning
BEAR MOUNTAIN SOUTH,507.0,WY,2002,Lightning
CHILSON CREEK,400.0,OR,2002,Campfire
47,1409.0,CO,2002,Lightning
BUCKTAIL,2244.0,CO,2002,Lightning
WEST BEAVER,638.0,CO,2002,Lightning
STEUBEN,585.0,CO,2002,Lightning
ROBERTS,441.0,MS,2002,Miscellaneous
WINTER,33894.0,OR,2002,Lightning
SNAKING,2312.0,CO,2002,Smoking
SCHOONOVER,4085.0,CO,2002,Lightning
HAYMAN,137760.0,CO,2002,Miscellaneous
LOUISIANA,6559.0,CA,2002,Equipment Use
BOUQUET,5200.0,CA,2002,Miscellaneous
LEONA,5124.0,CA,2002,Arson
WILLIAMS,37240.0,CA,2002,Arson
ASH,564.0,AZ,2003,Equipment Use
ANDY,1100.0,ID,2003,Lightning
ANDRIX#3,670.0,CO,2002,Miscellaneous
KIRKWELL,1350.0,CO,2002,Lightning
MILLION,9294.0,CO,2002,Miscellaneous
HALL,1887.0,ID,2003,Miscellaneous
DEXTER,2515.0,CA,2003,Lightning
CHERRY CREEK,4000.0,MT,2003,Lightning
SKELETON FIRE,4300.0,AZ,2003,Lightning
GOAT,1800.0,NM,2003,Lightning
DIVIDE,3570.0,NM,2003,Lightning
