STATE,FIRE_YEAR,AVERAGE_FIRE_SIZE,average_days_to_control,average_hours_to_control,TOTAL_FIRE_SIZE,total_days_to_control,total_hours_to_control
IA,2010,12.085135678391955,0.005025125628140704,6.906666666666666,2404.941999999999,1.0,41.44
IA,2011,16.99642938496584,0.004555808656036446,5.497142857142857,7461.4325000000035,2.0,76.96000000000001
IA,2012,8.700897379912668,0.015283842794759825,1.243125,3985.011000000002,7.0,19.89
IA,2013,9.947818930041153,0.0,2.9375,2417.32,0.0,23.5
IA,2014,19.379143646408842,0.0,2.1149999999999998,10522.875000000002,0.0,25.38
IA,2015,26.913497292069632,0.009708737864077669,6.696785714285714,13914.2781,5.0,187.51
ID,1992,311.91749430523396,3.0347776510832385,77.99503995433795,684658.8999999885,5323.0,136647.31000000008
ID,1993,11.430085959885469,1.3353293413173652,36.98424849699401,7978.200000000057,669.0,18455.140000000014
ID,1994,218.53405275778792,2.510891089108911,65.63598415841587,729029.5999999805,6340.0,165730.86000000004
ID,1995,187.4956734124195,2.2124789207419897,58.13628161888702,268681.29999999714,2624.0,68949.63
ID,1996,454.2350050658536,2.6590636254501803,69.03720650210707,896659.899999995,4430.0,114670.79999999984
ID,1997,37.96672566371656,2.9545454545454546,76.45528301886792,42902.39999999971,2665.0,68886.20999999999
ID,1998,86.0633105802056,3.376933895921238,86.33161267605628,151299.30000000144,4802.0,122590.88999999991
ID,1999,217.21598121085253,4.815394651011089,120.60286740692398,416185.81999999343,7382.0,184642.9900000006
ID,2000,772.3193138936621,6.958304853041695,171.91030821917792,1350786.4800000149,10180.0,250989.04999999976
ID,2001,114.55830065359571,1.8795093795093796,49.9102166064981,192801.62000000157,2605.0,69125.64999999988
ID,2002,57.055691594970966,2.9836321122369447,76.12051522248242,86211.15000000113,3828.0,97510.37999999999
ID,2003,202.8383886541914,8.552142857142858,209.95020743919906,336103.20999999513,11973.0,293510.3900000003
ID,2004,16.715114235500664,2.9695652173913043,76.18023965141609,19021.799999999756,2732.0,69933.45999999996
ID,2005,567.2259440559429,8.765698219306467,214.78129334582943,648906.4799999987,9353.0,229171.63999999998
ID,2006,482.4080884533866,7.258620689655173,165.30597862391426,910786.4709999938,10946.0,247463.04999999964
ID,2007,1374.862328508511,8.39247311827957,206.05078341013817,2184656.240000024,10927.0,268278.1199999999
ID,2008,177.67784989858143,5.308974358974359,131.81500000000003,175190.3600000013,4141.0,102815.70000000001
ID,2009,19.956519198664218,5.7936507936507935,151.86227475468343,23907.909999999734,6935.0,170237.61000000013
ID,2010,559.8853565217388,6.616016427104722,162.22073921971244,643868.1599999997,6444.0,158002.9999999999
ID,2011,310.5834977238229,3.7807692307692307,68.16994137353427,409349.0499999986,4915.0,81394.90999999992
ID,2012,1492.9406139613236,5.823628691983123,144.68696686491057,1775106.3900000139,6901.0,170296.55999999974
ID,2013,472.7493614303909,4.3996913580246915,109.44278764478767,740325.4999999921,5702.0,141728.41000000003
ID,2014,163.6975884773666,4.167360532889259,107.62642669007897,198892.5700000004,5005.0,122586.49999999994
ID,2015,619.4409631949836,4.915477497255763,122.70854117647065,791026.109999994,4478.0,104302.26000000005
IL,1992,13.077777777777776,0.125,6.621874999999999,235.39999999999998,2.0,105.94999999999999
IL,1993,5.960000000000001,5.8,143.366,29.800000000000004,29.0,716.83
IL,1994,14.21111111111111,0.12,5.968399999999999,383.7,3.0,149.20999999999998
IL,1995,21.131914893617026,0.3617021276595745,12.264680851063826,993.2000000000002,17.0,576.4399999999998
IL,1996,7.133333333333334,0.1,4.537999999999999,149.8,2.0,90.75999999999999
IL,1997,1.3699999999999999,0.0,1.181111111111111,13.7,0.0,10.629999999999999
IL,1998,7.513636363636363,0.0,2.1344444444444446,165.29999999999998,0.0,38.42
IL,1999,9.381132075471697,0.1111111111111111,5.247111111111113,497.19999999999993,5.0,236.12000000000006
IL,2000,20.593103448275862,0.896551724137931,25.723703703703702,597.2,26.0,694.54
IL,2001,11.802222222222225,0.4117647058823529,12.901470588235291,531.1000000000001,14.0,438.6499999999999
IL,2002,2.344186046511627,0.16666666666666666,4.635862068965517,100.79999999999997,5.0,134.44
IL,2003,33.26979166666667,0.23076923076923078,11.01076923076923,1596.95,3.0,143.14
IL,2004,9.950113636363639,0.05555555555555555,2.609714285714286,875.6100000000002,2.0,91.34
IL,2005,15.815322580645164,0.32142857142857145,10.248571428571427,980.5500000000002,9.0,286.96
IL,2006,8.035294117647059,0.08695652173913043,3.4930434782608697,273.2,2.0,80.34
IL,2007,8.392929292929294,0.21212121212121213,7.193333333333333,830.9000000000001,7.0,237.38
IL,2008,4.771015228426401,0.010256410256410256,1.036408450704225,939.8900000000009,2.0,147.16999999999996
IL,2009,9.404610951008634,0.13043478260869565,4.82717391304348,3263.3999999999955,6.0,222.05000000000007
IL,2010,5.771128318584056,0.11185682326621924,3.2431540342298284,2608.5499999999934,50.0,1326.4499999999998
IL,2011,16.34948529411765,0.06716417910447761,3.1234375000000014,2223.53,9.0,399.8000000000002
IL,2012,8.120658682634733,1.5460122699386503,42.59040540540543,1356.1500000000005,252.0,6303.380000000003
IL,2013,3.3640909090909092,1.1951219512195121,31.459749999999996,148.02,49.0,1258.3899999999999
IL,2014,10.669889867841407,0.017777777777777778,1.8477319587628873,2422.0649999999996,4.0,358.46000000000015
IL,2015,15.014150943396222,0.33980582524271846,10.16278350515464,1591.4999999999995,35.0,985.7900000000001
IN,1992,2.6031578947368397,0.02197802197802198,1.9025555555555558,247.29999999999978,2.0,171.23000000000002
IN,1993,8.291071428571437,0.08695652173913043,3.8573913043478267,464.30000000000047,4.0,177.44000000000003
IN,1994,6.798823529411775,0.06097560975609756,3.276829268292683,577.9000000000009,5.0,268.7
IN,1995,8.726732673267334,0.02,2.3817000000000013,881.4000000000008,2.0,238.17000000000013
IN,1996,5.625000000000012,0.022727272727272728,1.805227272727272,495.0000000000011,2.0,158.85999999999993
IN,1997,2.305555555555553,0.027777777777777776,1.651944444444444,82.99999999999991,1.0,59.469999999999985
IN,1998,3.070175438596488,0.08928571428571429,4.15851851851852,174.9999999999998,5.0,224.56000000000006
IN,1999,5.060927152317889,0.06,3.1017333333333337,764.2000000000013,9.0,465.26000000000005
IN,2000,7.694565217391309,0.05434782608695652,2.9458241758241757,707.9000000000004,5.0,268.07
IN,2001,8.34,0.11904761904761904,4.544126984126984,1167.6,15.0,572.56
IN,2002,6.229268292682932,0.056338028169014086,2.7392957746478883,766.2000000000007,4.0,194.49000000000007
IN,2003,9.187096774193531,0.08333333333333333,3.450666666666667,1423.9999999999973,5.0,207.04000000000002
IN,2004,4.071036269430058,0.06349206349206349,2.81984126984127,785.7100000000012,4.0,177.65
IN,2005,3.326589595375731,0.0,1.6531884057971018,575.5000000000015,0.0,114.07000000000002
IN,2006,11.480813953488369,0.17857142857142858,6.396428571428572,987.3499999999997,5.0,179.10000000000002
IN,2007,16.606377952755903,0.17073170731707318,6.527500000000001,2109.0099999999998,7.0,261.1
IN,2008,2.140298507462686,0.0,1.4474999999999998,143.39999999999998,0.0,23.159999999999997
IN,2009,2.4244444444444424,0.022222222222222223,1.7613333333333339,109.09999999999991,1.0,79.26000000000002
IN,2010,21.508219178082186,0.2777777777777778,8.8975,1570.0999999999997,20.0,640.62
IN,2011,26.903846153846153,0.19230769230769232,6.954999999999999,699.5,5.0,180.82999999999998
IN,2012,18.28421052631579,0.22807017543859648,7.894883720930233,1042.2,13.0,339.48
IN,2013,37.06,0.1,2.8105263157894727,741.2,2.0,53.399999999999984
IN,2014,3.6727777777777764,0.08333333333333333,4.114722222222223,132.21999999999994,3.0,148.13000000000002
IN,2015,42.112500000000004,0.2857142857142857,9.764285714285714,673.8000000000001,4.0,136.7
KS,1992,15.724999999999998,0.0,1.3559999999999999,251.59999999999997,0.0,13.559999999999999
KS,1993,129.2357142857143,0.0,1.5416666666666667,1809.3,0.0,9.25
KS,1994,1797.0234042553193,0.037037037037037035,3.043461538461538,84460.1,1.0,79.13
KS,1995,151.26333333333332,0.0,1.1315,4537.9,0.0,22.63
KS,1996,4919.013333333333,0.0625,5.104375000000001,147570.4,1.0,81.67000000000002
KS,1997,518.6545454545455,0.0,0.9292857142857143,11410.400000000001,0.0,13.01
KS,1998,167.97096774193548,0.3,10.9255,5207.1,6.0,218.51
KS,1999,181.4333333333333,0.11764705882352941,6.323529411764706,6531.599999999999,2.0,107.5
KS,2000,192.07916666666665,0.07692307692307693,3.67948717948718,9219.8,3.0,143.50000000000003
KS,2001,38.58405797101449,1.0,25.677073170731706,2662.2999999999997,41.0,1052.76
KS,2002,512.0625,0.5,15.9455,65544.0,20.0,637.8199999999999
KS,2003,71.09911504424777,0.32142857142857145,10.721785714285714,8034.199999999998,9.0,300.21
KS,2004,22.10131578947369,0.16666666666666666,6.783333333333332,1679.7000000000005,2.0,81.39999999999999
KS,2005,130.98571428571432,0.2711864406779661,9.182881355932203,22922.500000000007,16.0,541.79
KS,2006,227.50114942528742,0.6808510638297872,20.166483516483517,79170.40000000002,64.0,1835.15
KS,2007,85.39137755102038,0.41379310344827586,12.587719298245615,16736.709999999995,24.0,717.5
KS,2008,789.8744680851064,0.21052631578947367,8.251964285714287,74248.2,12.0,462.11000000000007
KS,2009,548.8056338028168,2.0142857142857142,10.815072463768114,38965.2,141.0,746.2399999999999
KS,2010,627.72025,0.475,14.250250000000003,25108.809999999998,19.0,570.0100000000001
KS,2011,1635.8948214285713,0.7454545454545455,21.70309090909091,91610.10999999999,41.0,1193.67
KS,2012,785.3442465753425,6.596774193548387,288.2960606060607,57330.13,409.0,9513.770000000002
KS,2013,490.5,1.2857142857142858,34.392857142857146,6867.0,18.0,481.50000000000006
KS,2014,619.0813559322035,4.666666666666667,113.99566666666666,36525.8,140.0,3419.87
KS,2015,21.099123662305747,0.016874041247656384,1.1836976354496405,124210.54099999393,99.0,6357.6400000000185
KY,1992,12.336734693877549,0.7959183673469388,23.86836734693878,604.4999999999999,39.0,1169.5500000000002
KY,1993,10.408641975308642,0.5185185185185185,16.924567901234568,843.1,42.0,1370.8899999999999
KY,1994,26.183146067415727,1.9157303370786516,50.499325842696635,4660.599999999999,341.0,8988.880000000001
KY,1995,32.57555555555556,1.7262569832402235,46.149385474860324,5863.6,309.0,8260.739999999998
KY,1996,15.525000000000002,0.6111111111111112,18.895416666666666,1117.8000000000002,44.0,1360.47
KY,1997,17.204,0.8974358974358975,24.945641025641027,11612.7,35.0,972.88
KY,1998,26.08808777429467,1.4166666666666667,37.22593749999999,24966.3,136.0,3573.6899999999996
KY,1999,66.86205428419372,2.0416666666666665,53.40305555555555,125633.8,441.0,11535.059999999998
KY,2000,85.83528670447387,1.853846153846154,49.20776923076923,136220.60000000003,241.0,6397.01
KY,2001,84.99728287239213,2.9423076923076925,75.17897435897434,175179.4000000002,459.0,11727.919999999998
KY,2002,24.62609523809524,0.14736842105263157,3.7850334928229667,25857.4,154.0,3955.36
KY,2003,20.76234309623429,0.8529411764705882,25.346176470588237,19848.79999999998,29.0,861.7700000000001
KY,2004,18.3461631663974,1.0163934426229508,27.606065573770493,22712.54999999998,62.0,1683.97
KY,2005,31.960891845979564,0.8695652173913043,25.012065217391307,56442.93499999991,80.0,2301.11
KY,2006,28.467261146496778,1.0105263157894737,28.71336842105263,53632.31999999993,96.0,2727.7699999999995
KY,2007,31.53013935607881,0.39500240269101394,9.564884504331086,65614.22,822.0,19875.829999999998
KY,2008,24.897728726807422,0.30518234165067176,7.616705054382598,38915.15,477.0,11904.91
KY,2009,30.651804087385486,0.3093727977448908,7.610049330514445,43494.91,439.0,10798.659999999998
KY,2010,31.47383690538421,0.18890633176347463,4.730753532182102,60209.45,361.0,9040.469999999998
KY,2011,23.13394379844961,0.06019417475728155,4.661877172653532,23874.23,62.0,4023.1999999999985
KY,2012,25.835732383214513,1.280701754385965,35.92899497487438,32630.52999999993,511.0,14299.740000000003
KY,2013,22.920259222332998,0.3862487360970677,12.046612903225812,22989.019999999997,382.0,10456.460000000005
KY,2014,29.244017977869984,1.285097192224622,36.929600886917946,42286.849996,595.0,16655.249999999993
KY,2015,26.031772486772482,0.3870094722598105,13.20152682255847,19680.019999999997,286.0,9597.510000000007
LA,1992,288.84022988505745,0.125,5.04921875,25129.1,8.0,323.15
LA,1993,63.518110236220465,0.09411764705882353,4.693411764705882,8066.799999999999,8.0,398.94
LA,1994,22.70810810810811,0.2,7.056941176470588,2520.6000000000004,17.0,599.8399999999999
LA,1995,52.3589928057554,0.15254237288135594,6.488305084745762,7277.900000000001,18.0,765.6199999999999
LA,1996,52.5738853503185,0.10852713178294573,5.220310077519382,8254.100000000004,14.0,673.4200000000002
LA,1997,15.906686260102775,0.36923076923076925,12.086875000000001,21648.999999999876,24.0,773.5600000000001
LA,1998,14.947963206307378,0.23809523809523808,8.387738095238095,34126.19999999974,20.0,704.5699999999999
LA,1999,13.49461979913901,0.17272727272727273,7.098272727272728,37622.999999999556,19.0,780.8100000000001
LA,2000,21.518540387340817,0.8238341968911918,22.745284974093266,91109.50000000102,159.0,4389.84
LA,2001,27.230635245901414,0.19148936170212766,7.076170212765957,26577.09999999978,9.0,332.58
LA,2002,16.667994598244363,0.04838709677419355,5.025901639344262,24685.2999999999,3.0,306.58
LA,2003,184.67872340425527,1.075268817204301,29.28397849462366,17359.799999999996,100.0,2723.4100000000003
LA,2004,193.77564102564105,5.705128205128205,141.22448717948717,15114.500000000002,445.0,11015.51
LA,2005,19.617346926713946,0.738255033557047,21.48993288590604,66385.102,110.0,3202.0
LA,2006,13.40913446183328,0.6271186440677966,18.177203389830506,41984.0,74.0,2144.91
LA,2007,12.253968253968257,2.935483870967742,72.67854838709677,772.0000000000001,182.0,4506.07
LA,2008,16.913440417246164,0.5909090909090909,16.84806818181818,24321.527319999983,52.0,1482.63
LA,2009,22.90034056874186,1.5081967213114753,39.205245901639344,35312.32515699995,92.0,2391.52
LA,2010,18.078958205870176,0.6274509803921569,17.825228758169935,43732.99989999996,96.0,2727.26
LA,2011,174.37285714285713,0.7641509433962265,22.71665,37838.909999999996,162.0,4543.33
LA,2012,11.994549600912206,0.37333333333333335,8.229615384615384,10519.220000000005,28.0,427.94
LA,2013,21.167004837209298,0.37254901960784315,11.922156862745098,22754.530199999994,19.0,608.03
LA,2014,42.90267659817358,1.105263157894737,29.551929824561405,37582.744700000054,63.0,1684.46
LA,2015,18.90944530232558,0.02966507177033493,2.244609704641352,20327.6537,31.0,2127.8900000000017
MA,1992,0.7714285714285715,0.0,1.0728571428571427,5.4,0.0,7.51
MA,1993,0.375,0.0,0.48250000000000004,1.5,0.0,1.9300000000000002
MA,1994,0.1,0.0,2.0,0.1,0.0,2.0
MA,1995,0.58,0.0,0.8039999999999999,8.7,0.0,12.059999999999999
MA,1996,0.55,0.3333333333333333,16.22,2.2,1.0,48.66
MA,1997,0.49090909090909085,0.0,0.6481818181818182,5.3999999999999995,0.0,7.13
MA,1998,3.0,0.0,4.58,3.0,0.0,4.58
MA,1999,0.21428571428571427,0.0,1.6842857142857142,1.5,0.0,11.79
MA,2000,1.9333333333333333,0.0,3.143333333333333,5.8,0.0,9.43
MA,2001,15.841176470588236,0.2,6.098000000000001,269.3,1.0,30.490000000000002
MA,2002,4.453043478260869,3.0,76.75,512.0999999999999,6.0,153.5
MA,2003,5.24,0.0,2.7199999999999998,393.0,0.0,13.6
MA,2004,2.8666666666666667,0.16666666666666666,6.138333333333333,197.8,1.0,36.83
MA,2005,27.69,0.5,12.8325,830.7,2.0,51.33
MA,2006,0.7483870967741939,0.0,4.8566666666666665,23.20000000000001,0.0,14.57
MA,2007,6.041176470588235,0.0,1.39,205.4,0.0,4.17
MA,2008,70.70833333333333,3.0,75.9375,848.5,12.0,303.75
MA,2009,1.0,0.0,0.58,1.0,0.0,0.58
MA,2010,107.39999999999999,1.3333333333333333,33.660000000000004,322.2,4.0,100.98
MA,2012,0.5800000000000001,0.0,3.5,2.9000000000000004,0.0,10.5
MA,2013,3.5200000000000005,0.0,1.284,17.6,0.0,6.42
MA,2014,62.199999999999996,0.0,2.585,373.2,0.0,5.17
MA,2015,0.9650829493087535,0.012529002320185615,2.2947807017543855,2094.229999999995,27.0,523.2099999999999
MD,1992,96.69166666666666,0.0,1.5966666666666667,1160.3,0.0,19.16
MD,1993,152.0818181818182,0.0,1.760909090909091,1672.9,0.0,19.37
MD,1994,49.181250000000006,0.125,5.8125,786.9000000000001,2.0,93.0
MD,1995,40.762499999999996,0.09375,4.736250000000002,1304.3999999999999,3.0,151.56000000000006
MD,1996,18.358823529411765,0.0,1.423125,312.1,0.0,22.77
MD,1997,9.56315789473684,0.2222222222222222,7.0633333333333335,181.69999999999996,4.0,127.14
MD,1998,32.0,0.2,8.472666666666667,544.0,3.0,127.09
MD,1999,47.81470588235292,0.11538461538461539,5.716153846153846,1625.6999999999991,3.0,148.62
MD,2000,14.978571428571428,0.0,2.9076923076923076,209.7,0.0,37.8
MD,2001,267.2318181818182,0.06666666666666667,3.1719999999999997,5879.1,1.0,47.58
MD,2002,127.57857142857142,0.1111111111111111,5.472222222222222,1786.1,1.0,49.25
MD,2003,274.62,0.0,7.25,1373.1,0.0,29.0
MD,2004,301.83333333333337,0.17647058823529413,6.588235294117647,6338.500000000001,3.0,112.0
MD,2005,9.673621103117467,0.058823529411764705,3.8970588235294117,4033.899999999984,1.0,66.25
MD,2006,9.516016713092057,0.15,5.6907499999999995,6832.500000000097,6.0,227.63
MD,2007,12.232107023411519,1.4,37.275,7314.800000000088,42.0,1118.25
MD,2008,5.271886792452793,0.0,3.8958333333333335,2794.09999999998,0.0,46.75
MD,2009,17.65095785440626,0.45454545454545453,13.12090909090909,4606.900000000034,5.0,144.32999999999998
MD,2010,21.31309523809523,0.6666666666666666,17.05,3580.5999999999985,10.0,255.75
MD,2011,77.04796992481211,2.40625,60.90365079365078,10247.38000000001,308.0,7673.859999999999
MD,2012,8.833742331288343,0.03614457831325301,2.587466666666666,1439.8999999999999,3.0,194.05999999999995
MD,2013,3.384645669291342,0.136,4.4381415929203545,429.8500000000004,17.0,501.51000000000005
MD,2014,14.480487804878035,0.041666666666666664,1.8471962616822428,1781.0999999999983,5.0,197.64999999999998
MD,2015,6.960000000000004,0.053691275167785234,2.37203007518797,1044.0000000000007,8.0,315.48
ME,1992,7.200163666121137,0.0845771144278607,3.2224792013311134,4399.300000000015,51.0,1936.7099999999991
ME,1993,2.102901785714277,0.42572741194486985,11.601723602484478,1413.149999999994,278.0,7471.510000000004
ME,1994,3.720314232902016,0.30185185185185187,4.090999999999999,2012.6899999999907,163.0,40.91
ME,1995,1.1807684319833855,0.10334029227557412,5.838214285714285,1137.0800000000004,99.0,163.46999999999997
ME,1996,1.28047619047619,0.031746031746031744,1.0333333333333334,403.34999999999985,10.0,3.1
ME,1997,1.5329401709401782,0.01733102253032929,1.2885714285714285,896.7700000000043,10.0,18.04
ME,1998,2.6686551724137777,0.008787346221441126,3.9870000000000005,1547.819999999991,5.0,39.870000000000005
ME,1999,1.5583994126284928,0.019174041297935103,5.3075,1061.2700000000036,13.0,42.46
ME,2000,1.2889595375722582,0.0469208211143695,2.55,445.9800000000013,16.0,12.75
ME,2001,2.329740394600185,0.1826722338204593,22.21666666666667,2243.539999999978,175.0,466.55
ME,2002,1.1807981927710909,0.455521472392638,3.7199999999999998,784.0500000000043,297.0,37.199999999999996
ME,2003,1.3756410256410305,0.3333333333333333,10.57,858.400000000003,1.0,31.71
ME,2004,1.7210064239828737,0.0962800875273523,10.879999999999999,803.7100000000021,44.0,54.4
ME,2005,1.5354661016949211,0.0,0.6533333333333333,724.7400000000027,0.0,3.92
ME,2006,2.955617977528072,0.08045977011494253,8.418013029315965,1841.3499999999888,49.0,2584.3300000000013
ME,2007,1.0327027027027054,0.6666666666666666,19.158333333333335,496.73000000000127,4.0,114.95
ME,2008,1.1794635193133085,0.6036036036036037,31.783405172413783,549.6300000000018,268.0,7373.749999999997
ME,2009,0.9829813664596275,0.0,1.01,474.7800000000001,0.0,2.02
ME,2010,0.5877029702970297,0.3333333333333333,10.555,296.78999999999996,2.0,63.33
ME,2011,0.459424657534245,0.09090909090909091,3.517611111111113,167.68999999999943,33.0,1266.3400000000006
ME,2012,0.8390178571428583,0.023214285714285715,1.5551444043321294,469.85000000000065,13.0,861.5499999999997
ME,2013,1.6153603603603628,0.01583710407239819,1.1634474327628361,717.220000000001,7.0,475.84999999999997
ME,2014,0.6575675675675664,0.02702702702702703,1.4871947194719488,218.9699999999996,9.0,450.62000000000046
ME,2015,1.4551231527093615,0.04477611940298507,2.371943734015345,590.7800000000008,18.0,927.4299999999998
MI,1992,4.865472312703564,0.9576547231270358,26.676978653530373,2987.3999999999883,588.0,16246.279999999997
MI,1993,3.8473282442748116,0.5961538461538461,17.592615384615385,1008.0000000000007,155.0,4574.08
MI,1994,10.410248447204966,0.7663551401869159,21.42970266040689,6704.199999999998,492.0,13693.580000000002
MI,1995,7.770813397129184,1.0320512820512822,28.267669902912612,4872.299999999998,644.0,17469.419999999995
MI,1996,7.5691709844559485,0.8403141361256544,23.53084656084656,2921.699999999996,321.0,8894.66
MI,1997,4.678813559322037,0.05128205128205128,3.189230769230768,552.1000000000004,6.0,373.1399999999999
MI,1998,23.28823529411764,0.25443786982248523,8.100238095238094,3958.999999999999,43.0,1360.84
MI,1999,66.874,0.2602739726027397,6.168888888888887,10031.099999999999,38.0,888.3199999999997
MI,2000,52.268695652173946,0.12389380530973451,4.33330357142857,6010.900000000004,14.0,485.32999999999987
MI,2001,3.4510589622641525,0.0971563981042654,2.645795724465558,1463.2490000000007,41.0,1113.8799999999999
MI,2002,3.1409090909090946,0.6547231270358306,16.168071895424838,967.4000000000011,201.0,4947.43
MI,2003,9.42007866666668,1.6413793103448275,41.97048951048952,7065.059000000009,238.0,6001.780000000002
MI,2004,5.878222698072793,0.13186813186813187,5.342417582417582,2745.1299999999947,12.0,486.15999999999997
MI,2005,7.04806864274571,0.8582089552238806,22.436541353383447,4517.812,115.0,2984.0599999999986
MI,2006,14.665112359550616,0.05451127819548872,6.940948905109488,7831.170000000029,29.0,950.9099999999999
MI,2007,44.75814728682145,0.123046875,14.186910569105692,23095.203999999867,63.0,1744.99
MI,2008,5.884954954954943,0.016129032258064516,1.826693548387097,2612.9199999999946,2.0,226.51000000000002
MI,2009,6.603765432098754,0.19879518072289157,6.4842424242424235,3209.4299999999944,33.0,1069.8999999999999
MI,2010,20.635976027397327,0.21524663677130046,6.985336322869956,12051.410000000038,48.0,1557.7300000000002
MI,2011,5.930355987055014,0.14705882352941177,5.45705882352941,1832.4799999999993,45.0,1669.8599999999994
MI,2012,39.84063291139233,0.26019690576652604,7.688236130867706,28326.68999999995,185.0,5404.829999999997
MI,2013,2.147736263736267,0.2945054945054945,8.772290748898667,977.2200000000015,134.0,3982.6199999999953
MI,2014,2.5457196969696985,0.3371212121212121,15.161746031746027,672.0700000000004,89.0,1910.3799999999994
MI,2015,7.2953919694072615,0.16085271317829458,9.496936416184973,3815.489999999998,83.0,1642.9700000000003
MN,1992,18.630944444444314,0.05592105263157895,3.074158415841586,30182.12999999979,17.0,931.4700000000005
MN,1993,14.00418928833451,0.04504504504504504,2.897657657657657,19087.709999999937,5.0,321.63999999999993
MN,1994,19.511722689075434,0.04918032786885246,2.420512295081967,37150.31999999963,24.0,1181.2099999999998
MN,1995,26.613119584055315,0.5085910652920962,13.678969072164945,46067.30999999975,296.0,7961.159999999998
MN,1996,16.914349315068335,0.148068669527897,5.0968025751072945,29633.939999999726,69.0,2375.109999999999
MN,1997,8.191748417721481,0.13333333333333333,4.3328299319727925,20708.739999999903,98.0,3184.6300000000024
MN,1998,19.86242926839116,0.3918269230769231,10.599927884615393,49139.65000999973,326.0,8819.140000000007
MN,1999,15.550809275910893,0.08868894601542417,3.3778920308483302,32858.85999999972,69.0,2628.000000000001
MN,2000,26.290448498669523,0.05377720870678617,2.4946350832266297,69170.16999999952,42.0,1948.309999999998
MN,2001,17.43505651846247,0.18981481481481483,5.977152777777775,23136.319999999698,82.0,2582.1299999999987
MN,2002,31.563408533594597,0.23529411764705882,6.707132352941176,64357.78999999938,224.0,6385.19
MN,2003,47.54768577494786,0.07208872458410351,2.9250462107208888,156764.7200000031,78.0,3164.9000000000015
MN,2004,22.949698340874683,0.18592964824120603,5.708927973199331,45646.94999999974,111.0,3408.2300000000005
MN,2005,12.995237268518451,0.20967741935483872,6.204867647058828,22455.769999999884,143.0,4219.310000000003
MN,2006,28.88149581172696,0.6981818181818182,18.3106181818182,72405.9099999995,576.0,15106.260000000015
MN,2007,92.00031337437235,0.26405451448040884,7.917955706984671,164404.5600000034,155.0,4647.840000000002
MN,2008,18.194866952789557,0.2619589977220957,7.5951936218678755,21197.019999999833,115.0,3334.2899999999972
MN,2009,9.501954582319609,0.0630841121495327,2.666308411214954,11715.910000000078,27.0,1141.1800000000003
MN,2010,17.195344578313,0.16602809706257982,5.241443167305234,35680.33999999948,130.0,4104.049999999998
MN,2011,112.60459919028476,0.27591836734693875,7.967999999999985,139066.68000000168,338.0,9760.799999999981
MN,2012,28.279320261437753,0.18481123792800702,5.493017399267387,64901.039999999644,421.0,11996.749999999975
MN,2013,19.378507067137768,0.10502692998204669,3.51941509433962,21936.469999999954,117.0,3730.579999999997
MN,2014,3.9608747514910334,0.09471585244267199,2.108138572905891,3984.6399999999794,95.0,2038.5699999999965
MN,2015,15.752159956474324,0.2287117903930131,2.903847900113509,28952.46999999981,419.0,5116.580000000003
MO,1992,17.09285714285714,0.10062893081761007,6.486792452830191,28716.0,16.0,1031.4000000000003
MO,1993,16.53506063947078,0.008849557522123894,2.6066371681415936,14997.3,1.0,294.55000000000007
MO,1994,22.557187305538267,0.20095693779904306,7.745311004784692,36249.399999999994,42.0,1618.7700000000007
MO,1995,24.36718446601942,0.10778443113772455,5.97754491017964,50196.40000000001,36.0,1996.4999999999998
MO,1996,19.27381489841987,0.13186813186813187,6.925359116022097,8538.300000000003,24.0,1253.4899999999996
MO,1997,18.2189497716895,0.07377049180327869,5.3994262295081965,23939.7,9.0,658.73
MO,1998,21.07831094049904,0.11864406779661017,6.837570621468924,10981.8,21.0,1210.2499999999995
MO,1999,29.484136212624588,0.09411764705882353,5.706313725490198,35498.9,24.0,1455.1100000000006
MO,2000,25.608172362555724,0.1702127659574468,8.41494680851064,17234.300000000003,32.0,1582.0100000000002
MO,2001,19.32024886877828,0.2768595041322314,9.735950413223144,17079.1,67.0,2356.100000000001
MO,2002,30.64880597014925,0.16521739130434782,7.419652173913045,20534.699999999997,19.0,853.2600000000002
MO,2003,9.635352941176453,0.11920529801324503,6.179337748344371,3276.019999999994,18.0,933.08
MO,2004,26.767068403908837,0.13612565445026178,7.031413612565446,8217.490000000013,26.0,1343.0000000000002
MO,2005,44.040702179176776,0.22594142259414227,9.913319327731088,18188.81000000001,54.0,2359.369999999999
MO,2006,54.97547511312223,0.45701357466063347,15.32534246575342,24299.160000000025,101.0,3356.249999999999
MO,2007,27.239866156787887,0.7365269461077845,22.13281437125749,14246.450000000064,123.0,3696.1800000000003
MO,2008,43.630588235294105,0.32857142857142857,12.134428571428572,5933.759999999998,23.0,849.4100000000001
MO,2009,75.29238493723851,0.19574468085106383,8.865965665236054,17994.880000000005,46.0,2065.7700000000004
MO,2010,73.83418367346941,0.21428571428571427,9.431887755102043,14471.500000000004,42.0,1848.6500000000003
MO,2011,43.03317567567567,0.12567567567567567,4.506099585062231,31844.549999999996,93.0,3257.9099999999935
MO,2012,84.71719457013577,0.5844748858447488,18.6859633027523,18722.500000000007,128.0,4073.540000000001
MO,2013,9.407215496368037,0.09443099273607748,3.5530591259640083,3885.1799999999994,39.0,1382.1399999999992
MO,2014,17.950279776179062,0.15667466027178256,5.134077922077931,22455.800000000007,196.0,5929.86000000001
