STATE,FIRE_YEAR,average_days_to_control,total_days_to_control
NM,2012,1.9939810834049871,2319.0
NM,2013,2.6050185873605947,2803.0
NM,2014,1.8547105561861519,1634.0
NM,2015,1.6023564064801181,1088.0
NV,1992,0.4550359712230216,253.0
NV,1993,0.3804100227790433,167.0
NV,1994,0.5621468926553672,398.0
NV,1995,0.4990723562152133,269.0
NV,1996,0.8667279411764706,943.0
NV,1997,0.5789473684210527,341.0
NV,1998,0.4551181102362205,289.0
NV,1999,0.8065134099616859,842.0
NV,2000,1.2487100103199174,1210.0
NV,2001,1.2646793134598011,1400.0
NV,2002,1.2325581395348837,795.0
NV,2003,1.1238670694864048,744.0
NV,2004,0.9432258064516128,731.0
NV,2005,1.0403225806451613,774.0
NV,2006,1.5667938931297711,1642.0
NV,2007,1.9110473457675756,1332.0
NV,2008,1.7578475336322867,784.0
NV,2009,0.9735449735449736,552.0
NV,2010,0.9252873563218392,322.0
NV,2011,1.3551532033426184,973.0
NV,2012,1.211031175059952,1010.0
NV,2013,1.6207951070336393,1060.0
NV,2014,0.99815157116451,540.0
NV,2015,0.4367816091954023,228.0
NY,1992,0.0,0.0
NY,1993,0.014705882352941175,1.0
NY,1994,0.3333333333333333,2.0
NY,1995,0.37662337662337664,29.0
NY,1996,0.0,0.0
NY,1997,0.0,0.0
NY,1998,0.0,0.0
NY,1999,0.1129032258064516,7.0
NY,2000,0.08007448789571693,129.0
NY,2001,0.08182154757497223,221.0
NY,2002,0.1585250551528522,503.0
NY,2003,0.09646569646569647,464.0
NY,2004,0.14903242020608193,593.0
NY,2005,0.1144578313253012,874.0
NY,2006,0.0447172957404881,295.0
NY,2007,0.09653426175027696,610.0
NY,2008,0.09140461215932914,654.0
NY,2009,0.14298108623980565,824.0
NY,2010,0.6415094339622641,34.0
NY,2011,0.05910671302487296,221.0
NY,2012,0.13553299492385787,534.0
NY,2013,0.11203607353451266,323.0
NY,2014,78.12333476579286,181793.0
NY,2015,0.08200068050357265,482.0
OH,1992,0.0,0.0
OH,1993,0.0,0.0
OH,1994,0.0,0.0
OH,1995,0.02127659574468085,1.0
OH,1996,0.0,0.0
OH,1997,0.09090909090909093,2.0
OH,1998,0.07407407407407407,2.0
OH,1999,0.1,4.0
OH,2000,0.03571428571428571,1.0
OH,2001,0.20930232558139536,18.0
OH,2002,1.28125,41.0
OH,2003,0.2222222222222222,2.0
OH,2004,0.0,0.0
OH,2005,0.56,14.0
OH,2006,0.24509803921568624,25.0
OH,2007,0.4320987654320987,35.0
OH,2008,0.26666666666666666,12.0
OH,2009,0.8275862068965517,72.0
OH,2010,0.6779661016949152,80.0
OH,2011,0.6329113924050633,50.0
OH,2012,0.2903225806451613,9.0
OH,2013,0.7241379310344828,21.0
OH,2014,7.232558139534883,311.0
OH,2015,0.0,0.0
OK,1992,0.038173142467621005,56.0
OK,1993,0.04747386759581882,109.0
OK,1994,0.0644316396018858,123.0
OK,1995,0.06194690265486725,161.0
OK,1996,0.0578790141896938,155.0
OK,1997,0.03205128205128205,5.0
OK,1998,0.2789115646258503,82.0
OK,1999,1.484732824427481,389.0
OK,2000,0.4817708333333333,185.0
OK,2001,0.06976744186046513,15.0
OK,2002,0.5150375939849624,137.0
OK,2003,0.16093366093366093,262.0
OK,2004,0.1328125,34.0
OK,2005,2.0116504854368933,2072.0
OK,2006,0.6271660145332588,1122.0
OK,2007,0.2,86.0
OK,2008,0.7034883720930233,968.0
OK,2009,0.5210784313725491,1063.0
OK,2010,0.30205415499533145,647.0
OK,2011,0.6633858267716536,1685.0
OK,2012,0.42640823743185946,704.0
OK,2013,0.2348484848484849,186.0
OK,2014,0.7925347222222222,913.0
OK,2015,0.5778938207136639,664.0
OR,1992,0.4609731373542828,1819.0
OR,1993,0.4750812567713976,877.0
OR,1994,0.7435158501440923,2580.0
OR,1995,0.4724933451641526,1065.0
OR,1996,1.0188613342647572,2917.0
OR,1997,0.3903693314633006,835.0
OR,1998,0.5490654205607477,1410.0
OR,1999,0.4382716049382716,1278.0
OR,2000,0.5842812823164426,1130.0
OR,2001,1.0675433353257622,3572.0
OR,2002,2.453885257806826,6758.0
OR,2003,0.8117106773823192,2121.0
OR,2004,0.7408388520971303,1678.0
OR,2005,0.8628013777267508,1503.0
OR,2006,1.12865681031771,3588.0
OR,2007,1.636508569151056,4106.0
OR,2008,1.4195121951219511,3783.0
OR,2009,1.4172818063395571,3264.0
OR,2010,1.888599687662676,3628.0
OR,2011,2.818228105906313,5535.0
OR,2012,1.8603385731559852,3077.0
OR,2013,1.797951949586451,4565.0
OR,2014,4.239101717305152,12836.0
OR,2015,2.0360051435919417,4750.0
PA,1992,0.0,0.0
PA,1993,0.15789473684210525,3.0
PA,1994,0.2,4.0
PA,1995,0.09090909090909093,2.0
PA,1996,0.0,0.0
PA,1997,0.0,0.0
PA,1998,0.0,0.0
PA,1999,0.5517241379310345,16.0
PA,2000,1.1538461538461535,15.0
PA,2001,0.1935483870967742,6.0
PA,2002,0.1233974358974359,77.0
PA,2003,0.044226044226044224,18.0
PA,2004,0.0,0.0
PA,2005,0.1,1.0
PA,2006,0.0,0.0
PA,2007,0.2777777777777778,5.0
PA,2008,0.0,0.0
PA,2009,0.4166666666666667,10.0
PA,2010,1.0555555555555556,19.0
PA,2011,0.11940298507462685,24.0
PA,2012,0.03314917127071823,24.0
PA,2013,0.07355242566510173,47.0
PA,2014,0.05148741418764302,45.0
PA,2015,0.03965303593556382,32.0
PR,1992,,0.0
PR,1993,,0.0
PR,1994,0.5,1.0
PR,1996,,0.0
PR,1997,0.0,0.0
PR,1998,,0.0
PR,2002,3.0,3.0
PR,2003,1.3333333333333333,4.0
PR,2004,1.0,2.0
PR,2005,0.27586206896551724,8.0
PR,2006,0.18181818181818185,2.0
PR,2007,0.4166666666666667,15.0
PR,2008,1.0588235294117647,18.0
PR,2009,1.1428571428571428,8.0
PR,2010,,0.0
PR,2011,0.5789473684210527,11.0
PR,2012,0.625,5.0
PR,2013,3.7741935483870965,117.0
PR,2014,0.5476190476190477,23.0
PR,2015,0.6666666666666666,18.0
RI,1994,,0.0
RI,2005,,0.0
RI,2006,,0.0
RI,2007,,0.0
RI,2008,0.0,0.0
RI,2009,,0.0
RI,2011,0.0,0.0
RI,2012,0.0,0.0
RI,2013,0.10526315789473684,2.0
RI,2014,0.022222222222222227,1.0
RI,2015,0.4352941176470588,37.0
SC,1992,0.01098901098901099,57.0
SC,1993,0.07291666666666667,385.0
SC,1994,0.030539456085599645,137.0
SC,1995,0.05576102418207681,196.0
SC,1996,0.18472348141432454,815.0
SC,1997,0.42857142857142855,33.0
SC,1998,0.05882352941176471,6.0
SC,1999,0.19607843137254904,40.0
SC,2000,0.4697508896797153,132.0
SC,2001,12.286821705426354,1585.0
SC,2002,2.007692307692308,261.0
SC,2003,0.5957446808510638,28.0
SC,2004,1.0842105263157895,103.0
SC,2005,1.6805555555555556,121.0
SC,2006,1.3829787234042554,130.0
SC,2007,1.4782608695652173,136.0
SC,2008,1.5393258426966292,137.0
SC,2009,1.0425531914893618,49.0
SC,2010,0.4,18.0
SC,2011,0.15207808564231734,483.0
SC,2012,0.06808943089430894,134.0
SC,2013,0.05360443622920517,87.0
SC,2014,0.031167459059693613,59.0
SC,2015,0.0458786936236392,59.0
SD,1992,0.3110687022900763,163.0
SD,1993,0.0380952380952381,16.0
SD,1994,0.5607940446650124,452.0
SD,1995,0.13964686998394862,87.0
SD,1996,0.09560723514211886,74.0
SD,1997,0.08623853211009175,47.0
SD,1998,0.06645056726094004,41.0
SD,1999,0.3547008547008547,249.0
SD,2000,0.2615759545085297,322.0
SD,2001,0.13010752688172042,121.0
SD,2002,0.12170818505338077,171.0
SD,2003,0.128686327077748,144.0
SD,2004,0.2764654418197725,316.0
SD,2005,0.1255161023947151,152.0
SD,2006,0.13366645846346034,214.0
SD,2007,0.10714285714285714,108.0
SD,2008,0.3806734992679356,260.0
SD,2009,0.1227106227106227,67.0
SD,2010,0.09025787965616046,63.0
SD,2011,0.16522988505747127,115.0
SD,2012,0.17761394101876676,265.0
SD,2013,0.16393442622950818,100.0
SD,2014,0.1352941176470588,69.0
SD,2015,0.126953125,65.0
TN,1992,0.12962962962962962,7.0
TN,1993,0.421875,27.0
TN,1994,0.5774647887323944,41.0
TN,1995,0.5922330097087378,61.0
TN,1996,0.2641509433962264,14.0
TN,1997,0.4313725490196079,22.0
TN,1998,0.1891891891891892,14.0
TN,1999,0.3925925925925926,53.0
TN,2000,0.6829268292682927,56.0
TN,2001,0.9101123595505618,81.0
TN,2002,0.6354166666666666,61.0
TN,2003,10.096774193548388,313.0
TN,2004,0.2794117647058824,19.0
TN,2005,0.10810810810810813,220.0
TN,2006,0.8636363636363636,57.0
TN,2007,0.4858156028368794,1644.0
TN,2008,1.2105263157894737,92.0
TN,2009,0.11956521739130435,176.0
TN,2010,0.2992545260915868,562.0
TN,2011,0.2716366752356469,317.0
TN,2012,0.3731218697829716,447.0
TN,2013,0.10832025117739404,69.0
TN,2014,0.08844621513944223,111.0
TN,2015,0.4835526315789474,294.0
TX,1992,0.15454545454545454,17.0
TX,1993,0.3473053892215569,58.0
TX,1994,0.34375,55.0
TX,1995,0.16129032258064516,25.0
TX,1996,1.552901023890785,455.0
TX,1997,0.2075471698113208,33.0
TX,1998,0.4504504504504505,100.0
TX,1999,0.4294117647058823,73.0
TX,2000,0.7741935483870968,168.0
TX,2001,0.4625850340136055,68.0
TX,2002,0.5824175824175825,159.0
TX,2003,3.771300448430493,841.0
TX,2004,2.1714285714285717,684.0
TX,2005,0.4919354838709678,244.0
TX,2006,1.0434782608695652,432.0
TX,2007,12.847058823529412,2184.0
TX,2008,1.1,440.0
TX,2009,0.7941359950093575,1273.0
TX,2010,0.5128205128205128,680.0
TX,2011,0.5730780061954379,2035.0
TX,2012,4.874233128834357,4767.0
TX,2013,0.3169774288518155,323.0
TX,2014,0.3068702290076336,201.0
TX,2015,0.29957805907173,284.0
UT,1992,0.4315937940761636,306.0
UT,1993,0.9496981891348087,472.0
UT,1994,0.905084745762712,1068.0
UT,1995,0.7669039145907474,862.0
UT,1996,0.9443053817271588,1509.0
UT,1997,0.7101096224116931,583.0
UT,1998,0.7962308598351001,676.0
UT,1999,0.7140575079872205,894.0
UT,2000,1.1744820065430752,2154.0
UT,2001,1.4785591766723842,2586.0
UT,2002,1.733509234828496,1971.0
UT,2003,1.4271499644633974,2008.0
UT,2004,1.351851851851852,1533.0
UT,2005,3.0419977298524405,2680.0
UT,2006,2.291254752851711,3013.0
UT,2007,2.5650644783118404,2188.0
UT,2008,2.549504950495049,1545.0
UT,2009,2.662292213473316,3043.0
UT,2010,2.0830152671755724,2183.0
UT,2011,1.955534531693472,2067.0
UT,2012,1.7767175572519085,2793.0
UT,2013,1.961757526444264,2411.0
UT,2014,1.818181818181818,1880.0
UT,2015,1.3931777378815082,776.0
VA,1992,0.7073170731707317,29.0
VA,1993,0.8301886792452831,44.0
VA,1994,0.5324675324675324,41.0
VA,1995,0.30123617436564737,463.0
VA,1996,0.18347509113001212,151.0
VA,1997,0.921875,59.0
VA,1998,2.6666666666666665,200.0
VA,1999,1.6124031007751938,208.0
VA,2000,1.5443037974683544,122.0
VA,2001,1.0297029702970295,104.0
VA,2002,2.073684210526316,197.0
VA,2003,0.3715170278637771,120.0
VA,2004,1.0833333333333333,26.0
VA,2005,0.9714285714285714,34.0
VA,2006,2.0212765957446805,95.0
VA,2007,2.101449275362319,145.0
VA,2008,3.805970149253731,255.0
VA,2009,1.3333333333333333,52.0
VA,2010,2.641509433962264,140.0
VA,2011,4.0227272727272725,177.0
VA,2012,3.4821428571428568,195.0
VA,2013,1.4583333333333333,35.0
VA,2014,0.9032258064516128,28.0
VA,2015,1.6153846153846154,42.0
VT,1992,1.0,1.0
VT,1993,0.0,0.0
VT,1994,0.5,3.0
VT,1995,0.0,0.0
VT,1997,0.0,0.0
VT,1998,0.0,0.0
VT,1999,0.3333333333333333,1.0
VT,2002,2.0,6.0
VT,2003,0.0,0.0
VT,2004,0.0,0.0
VT,2005,0.0,0.0
VT,2006,0.0,0.0
VT,2007,0.0,0.0
VT,2008,1.0,4.0
VT,2009,0.0,0.0
VT,2010,1.5,3.0
VT,2012,0.030927835051546393,3.0
VT,2013,0.0,0.0
VT,2014,,0.0
VT,2015,,0.0
WA,1992,0.6990077177508269,634.0
WA,1993,0.3283898305084746,155.0
WA,1994,2.741721854304636,2898.0
WA,1995,0.7540322580645161,374.0
WA,1996,0.6774847870182555,334.0
WA,1997,3.5082304526748973,1705.0
WA,1998,1.0056980056980056,706.0
WA,1999,0.9852941176470588,670.0
WA,2000,0.8117229129662522,457.0
WA,2001,2.4703703703703703,1334.0
WA,2002,1.4908579465541492,1060.0
WA,2003,3.68075117370892,2352.0
WA,2004,2.2002355712603063,1868.0
WA,2005,1.152542372881356,544.0
WA,2006,2.1283185840707963,1443.0
WA,2007,1.6740157480314959,1063.0
WA,2008,9.763795423956932,14509.0
WA,2009,9.306459689534304,18585.0
WA,2010,3.117296222664016,1568.0
WA,2011,1.0917073170731708,1119.0
WA,2012,7.571732954545454,10661.0
WA,2013,9.965793304221252,13693.0
WA,2014,8.240563019833651,12880.0
WA,2015,10.905347264904732,17743.0
WI,1992,0.059190031152647975,76.0
WI,1993,0.10997732426303856,97.0
WI,1994,0.04781281790437437,94.0
WI,1995,0.06593406593406594,108.0
WI,1996,0.023303632625085675,34.0
WI,1997,0.0,0.0
WI,1998,0.06043956043956044,11.0
WI,1999,0.022727272727272728,3.0
WI,2000,0.04651162790697674,6.0
WI,2001,0.0,0.0
WI,2002,0.0,0.0
WI,2003,0.02830188679245283,6.0
WI,2004,0.031746031746031744,2.0
WI,2005,0.09411764705882353,16.0
WI,2006,0.2413793103448276,49.0
WI,2007,0.1901840490797546,31.0
WI,2008,0.02631578947368421,2.0
WI,2009,0.043284532145130485,68.0
WI,2010,0.24390243902439024,30.0
WI,2011,0.010958904109589041,8.0
WI,2012,0.15138282387190685,208.0
WI,2013,0.01447178002894356,10.0
WI,2014,0.1950413223140496,118.0
WI,2015,0.021784232365145227,21.0
WV,1992,0.094151212553495,66.0
WV,1993,0.4946871310507674,419.0
WV,1994,0.2198019801980198,222.0
WV,1995,0.3895161290322581,483.0
WV,1996,0.08602150537634409,56.0
WV,1997,0.0965034965034965,69.0
WV,1998,0.14527363184079606,146.0
WV,1999,0.20030816640986127,390.0
WV,2000,0.18806509945750446,208.0
WV,2001,0.21880246222719646,391.0
WV,2002,0.087,87.0
WV,2003,0.1390625,89.0
WV,2004,0.09870550161812296,61.0
WV,2005,0.1394736842105263,106.0
WV,2006,1.4545454545454546,16.0
WV,2007,0.0967741935483871,3.0
WV,2008,1.0384615384615383,27.0
WV,2009,0.543859649122807,31.0
WV,2010,1.6538461538461535,43.0
WV,2011,0.12269938650306747,60.0
WV,2012,0.18614718614718612,129.0
WV,2013,0.13126079447322972,76.0
WV,2014,0.10210526315789474,97.0
WV,2015,0.16204379562043794,111.0
WY,1992,0.4393203883495146,181.0
WY,1993,0.4431137724550898,74.0
WY,1994,0.7130584192439863,415.0
WY,1995,0.4351145038167939,114.0
WY,1996,0.8248587570621468,438.0
WY,1997,0.6162162162162163,114.0
WY,1998,0.989071038251366,181.0
WY,1999,0.9761092150170648,286.0
WY,2000,2.765017667844523,1565.0
WY,2001,2.139356814701378,1397.0
WY,2002,1.9376899696048635,1275.0
WY,2003,3.056195965417868,2121.0
WY,2004,1.2685421994884911,496.0
WY,2005,2.9584158415841584,1494.0
WY,2006,2.647368421052632,2012.0
WY,2007,3.7901861252115063,2240.0
WY,2008,2.1004464285714284,941.0
WY,2009,2.2584745762711864,1066.0
WY,2010,4.733221476510066,2821.0
WY,2011,1.8251192368839428,1148.0
WY,2012,2.3800383877159312,2480.0
WY,2013,2.6867469879518078,1561.0
WY,2014,0.8047138047138047,478.0
WY,2015,1.1112929623567922,679.0
