STATE,FIRE_YEAR,AVERAGE_FIRE_SIZE,TOTAL_FIRE_SIZE
NC,2014,3.2682363200349664,14991.400000000389
NC,2015,4.469740995548452,11044.730000000225
ND,1992,16.09570707070707,6373.9
ND,1993,10.165544041450774,3923.8999999999983
ND,1994,23.43972055888225,11743.300000000005
ND,1995,7.527941176470585,2047.5999999999995
ND,1996,9.11157495256167,4801.8
ND,1997,13.694922737306838,6203.799999999997
ND,1998,15.772560975609794,7760.100000000019
ND,1999,140.31146245059287,70997.59999999999
ND,2000,28.981977671451386,18171.70000000002
ND,2001,11.875768535262216,6567.300000000005
ND,2002,58.23550165380362,52819.59999999988
ND,2003,26.947185628742517,22500.900000000005
ND,2004,22.283137973137997,18249.89000000002
ND,2005,20.737652270210425,18726.10000000001
ND,2006,22.345287464656,23708.350000000013
ND,2007,21.804508670520285,18860.900000000045
ND,2008,41.36383125864457,29906.050000000036
ND,2009,7.985927710843358,3314.159999999994
ND,2010,8.631724137931023,3754.7999999999947
ND,2011,10.856246648793547,4049.3799999999933
ND,2012,37.998989071038295,41722.890000000065
ND,2013,12.372809611829943,6693.689999999999
ND,2014,7.67735294117645,3915.44999999999
ND,2015,25.71691924227321,25794.07000000003
NE,1992,49.084,1227.1
NE,1993,10.205882352941174,173.49999999999997
NE,1994,85.86874999999998,6869.499999999999
NE,1995,995.675,55757.8
NE,1996,140.31016949152541,8278.3
NE,1997,318.06140350877206,18129.500000000007
NE,1998,328.14186046511634,14110.1
NE,1999,1580.6733333333334,118550.5
NE,2000,1018.3684298245616,116094.00100000006
NE,2001,32.12405194805193,2473.551999999999
NE,2002,55.164262295081976,10095.060000000003
NE,2003,20.598447204968945,3316.35
NE,2004,21.60988165680474,3652.070000000001
NE,2005,36.61649717514127,6481.1200000000035
NE,2006,730.020532786885,89062.50499999998
NE,2007,25.181051703163014,20698.8245
NE,2008,12.741113256955874,7784.8202000000365
NE,2009,15.645525874125914,11186.551000000027
NE,2010,38.25195081967205,23333.68999999995
NE,2011,46.947874999999726,39060.63199999978
NE,2012,274.8228609975465,336108.35899999936
NE,2013,24.934021276595825,10547.091000000035
NE,2014,27.957167634854713,20213.032199999958
NE,2015,73.7809682804673,44194.79999999992
NH,1992,1.5389813084112152,164.67100000000005
NH,1993,1.1736830985915496,166.66300000000004
NH,1994,1.5581503759398494,207.234
NH,1995,1.5848307692307697,309.0420000000001
NH,1996,1.153421686746988,95.734
NH,1997,1.2725882352941176,108.17
NH,1998,1.5030409356725145,257.02
NH,1999,3.24,16.2
NH,2000,1.5202298850574711,132.26
NH,2001,1.2323387096774194,152.81
NH,2002,1.368534482758621,158.75000000000003
NH,2003,1.5991071428571428,89.55
NH,2004,3.319714285714286,232.38
NH,2005,1.30375,114.73
NH,2006,2.6237747747747746,291.23900000000003
NH,2007,1.5314736842105263,145.49
NH,2008,1.8144117647058828,185.07000000000005
NH,2009,1.7909558823529412,121.785
NH,2010,0.5310510204081634,52.043000000000006
NH,2011,1.1125,4.45
NH,2012,1.0106,101.06
NH,2013,0.5817687074829931,85.52
NH,2014,0.6277280000000001,78.46600000000002
NH,2015,4.226214285714286,591.67
NJ,1992,12.531056603773587,16603.65
NJ,1993,1.0958432304038006,922.7
NJ,1994,2.055693815987933,2725.85
NJ,1995,12.637394606494222,22962.146
NJ,1996,1.2104166666666667,929.6
NJ,1997,3.4474331164135936,4767.8
NJ,1998,1.0064329268292684,1320.44
NJ,1999,9.118486916951081,16030.3
NJ,2000,2.0745884773662557,2016.5
NJ,2001,2.807256524506684,4410.2
NJ,2002,4.081571529245948,5791.75
NJ,2003,1.374258160237389,926.25
NJ,2004,0.587973137973138,481.55
NJ,2005,1.351656626506024,1346.25
NJ,2006,1.854474852071006,2507.25
NJ,2007,18.791795806745668,20614.6
NJ,2008,2.822873263888889,3251.95
NJ,2009,0.9254885993485342,568.25
NJ,2010,6.69089108910891,6757.8
NJ,2011,0.5487132352941176,149.25
NJ,2012,3.0340621963070946,3122.05
NJ,2013,1.619610091743119,1412.3
NJ,2014,12.270713391739676,9804.3
NJ,2015,3.29974025974026,2540.8
NM,1992,101.53781985670408,99202.44999999988
NM,1993,167.13324488667868,302344.0400000018
NM,1994,156.16443778110957,416646.7200000003
NM,1995,84.00141141141297,139862.3500000026
NM,1996,81.69726796763513,171645.96000000142
NM,1997,123.16413043478272,169966.50000000015
NM,1998,75.70290571870156,97959.55999999982
NM,1999,67.06664500406183,82559.04000000011
NM,2000,184.9475515390116,516743.45899999846
NM,2001,41.48048794826574,70558.31000000003
NM,2002,154.62983630235883,321166.1699999993
NM,2003,108.27992635855928,213203.1750000032
NM,2004,74.77358014646232,91896.73000000216
NM,2005,113.27088179519758,179194.53500000254
NM,2006,274.0251012024049,546954.1020000002
NM,2007,101.04003502100832,144285.17000999989
NM,2008,423.0260879629647,365494.5400000015
NM,2009,292.2369337016565,423159.0799999986
NM,2010,114.48748471615819,131088.17000000115
NM,2011,520.6844424214826,1143943.7199999972
NM,2012,316.0126235093695,370998.81999999983
NM,2013,264.4397495361693,285066.0499999905
NM,2014,49.245419932810364,43976.15999999966
NM,2015,67.00122107969096,52126.94999999957
NV,1992,166.0895683453249,92345.80000000066
NV,1993,121.85079006771988,53979.8999999999
NV,1994,276.1377464788747,196057.80000000107
NV,1995,220.24110091743202,120031.40000000047
NV,1996,576.7316176470531,627483.9999999937
NV,1997,70.34857142857136,41857.39999999996
NV,1998,143.2032915360502,91363.7
NV,1999,1693.8744985673513,1773486.6000000169
NV,2000,666.9541453428816,651614.1999999953
NV,2001,535.3340787119793,598503.4999999928
NV,2002,81.93713405238795,53177.199999999786
NV,2003,26.183659638554296,17385.950000000048
NV,2004,53.8235824742264,41767.099999999686
NV,2005,1471.3445260347182,1102037.050000004
NV,2006,1266.6002764537814,1328663.6900000165
NV,2007,1356.0763610315116,946541.2999999948
NV,2008,177.3539821029106,79277.23000000106
NV,2009,50.31399999999925,28678.97999999957
NV,2010,56.572662889518426,19970.15
NV,2011,586.6201803051267,422953.1499999964
NV,2012,543.3486515513056,455326.16999999405
NV,2013,273.9799847793024,180004.85000000164
NV,2014,128.97110701107184,69902.34000000094
NV,2015,44.57391634980937,23445.87999999973
NY,1992,6.4131868131868135,2334.4
NY,1993,3.704934210526317,1126.3000000000004
NY,1994,8.950387596899224,1154.6
NY,1995,18.82433264887064,9167.45
NY,1996,3.899999999999999,417.29999999999984
NY,1997,3.895342465753425,1421.8
NY,1998,5.470032258064517,1695.71
NY,1999,8.542123769338959,6073.45
NY,2000,0.8529498861047917,1497.7800000000148
NY,2001,2.1821704475781645,7118.239999999973
NY,2002,1.1393878132118342,4001.529999999962
NY,2003,0.7893899473043889,3894.849999999855
NY,2004,0.6647415066469679,2700.1799999999835
NY,2005,0.6533688311688204,5030.939999999917
NY,2006,1.0215819635047811,6774.110000000204
NY,2007,0.6556575407500829,4143.099999999774
NY,2008,1.1349636668529894,8121.799999999993
NY,2009,0.9086415683552836,5237.409999999854
NY,2010,0.6957013428247388,4300.129999999711
NY,2011,0.3665614973261839,1370.9399999999275
NY,2012,0.8948630831642901,3529.33999999996
NY,2013,0.8223183391003438,2376.4999999999936
NY,2014,0.6821667774207908,2972.882815999806
NY,2015,1.2425611828689522,7311.230000000915
OH,1992,4.842857142857143,101.7
OH,1993,2.372222222222223,42.700000000000024
OH,1994,4.489285714285714,125.7
OH,1995,6.219148936170213,292.3
OH,1996,7.811111111111112,70.3
OH,1997,1.886363636363637,41.50000000000001
OH,1998,7.533333333333331,203.39999999999995
OH,1999,17.6275,705.1
OH,2000,13.228571428571426,370.4
OH,2001,10.952325581395352,941.9000000000003
OH,2002,2.4507042253521107,347.99999999999983
OH,2003,29.042761904761893,1829.6939999999993
OH,2004,3.164166666666666,227.82
OH,2005,10.723430000000002,1072.3430000000003
OH,2006,5.766725225225228,1280.2130000000004
OH,2007,3.195830115830117,827.7200000000003
OH,2008,4.174439655172415,484.23500000000007
OH,2009,19.608278688524585,4784.419999999999
OH,2010,8.405444444444445,1512.98
OH,2011,3.6422784810126574,287.74
OH,2012,5.3775490196078435,1097.0200000000002
OH,2013,5.314272445820434,1716.51
OH,2014,5.696192810457514,3486.0699999999993
OH,2015,3.8809869646182484,2084.0899999999992
OK,1992,32.4081062670299,47575.099999999904
OK,1993,30.34934782608697,69803.50000000003
OK,1994,39.291270256142276,75164.20000000017
OK,1995,36.296158278909004,94478.90000000011
OK,1996,77.16623280029785,207500.0000000009
OK,1997,21.47439824945296,19627.600000000006
OK,1998,21.991789215686282,17945.300000000007
OK,1999,9.862762762762767,16421.500000000007
OK,2000,68.60858186244673,112723.89999999994
OK,2001,23.523798449612407,30345.7
OK,2002,27.919609120521148,42856.59999999996
OK,2003,61.271110433191154,100423.35000000033
OK,2004,41.51818720379136,70082.69999999982
OK,2005,105.8563764450875,293010.45000000217
OK,2006,127.58380398162285,416561.1199999986
OK,2007,42.703643178410665,56966.65999999982
OK,2008,67.47909006928425,146092.23000000042
OK,2009,197.08855539287362,403834.449999998
OK,2010,52.60862068965533,112898.10000000036
OK,2011,128.70499606608945,327168.0999999994
OK,2012,123.24250755287048,203966.35000000068
OK,2013,37.875534591194906,30111.04999999996
OK,2014,160.08293515358397,187617.2000000004
OK,2015,126.00527426160356,149316.25000000026
OR,1992,29.678382613091248,117437.36000000207
OR,1993,7.474773218142606,13843.280000000104
OR,1994,79.48583933199001,276054.32000000123
OR,1995,27.06823763250903,61282.49000000044
OR,1996,205.4406399999987,590641.8399999961
OR,1997,11.486433239962338,24603.93999999933
OR,1998,32.271697087378314,83099.61999999915
OR,1999,24.653887939870003,72161.9299999995
OR,2000,188.5600515995871,365429.3799999998
OR,2001,114.08765736341984,384247.2299999981
OR,2002,366.464885828196,1011076.6199999923
OR,2003,64.86469216061427,169621.17000000633
OR,2004,13.384907488986276,30383.739999998837
OR,2005,79.97925544100745,139643.779999999
OR,2006,157.21382537688464,500568.8200000007
OR,2007,225.79852308917054,567205.8899999964
OR,2008,90.29663793103602,240911.4300000041
OR,2009,38.65380642361167,89058.37000000129
OR,2010,45.58331428571444,87747.8800000003
OR,2011,113.83871443089569,224034.59000000273
OR,2012,924.022492456251,1531105.2700000082
OR,2013,124.68381342700998,319439.9299999996
OR,2014,306.5567574663576,934078.4399999916
OR,2015,231.6496199999991,579124.0499999977
PA,1992,3.511764705882354,59.70000000000002
PA,1993,2.147368421052633,40.800000000000026
PA,1994,3.3249999999999997,66.49999999999999
PA,1995,2.327272727272728,51.2
PA,1996,1.575,18.9
PA,1997,8.975,107.7
PA,1998,3.011111111111111,54.2
PA,1999,16.460000000000004,493.8000000000001
PA,2000,25.478571428571428,356.7
PA,2001,21.22,742.6999999999998
PA,2002,5.053811718152853,3173.793758999992
PA,2003,5.115787665847657,2082.1255799999967
PA,2004,14.333792694300517,2766.42199
PA,2005,5.3257560791826295,4170.06701
PA,2006,9.016205469107623,7880.163580000063
PA,2007,2.200751945525292,1131.1865
PA,2008,11.672652300613553,7610.569300000039
PA,2009,9.80270429699844,6205.111820000014
PA,2010,6.003372195540303,3499.9659899999965
PA,2011,2.882636815920399,579.4100000000002
PA,2012,4.430331491712708,3207.5599999999995
PA,2013,2.7930672926447544,1784.769999999998
PA,2014,5.1556342857142905,4511.180000000005
PA,2015,5.125452292441124,4136.239999999987
PR,1992,31.75,127.0
PR,1993,163.0,163.0
PR,1994,250.0,1000.0
PR,1996,167.33333333333334,502.0
PR,1997,13.8,82.8
PR,1998,1.0,1.0
PR,2002,55.0,55.0
PR,2003,5.214359469906134,18886.410000000018
PR,2004,4.920047745358091,9274.29
PR,2005,6.582145531118394,28132.090000000026
PR,2006,4.453586397785687,11263.12
PR,2007,6.7158082859463795,24801.47999999998
PR,2008,36.35882352941177,618.1
PR,2009,5.2487337278106505,8870.359999999999
PR,2010,4.0978,7171.1500000000015
PR,2011,9.330751004016056,23233.569999999985
PR,2012,49.025,392.2
PR,2013,76.5878787878788,2527.4
PR,2014,6.207142857142857,260.70000000000005
PR,2015,47.38392857142857,1326.75
RI,1994,25.0,25.0
RI,2005,2.0,36.0
RI,2006,3.72,93.0
RI,2007,1.761904761904762,37.0
RI,2008,0.6740740740740722,90.99999999999973
RI,2009,1.0772340425531917,50.63000000000001
RI,2011,0.8247058823529412,28.04
RI,2012,0.8144897959183677,39.910000000000025
RI,2013,0.8789473684210526,16.7
RI,2014,0.5065217391304349,23.300000000000004
RI,2015,1.4332941176470584,121.82999999999996
SC,1992,6.006313763233828,31202.79999999973
SC,1993,6.484717230943778,34284.69999999975
SC,1994,6.761884606816592,30354.09999999968
SC,1995,5.055340909090914,17794.800000000017
SC,1996,6.481558676936989,28609.599999999868
SC,1997,8.221009771986934,25238.499999999884
SC,1998,4.666191562143716,16369.000000000156
SC,1999,6.674294205051955,35934.399999999725
SC,2000,5.0445045045044905,25197.29999999993
SC,2001,5.8679518072288035,36527.99999999931
SC,2002,9.71291906897277,45485.59999999948
SC,2003,5.111673003802295,6721.8500000000195
SC,2004,7.649018966644865,23390.7
SC,2005,5.453825813609488,14747.14500000006
SC,2006,6.180826619964982,17646.260000000028
SC,2007,5.5716858429214415,22275.59999999992
SC,2008,6.340298826530619,17397.779980000018
SC,2009,17.396824132043186,30566.219999999877
SC,2010,4.416217350746293,9468.370000000052
SC,2011,9.33230116315618,29686.049999999814
SC,2012,7.832232369355696,15437.330000000076
SC,2013,5.829477244772471,9478.730000000038
SC,2014,5.930216587427381,11225.900000000032
SC,2015,5.100392609699774,6625.410000000006
SD,1992,107.24238267148,59412.27999999991
SD,1993,14.002968036529749,6133.300000000029
SD,1994,18.730215419501256,16520.05000000011
SD,1995,15.448451127819672,10273.220000000081
SD,1996,22.275351609058507,18689.020000000088
SD,1997,7.114678747940668,4318.609999999985
SD,1998,17.246115196078534,14072.830000000084
SD,1999,57.040614123491856,80370.22530000003
SD,2000,156.43595948921296,355266.06400000263
SD,2001,41.301003736920606,55260.742999999784
SD,2002,60.4112099898062,118526.79399999975
SD,2003,47.10552601156057,81492.55999999981
SD,2004,10.64110384894698,14652.79999999999
SD,2005,26.991736101021672,47559.43901000018
SD,2006,74.66763454270644,197570.56100000124
SD,2007,49.85076644130288,81107.19699999978
SD,2008,34.80701932773105,41420.352999999945
SD,2009,39.338196443089316,38708.78529999989
SD,2010,8.07197707736386,5634.239999999974
SD,2011,46.14709713487069,66036.49599999996
SD,2012,62.53354695524604,170466.4490000007
SD,2013,14.7369703620354,15061.183710000181
SD,2014,18.324477028348014,18745.940000000013
SD,2015,55.451821946169304,53566.45999999955
TN,1992,7.810909090909092,429.60000000000014
TN,1993,13.329230769230774,866.4000000000003
TN,1994,45.20821917808217,3300.199999999999
TN,1995,19.33207547169811,2049.1999999999994
TN,1996,8.644642857142859,484.10000000000014
TN,1997,9.35703012912485,13043.70000000004
TN,1998,11.360076252723255,20857.099999999897
TN,1999,12.232599884192073,42251.39999999944
TN,2000,28.420418848167678,75996.20000000036
TN,2001,24.64938516461705,62141.09999999959
TN,2002,8.992390572390605,13353.700000000048
TN,2003,52.00645161290322,1612.2
TN,2004,35.75,2466.75
TN,2005,12.176874081332608,24852.999999999854
TN,2006,15.017315620705347,32782.79999999977
TN,2007,16.007907456528017,54314.82999999957
TN,2008,15.848474464660573,22647.47000999996
TN,2009,12.281022342586372,18139.070000000072
TN,2010,11.603702731092456,22093.45000000004
TN,2011,12.374058577405904,14787.000000000051
TN,2012,18.061670822942677,21728.190000000035
TN,2013,15.763652037617572,10057.210000000012
TN,2014,14.1847380952381,17872.770000000008
TN,2015,13.92967320261439,8524.960000000006
TX,1992,28.775941780821924,33610.3
TX,1993,80.2153054221002,116873.7
TX,1994,78.18908489525907,70917.49999999997
TX,1995,34.2057645631068,56371.1
TX,1996,76.05451987337321,216223.0
TX,1997,60.754415584415575,46780.9
TX,1998,67.39950641658443,136551.40000000002
TX,1999,33.818704225352114,60028.2
TX,2000,69.16132470498667,181686.8
TX,2001,119.61893644617382,92226.2
TX,2002,35.63352318958505,43793.60000000003
TX,2003,47.399433304272044,54367.150000000016
TX,2004,33.2244230769231,34553.400000000016
TX,2005,41.85644834082015,288851.34999999986
TX,2006,123.33597390427354,1852752.999989997
TX,2007,24.654655833485567,135033.55000000042
TX,2008,82.10638844246517,1483416.1199900184
TX,2009,39.442404186111105,557794.4799999831
TX,2010,25.47342851032009,238202.0300000032
TX,2011,179.8552896725457,3498724.950000032
TX,2012,21.397730552276393,163114.90000000293
TX,2013,7.369277863379563,71739.92000000004
TX,2014,16.847391660810953,143843.0300000039
TX,2015,25.139900048170386,208761.73000000685
UT,1992,34.369880952380896,37531.90999999994
UT,1993,28.0105211267605,19887.46999999996
UT,1994,128.4155742633807,213555.10000000216
UT,1995,172.99360556038354,199115.6400000014
UT,1996,306.82220288115025,511165.7899999963
UT,1997,37.73226218097428,32525.209999999828
UT,1998,110.6106185567018,96563.07000000066
UT,1999,115.83301092043772,148497.92000000118
UT,2000,122.50255788906931,227487.25000000172
UT,2001,69.90881690140826,124088.14999999964
UT,2002,209.20770778652908,239124.41000000274
UT,2003,86.47521800281359,122967.76000000096
UT,2004,56.277445687954206,85485.44000000242
UT,2005,185.09235682819613,252095.79000000315
UT,2006,179.65153738317514,346008.8609999953
UT,2007,416.80830104004446,645219.2500099888
UT,2008,32.12499058380384,34116.73999999967
UT,2009,98.9502869490087,114485.48200000304
UT,2010,59.3283901515144,62650.779999999206
UT,2011,56.66084931506828,62043.62999999977
UT,2012,271.92354585426887,432902.2849999961
UT,2013,56.36305044035312,70397.45000000103
UT,2014,25.69505765595429,27185.370999999635
UT,2015,16.240661157024956,9825.6000000001
VA,1992,10.106976744186053,434.60000000000025
VA,1993,10.444444444444448,564.0000000000002
VA,1994,15.455128205128204,1205.4999999999998
VA,1995,9.76564516129047,15136.750000000227
VA,1996,3.955703883495128,3259.4999999999845
VA,1997,4.588967343336258,5199.299999999981
VA,1998,7.94443493150692,9279.100000000082
VA,1999,12.170688566013995,19266.20000000016
VA,2000,32.58279352226697,32191.79999999977
VA,2001,9.950547358400684,20906.099999999842
VA,2002,12.64306615776076,19874.899999999918
VA,2003,16.21424418604653,5577.700000000006
VA,2004,10.736212624584695,3231.599999999994
VA,2005,6.901463091603068,5424.549990000012
VA,2006,18.901388012618355,23966.96000000008
VA,2007,10.992040110650182,15894.490000000163
VA,2008,33.25023310023283,42793.04999999965
VA,2009,10.245204081632666,8032.24000000001
VA,2010,11.261822612085814,11554.630000000048
VA,2011,30.761230012300018,25008.87999999992
VA,2012,70.18654014598508,48077.779999999766
VA,2013,10.10593803786576,5871.550000000007
VA,2014,15.306382460414152,12566.540000000019
VA,2015,10.599832495812393,6328.099999999998
VT,1992,270.0,270.0
VT,1993,3.0,3.0
VT,1994,4.216666666666667,25.3
VT,1995,0.6,1.2
VT,1997,1.5,3.0
VT,1998,7.0,14.0
VT,1999,3.5,10.5
VT,2002,0.7999999999999999,4.8
VT,2003,0.9111111111111109,8.2
VT,2004,0.98125,15.7
VT,2005,0.8923076923076925,23.200000000000006
VT,2006,1.4874999999999998,5.949999999999998
VT,2007,2.15,10.75
VT,2008,3.74,18.7
VT,2009,0.5,0.5
VT,2010,0.175,0.35
VT,2012,3.67513402061856,356.4880000000003
VT,2013,2.184984126984127,275.308
VT,2014,2.9656545454545453,163.111
VT,2015,3.9819425287356327,346.4290000000001
WA,1992,50.55301578354161,89681.05000000281
WA,1993,22.950304259634517,22628.999999999633
WA,1994,134.24238377843395,271438.09999999346
WA,1995,5.546413849958827,6727.800000000058
WA,1996,135.7782768102672,148134.1000000015
WA,1997,27.590690690690217,27563.099999999526
WA,1998,75.57257955314957,111620.70000000193
WA,1999,17.745877966101386,26175.169999999547
WA,2000,232.66933115823508,285252.5999999962
WA,2001,193.2470639032836,223780.1000000024
WA,2002,64.50583215796867,91469.26999999957
WA,2003,139.24676203768541,199540.61000000322
WA,2004,58.955248271528475,93797.8000000018
WA,2005,127.52447199265522,138874.15000000154
WA,2006,252.68301204818488,398481.10999998776
WA,2007,202.90722392638284,264591.0200000032
WA,2008,79.1137046979873,117879.42000000108
WA,2009,43.5316450000005,87063.29000000101
WA,2010,88.7846374045795,93046.29999999932
WA,2011,37.561527237354014,38613.249999999935
WA,2012,196.61513305322396,280766.41000000376
WA,2013,111.42718432511076,153546.66000000262
WA,2014,287.1097128270552,449900.9199999953
WA,2015,667.2293968983537,1161646.380000034
WI,1992,1.9585159285159242,2520.6099999999938
WI,1993,1.6348642533936597,1445.219999999995
WI,1994,2.6568778509883657,5242.020000000047
WI,1995,1.4127621951219451,2316.9299999999907
WI,1996,2.001346548188653,2927.97
WI,1997,1.565134328358215,2621.6000000000104
WI,1998,2.542222222222237,4095.520000000023
WI,1999,3.3373316708229845,5353.080000000067
WI,2000,4.4451013941698845,7014.370000000077
WI,2001,1.374169184290024,1364.5499999999938
WI,2002,2.7403161222339376,2600.560000000007
WI,2003,4.032197958277932,9084.54200000018
WI,2004,2.0283479758828635,2354.912000000005
WI,2005,4.161864536741263,6513.318000000079
WI,2006,1.8543522316043688,3074.5160000000433
WI,2007,2.9939764694015207,4452.043010000061
WI,2008,1.1090184501845013,901.6319999999997
WI,2009,2.6265680906210584,4144.724447000031
WI,2010,1.9293792682926751,2531.3455999999896
WI,2011,0.8649755102040813,635.7569999999997
WI,2012,2.026666666666633,2796.7999999999543
WI,2013,13.205303468208255,9138.070000000112
WI,2014,4.667332231404964,2823.736000000003
WI,2015,2.820145077720196,2721.439999999989
WV,1992,10.719543509272498,7514.400000000021
WV,1993,11.138134592680073,9434.00000000002
WV,1994,50.402772277227704,50906.79999999999
WV,1995,33.50813859790483,41583.599999999904
WV,1996,8.999231950844864,5858.500000000006
WV,1997,10.479763560500718,7534.950000000014
WV,1998,20.444642147117296,20567.31
WV,1999,53.00228322216531,103301.4500000002
WV,2000,45.570795660036104,50401.299999999945
WV,2001,53.40558971492471,95542.60000000027
WV,2002,10.802400000000038,10802.40000000004
WV,2003,13.073868954758227,8380.350000000024
WV,2004,9.866181229773488,6097.300000000015
WV,2005,20.25787401574807,15436.500000000031
WV,2006,15.743079922027345,16152.400000000056
WV,2007,8.994844497607673,7519.690000000015
WV,2008,16.1991534988714,14352.45000000006
WV,2009,16.90040650406511,16630.00000000007
WV,2010,31.977587939698395,25454.159999999923
WV,2011,11.884376278118616,5811.460000000003
WV,2012,24.128991354466898,16745.520000000026
WV,2013,16.748327586206948,9714.030000000028
WV,2014,14.341230283911711,13638.510000000038
WV,2015,25.18448175182489,17251.37000000005
WY,1992,29.81474530831101,22241.80000000001
WY,1993,19.789776951672888,5323.450000000006
WY,1994,70.25484221980403,64564.1999999999
WY,1995,23.7051886792453,12563.75000000001
WY,1996,261.7968507751941,270174.3500000003
WY,1997,42.64410256410263,8315.600000000013
WY,1998,23.482828282828287,4649.600000000001
WY,1999,130.11868852459006,39686.19999999996
WY,2000,643.979509632222,367712.29999999865
WY,2001,99.688988095238,66990.99999999994
WY,2002,199.33955223880727,133557.50000000087
WY,2003,128.2191073919112,91933.10000000033
WY,2004,47.056650366748045,19246.16999999995
WY,2005,50.25527831094036,26182.999999999924
WY,2006,318.9845383615098,245299.1100000011
WY,2007,158.246890756304,94156.90000000088
WY,2008,227.77084632516883,102269.1100000008
WY,2009,49.89270042194089,23649.13999999998
WY,2010,137.79627448494443,86949.44919999994
WY,2011,210.6727812500007,134830.58000000042
WY,2012,461.09508604206115,482305.45999999595
WY,2013,93.4970740103264,54321.79999999965
WY,2014,12.984689075630346,7725.890000000056
WY,2015,58.26143196202499,36821.2249999998
