STATE,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
NJ,2006,0.25,A,2006-03-19
NJ,2006,0.25,A,2006-03-19
NJ,2006,0.25,A,2006-03-19
NJ,2006,0.25,A,2006-03-19
NJ,2006,0.25,A,2006-03-19
NJ,2006,0.25,A,2006-03-20
NJ,2006,0.25,A,2006-03-20
NJ,2006,0.25,A,2006-03-21
NJ,2006,0.25,A,2006-03-21
NJ,2006,0.25,A,2006-03-21
NJ,2006,0.25,A,2006-03-21
NJ,2006,0.25,A,2006-03-22
NJ,2006,0.25,A,2006-03-22
NJ,2006,0.25,A,2006-03-22
NJ,2006,0.25,A,2006-03-23
NJ,2006,0.25,A,2006-03-23
NJ,2006,0.25,A,2006-03-24
NJ,2006,0.25,A,2006-03-27
NJ,2006,0.25,A,2006-03-27
NJ,2006,0.25,A,2006-03-27
NJ,2006,0.25,A,2006-03-28
NJ,2006,0.25,A,2006-03-28
NJ,2006,0.25,A,2006-03-28
NJ,2006,0.25,A,2006-03-29
NJ,2006,0.25,A,2006-03-29
NJ,2006,0.25,A,2006-03-29
NJ,2006,0.25,A,2006-03-29
NJ,2006,0.25,A,2006-03-30
NJ,2006,0.25,A,2006-03-30
NJ,2006,0.25,A,2006-03-30
NJ,2006,0.25,A,2006-03-30
NJ,2006,0.25,A,2006-03-30
NJ,2006,0.25,A,2006-04-02
NJ,2006,0.25,A,2006-04-02
NJ,2006,0.25,A,2006-04-02
NJ,2006,0.25,A,2006-04-04
NJ,2006,0.25,A,2006-04-04
NJ,2006,0.25,A,2006-04-04
NJ,2006,0.25,A,2006-04-04
NJ,2006,0.25,A,2006-04-05
NJ,2006,0.25,A,2006-04-05
NJ,2006,0.25,A,2006-04-06
NJ,2006,0.25,A,2006-04-06
NJ,2006,0.25,A,2006-04-06
NJ,2006,0.25,A,2006-04-06
NJ,2006,0.25,A,2006-04-06
NJ,2006,0.25,A,2006-04-07
NJ,2006,0.25,A,2006-04-07
NJ,2006,0.25,A,2006-04-09
NJ,2006,0.25,A,2006-04-09
NJ,2006,0.25,A,2006-04-10
NJ,2006,0.25,A,2006-04-10
NJ,2006,0.25,A,2006-04-11
NJ,2006,0.25,A,2006-04-11
NJ,2006,0.25,A,2006-04-11
NJ,2006,0.25,A,2006-04-12
NJ,2006,0.25,A,2006-04-12
NJ,2006,0.25,A,2006-04-12
NJ,2006,0.25,A,2006-04-13
NJ,2006,0.25,A,2006-04-14
NJ,2006,0.25,A,2006-04-14
NJ,2006,0.25,A,2006-04-15
NJ,2006,0.25,A,2006-04-15
NJ,2006,0.25,A,2006-04-16
NJ,2006,0.25,A,2006-04-16
NJ,2006,0.25,A,2006-04-17
NJ,2006,0.25,A,2006-04-17
NJ,2006,0.25,A,2006-04-17
NJ,2006,0.25,A,2006-04-17
NJ,2006,0.25,A,2006-04-17
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-18
NJ,2006,0.25,A,2006-04-20
NJ,2006,0.25,A,2006-04-20
NJ,2006,0.25,A,2006-04-20
NJ,2006,0.25,A,2006-04-20
NJ,2006,0.25,A,2006-04-20
NJ,2006,0.25,A,2006-04-20
NJ,2006,0.25,A,2006-04-21
NJ,2006,0.25,A,2006-04-21
NJ,2006,0.25,A,2006-04-21
NJ,2006,0.25,A,2006-04-21
NJ,2006,0.25,A,2006-04-25
NJ,2006,0.25,A,2006-04-25
NJ,2006,0.25,A,2006-04-26
NJ,2006,0.25,A,2006-04-26
NJ,2006,0.25,A,2006-04-26
NJ,2006,0.25,A,2006-04-26
NJ,2006,0.25,A,2006-04-26
NJ,2006,0.25,A,2006-04-27
NJ,2006,0.25,A,2006-04-29
NJ,2006,0.25,A,2006-04-30
NJ,2006,0.25,A,2006-04-30
NJ,2006,0.25,A,2006-04-30
NJ,2006,0.25,A,2006-04-30
NJ,2006,0.25,A,2006-05-01
NJ,2006,0.25,A,2006-05-01
NJ,2006,0.25,A,2006-05-01
NJ,2006,0.25,A,2006-05-03
NJ,2006,0.25,A,2006-05-03
NJ,2006,0.25,A,2006-05-03
NJ,2006,0.25,A,2006-05-03
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-04
NJ,2006,0.25,A,2006-05-05
NJ,2006,0.25,A,2006-05-05
NJ,2006,0.25,A,2006-05-05
NJ,2006,0.25,A,2006-05-06
NJ,2006,0.25,A,2006-05-07
NJ,2006,0.25,A,2006-05-07
NJ,2006,0.25,A,2006-05-07
NJ,2006,0.25,A,2006-05-07
NJ,2006,0.25,A,2006-05-08
NJ,2006,0.25,A,2006-05-08
NJ,2006,0.25,A,2006-05-08
NJ,2006,0.25,A,2006-05-08
NJ,2006,0.25,A,2006-05-09
NJ,2006,0.25,A,2006-05-09
NJ,2006,0.25,A,2006-05-10
NJ,2006,0.25,A,2006-05-10
NJ,2006,0.25,A,2006-05-12
NJ,2006,0.25,A,2006-05-13
NJ,2006,0.25,A,2006-05-13
NJ,2006,0.25,A,2006-05-14
NJ,2006,0.25,A,2006-05-21
NJ,2006,0.25,A,2006-05-23
NJ,2006,0.25,A,2006-05-24
NJ,2006,0.25,A,2006-05-25
NJ,2006,0.25,A,2006-05-25
NJ,2006,0.25,A,2006-05-29
NJ,2006,0.25,A,2006-05-30
NJ,2006,0.25,A,2006-06-01
NJ,2006,0.25,A,2006-06-05
NJ,2006,0.25,A,2006-06-15
NJ,2006,0.25,A,2006-06-17
NJ,2006,0.25,A,2006-06-17
NJ,2006,0.25,A,2006-06-18
NJ,2006,0.25,A,2006-06-19
NJ,2006,0.25,A,2006-06-21
NJ,2006,0.25,A,2006-07-02
NJ,2006,0.25,A,2006-07-11
NJ,2006,0.25,A,2006-07-11
NJ,2006,0.25,A,2006-07-11
NJ,2006,0.25,A,2006-07-16
NJ,2006,0.25,A,2006-07-16
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-01
NJ,2006,0.25,A,2006-08-02
NJ,2006,0.25,A,2006-08-03
NJ,2006,0.25,A,2006-08-04
NJ,2006,0.25,A,2006-08-04
NJ,2006,0.25,A,2006-08-06
NJ,2006,0.25,A,2006-08-07
NJ,2006,0.25,A,2006-08-08
NJ,2006,0.25,A,2006-08-08
NJ,2006,0.25,A,2006-08-08
NJ,2006,0.25,A,2006-08-12
NJ,2006,0.25,A,2006-08-12
NJ,2006,0.25,A,2006-08-12
NJ,2006,0.25,A,2006-08-12
NJ,2006,0.25,A,2006-08-12
NJ,2006,0.25,A,2006-08-13
NJ,2006,0.25,A,2006-08-13
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-14
NJ,2006,0.25,A,2006-08-16
NJ,2006,0.25,A,2006-08-16
NJ,2006,0.25,A,2006-08-17
NJ,2006,0.25,A,2006-08-17
NJ,2006,0.25,A,2006-08-18
NJ,2006,0.25,A,2006-08-18
NJ,2006,0.25,A,2006-08-19
NJ,2006,0.25,A,2006-08-22
NJ,2006,0.25,A,2006-08-22
NJ,2006,0.25,A,2006-08-23
NJ,2006,0.25,A,2006-08-23
NJ,2006,0.25,A,2006-08-24
NJ,2006,0.25,A,2006-08-24
NJ,2006,0.25,A,2006-08-26
NJ,2006,0.25,A,2006-08-26
NJ,2006,0.25,A,2006-09-07
NJ,2006,0.25,A,2006-09-09
NJ,2006,0.25,A,2006-09-13
NJ,2006,0.25,A,2006-09-13
NJ,2006,0.25,A,2006-09-25
NJ,2006,0.25,A,2006-09-27
NJ,2006,0.25,A,2006-09-27
NJ,2006,0.25,A,2006-09-30
NJ,2006,0.25,A,2006-09-30
NJ,2006,0.25,A,2006-10-05
NJ,2006,0.25,A,2006-10-09
NJ,2006,0.25,A,2006-10-09
NJ,2006,0.25,A,2006-10-09
NJ,2006,0.25,A,2006-10-13
NJ,2006,0.25,A,2006-10-15
NJ,2006,0.25,A,2006-10-15
NJ,2006,0.25,A,2006-10-21
NJ,2006,0.25,A,2006-10-24
NJ,2006,0.25,A,2006-10-25
NJ,2006,0.25,A,2006-10-25
NJ,2006,0.25,A,2006-10-29
NJ,2006,0.25,A,2006-10-29
NJ,2006,0.25,A,2006-10-30
NJ,2006,0.25,A,2006-10-30
NJ,2006,0.25,A,2006-10-31
NJ,2006,0.25,A,2006-10-31
NJ,2006,0.25,A,2006-11-01
NJ,2006,0.25,A,2006-11-04
NJ,2006,0.25,A,2006-11-04
NJ,2006,9.0,B,2006-11-05
NJ,2006,0.25,A,2006-11-05
NJ,2006,0.25,A,2006-11-05
NJ,2006,0.25,A,2006-11-06
NJ,2006,0.25,A,2006-11-20
NJ,2006,0.25,A,2006-11-20
NJ,2006,0.25,A,2006-11-21
NJ,2006,0.25,A,2006-11-21
NJ,2006,0.25,A,2006-11-21
NJ,2006,0.25,A,2006-11-26
NJ,2006,0.25,A,2006-12-02
NJ,2006,0.25,A,2006-12-05
NJ,2006,0.25,A,2006-12-07
NJ,2006,0.25,A,2006-12-07
NJ,2006,0.25,A,2006-12-08
NJ,2006,0.25,A,2006-12-09
NJ,2006,0.25,A,2006-12-09
NJ,2006,0.25,A,2006-12-11
NJ,2006,0.25,A,2006-12-12
NJ,2006,0.25,A,2006-12-17
NJ,2006,0.25,A,2006-12-18
NJ,2006,0.25,A,2006-12-19
NJ,2006,0.25,A,2006-12-20
NJ,2006,0.25,A,2006-12-20
NJ,2006,0.25,A,2006-12-20
NJ,2006,0.25,A,2006-12-20
NJ,2005,0.25,A,2005-02-13
NJ,2005,0.25,A,2005-02-20
NJ,2005,0.25,A,2005-03-07
NJ,2005,0.25,A,2005-03-19
NJ,2005,0.25,A,2005-03-26
NJ,2005,0.25,A,2005-04-01
NJ,2005,0.25,A,2005-04-05
NJ,2005,0.25,A,2005-04-05
NJ,2005,0.25,A,2005-04-06
NJ,2005,0.25,A,2005-04-07
NJ,2005,0.25,A,2005-04-07
NJ,2005,0.25,A,2005-04-09
NJ,2005,0.25,A,2005-04-10
NJ,2005,0.25,A,2005-04-10
NJ,2005,0.25,A,2005-04-11
NJ,2005,0.25,A,2005-04-11
NJ,2005,0.25,A,2005-04-12
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-14
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-19
NJ,2005,0.25,A,2005-04-19
NJ,2005,0.25,A,2005-04-19
NJ,2005,0.25,A,2005-04-19
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-21
NJ,2005,0.25,A,2005-04-21
NJ,2005,0.25,A,2005-05-09
NJ,2005,0.25,A,2005-05-09
NJ,2005,0.25,A,2005-05-10
NJ,2005,0.25,A,2005-05-10
NJ,2005,0.25,A,2005-05-11
NJ,2005,0.25,A,2005-05-12
NJ,2005,0.25,A,2005-05-12
NJ,2005,0.25,A,2005-05-12
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-16
NJ,2005,0.25,A,2005-05-16
NJ,2005,0.25,A,2005-05-17
NJ,2005,0.25,A,2005-05-17
NJ,2005,0.25,A,2005-05-18
NJ,2005,0.25,A,2005-05-18
NJ,2005,0.25,A,2005-05-18
NJ,2005,0.25,A,2005-05-19
NJ,2005,0.25,A,2005-05-20
NJ,2005,0.25,A,2005-06-05
NJ,2005,0.25,A,2005-06-08
NJ,2005,0.25,A,2005-06-15
NJ,2005,0.25,A,2005-06-19
NJ,2005,0.25,A,2005-06-20
NJ,2005,0.25,A,2005-06-21
NJ,2005,0.25,A,2005-06-22
NJ,2005,0.25,A,2005-06-22
NJ,2005,0.25,A,2005-06-23
NJ,2005,0.25,A,2005-06-23
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-26
NJ,2005,0.25,A,2005-06-27
NJ,2005,0.25,A,2005-07-04
NJ,2005,0.25,A,2005-07-05
NJ,2005,0.25,A,2005-07-13
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-05
NJ,2005,0.25,A,2005-08-05
NJ,2005,0.25,A,2005-08-06
NJ,2005,0.25,A,2005-08-14
NJ,2005,0.25,A,2005-08-22
NJ,2005,0.25,A,2005-08-26
NJ,2005,0.25,A,2005-08-27
NJ,2005,0.25,A,2005-08-30
NJ,2005,0.25,A,2005-09-02
NJ,2005,0.25,A,2005-09-02
NJ,2005,0.25,A,2005-09-03
NJ,2005,0.25,A,2005-09-04
NJ,2005,0.25,A,2005-09-04
NJ,2005,0.25,A,2005-09-05
NJ,2005,0.25,A,2005-09-06
NJ,2005,0.25,A,2005-09-07
NJ,2005,0.25,A,2005-09-11
NJ,2005,0.25,A,2005-09-11
NJ,2005,0.25,A,2005-09-11
NJ,2005,0.25,A,2005-09-12
NJ,2005,0.25,A,2005-09-12
NJ,2005,0.25,A,2005-09-12
NJ,2005,0.25,A,2005-09-13
NJ,2005,0.25,A,2005-09-13
NJ,2005,0.25,A,2005-09-14
NJ,2005,0.25,A,2005-09-14
NJ,2005,0.25,A,2005-09-21
NJ,2005,0.25,A,2005-09-22
NJ,2005,0.25,A,2005-09-22
NJ,2005,0.25,A,2005-09-23
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-25
NJ,2005,0.25,A,2005-09-27
NJ,2005,0.25,A,2005-10-01
NJ,2005,0.25,A,2005-10-01
NJ,2005,9.0,B,2005-10-01
NJ,2005,0.25,A,2005-10-04
NJ,2005,0.25,A,2005-10-02
NJ,2005,0.25,A,2005-10-02
NJ,2005,0.25,A,2005-10-02
NJ,2005,0.25,A,2005-10-02
NJ,2005,0.25,A,2005-10-05
NJ,2005,0.25,A,2005-10-22
NJ,2005,0.25,A,2005-10-31
NJ,2005,0.25,A,2005-11-04
NJ,2005,0.25,A,2005-11-05
NJ,2005,0.25,A,2005-11-11
NJ,2005,0.25,A,2005-11-12
NJ,2005,0.25,A,2005-11-12
NJ,2005,0.25,A,2005-11-12
NJ,2005,0.25,A,2005-11-12
NJ,2005,0.25,A,2005-11-13
NJ,2005,0.25,A,2005-11-13
NJ,2005,0.25,A,2005-11-14
NJ,2005,0.25,A,2005-11-14
NJ,2005,0.25,A,2005-11-15
NJ,2005,0.25,A,2005-11-20
NJ,2005,0.25,A,2005-01-01
NJ,2005,0.25,A,2005-01-01
NJ,2005,0.25,A,2005-01-03
NJ,2005,0.25,A,2005-01-12
NJ,2005,0.25,A,2005-02-13
NJ,2005,0.25,A,2005-02-13
NJ,2005,0.25,A,2005-02-17
NJ,2005,0.25,A,2005-02-18
NJ,2005,0.25,A,2005-02-19
NJ,2005,0.25,A,2005-03-07
NJ,2005,0.25,A,2005-03-13
NJ,2005,0.25,A,2005-03-16
NJ,2005,0.25,A,2005-03-16
NJ,2005,0.25,A,2005-03-17
NJ,2005,0.25,A,2005-03-17
NJ,2005,0.25,A,2005-03-18
NJ,2005,0.25,A,2005-03-19
NJ,2005,0.25,A,2005-03-19
NJ,2005,0.25,A,2005-03-19
NJ,2005,0.25,A,2005-04-06
NJ,2005,0.25,A,2005-04-06
NJ,2005,0.25,A,2005-04-07
NJ,2005,0.25,A,2005-04-07
NJ,2005,0.25,A,2005-04-09
NJ,2005,0.25,A,2005-04-10
NJ,2005,0.25,A,2005-04-10
NJ,2005,0.25,A,2005-04-10
NJ,2005,0.25,A,2005-04-11
NJ,2005,0.25,A,2005-04-11
NJ,2005,0.25,A,2005-04-11
NJ,2005,0.25,A,2005-04-11
NJ,2005,0.25,A,2005-04-12
NJ,2005,0.25,A,2005-04-12
NJ,2005,0.25,A,2005-04-12
NJ,2005,0.25,A,2005-04-12
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-13
NJ,2005,0.25,A,2005-04-14
NJ,2005,0.25,A,2005-04-14
NJ,2005,0.25,A,2005-04-14
NJ,2005,0.25,A,2005-04-14
NJ,2005,0.25,A,2005-04-14
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-15
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-16
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-17
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-18
NJ,2005,0.25,A,2005-04-19
NJ,2005,0.25,A,2005-04-19
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-20
NJ,2005,0.25,A,2005-04-21
NJ,2005,0.25,A,2005-04-21
NJ,2005,0.25,A,2005-04-22
NJ,2005,0.25,A,2005-04-24
NJ,2005,0.25,A,2005-04-25
NJ,2005,0.25,A,2005-04-25
NJ,2005,0.25,A,2005-04-25
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-26
NJ,2005,0.25,A,2005-04-28
NJ,2005,0.25,A,2005-04-28
NJ,2005,0.25,A,2005-04-29
NJ,2005,0.25,A,2005-05-03
NJ,2005,0.25,A,2005-05-03
NJ,2005,0.25,A,2005-05-04
NJ,2005,0.25,A,2005-05-04
NJ,2005,0.25,A,2005-05-04
NJ,2005,0.25,A,2005-05-05
NJ,2005,0.25,A,2005-05-07
NJ,2005,0.25,A,2005-05-07
NJ,2005,0.25,A,2005-05-07
NJ,2005,0.25,A,2005-05-07
NJ,2005,0.25,A,2005-05-08
NJ,2005,0.25,A,2005-05-08
NJ,2005,0.25,A,2005-05-08
NJ,2005,0.25,A,2005-05-09
NJ,2005,0.25,A,2005-05-09
NJ,2005,0.25,A,2005-05-09
NJ,2005,0.25,A,2005-05-11
NJ,2005,0.25,A,2005-05-12
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-13
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-14
NJ,2005,0.25,A,2005-05-16
NJ,2005,0.25,A,2005-05-16
NJ,2005,0.25,A,2005-05-17
NJ,2005,0.25,A,2005-05-18
NJ,2005,0.25,A,2005-05-18
NJ,2005,0.25,A,2005-05-18
NJ,2005,0.25,A,2005-05-19
NJ,2005,0.25,A,2005-05-19
NJ,2005,0.25,A,2005-05-19
NJ,2005,0.25,A,2005-05-27
NJ,2005,0.25,A,2005-05-28
NJ,2005,0.25,A,2005-05-30
NJ,2005,0.25,A,2005-06-01
NJ,2005,0.25,A,2005-06-02
NJ,2005,0.25,A,2005-06-05
NJ,2005,0.25,A,2005-06-06
NJ,2005,0.25,A,2005-06-11
NJ,2005,0.25,A,2005-06-11
NJ,2005,0.25,A,2005-06-11
NJ,2005,0.25,A,2005-06-12
NJ,2005,0.25,A,2005-06-13
NJ,2005,0.25,A,2005-06-13
NJ,2005,0.25,A,2005-06-14
NJ,2005,0.25,A,2005-06-14
NJ,2005,0.25,A,2005-06-15
NJ,2005,0.25,A,2005-06-15
NJ,2005,0.25,A,2005-06-16
NJ,2005,0.25,A,2005-06-16
NJ,2005,0.25,A,2005-06-16
NJ,2005,0.25,A,2005-06-16
NJ,2005,0.25,A,2005-06-19
NJ,2005,0.25,A,2005-06-19
NJ,2005,0.25,A,2005-06-19
NJ,2005,0.25,A,2005-06-20
NJ,2005,0.25,A,2005-06-20
NJ,2005,0.25,A,2005-06-23
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-06-25
NJ,2005,0.25,A,2005-07-04
NJ,2005,0.25,A,2005-07-04
NJ,2005,0.25,A,2005-07-04
NJ,2005,0.25,A,2005-07-04
NJ,2005,0.25,A,2005-04-05
NJ,2005,0.25,A,2005-07-05
NJ,2005,0.25,A,2005-07-05
NJ,2005,0.25,A,2005-07-21
NJ,2005,0.25,A,2005-07-21
NJ,2005,0.25,A,2005-07-23
NJ,2005,0.25,A,2005-07-24
NJ,2005,0.25,A,2005-07-26
NJ,2005,0.25,A,2005-07-26
NJ,2005,0.25,A,2005-07-27
NJ,2005,0.25,A,2005-07-27
NJ,2005,0.25,A,2005-07-30
NJ,2005,0.25,A,2005-07-31
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-03
NJ,2005,0.25,A,2005-08-06
NJ,2005,0.25,A,2005-08-07
NJ,2005,0.25,A,2005-08-12
NJ,2005,0.25,A,2005-08-22
NJ,2005,0.25,A,2005-08-23
NJ,2005,0.25,A,2005-08-23
NJ,2005,0.25,A,2005-08-23
NJ,2005,0.25,A,2005-08-24
NJ,2005,0.25,A,2005-08-24
NJ,2005,0.25,A,2005-08-25
NJ,2005,0.25,A,2005-08-25
NJ,2005,0.25,A,2005-08-25
NJ,2005,0.25,A,2005-08-25
NJ,2005,0.25,A,2005-08-28
NJ,2005,0.25,A,2005-08-29
NJ,2005,0.25,A,2005-09-01
NJ,2005,0.25,A,2005-09-01
NJ,2005,0.25,A,2005-09-01
NJ,2005,0.25,A,2005-09-02
NJ,2005,0.25,A,2005-09-02
NJ,2005,0.25,A,2005-09-04
NJ,2005,0.25,A,2005-09-05
NJ,2005,0.25,A,2005-09-05
NJ,2005,0.25,A,2005-09-06
NJ,2005,0.25,A,2005-09-06
NJ,2005,0.25,A,2005-09-07
NJ,2005,0.25,A,2005-09-07
NJ,2005,0.25,A,2005-09-07
NJ,2005,0.25,A,2005-09-07
NJ,2005,0.25,A,2005-09-07
NJ,2005,0.25,A,2005-09-08
NJ,2005,0.25,A,2005-09-08
NJ,2005,0.25,A,2005-09-08
NJ,2005,0.25,A,2005-09-10
NJ,2005,0.25,A,2005-09-10
NJ,2005,0.25,A,2005-09-10
NJ,2005,0.25,A,2005-09-11
NJ,2005,0.25,A,2005-09-11
NJ,2005,0.25,A,2005-09-12
NJ,2005,0.25,A,2005-09-12
NJ,2005,0.25,A,2005-09-12
NJ,2005,0.25,A,2005-09-13
NJ,2005,0.25,A,2005-09-15
NJ,2005,0.25,A,2005-09-18
NJ,2005,0.25,A,2005-09-18
NJ,2005,0.25,A,2005-09-19
NJ,2005,0.25,A,2005-09-19
NJ,2005,0.25,A,2005-09-19
NJ,2005,0.25,A,2005-09-21
NJ,2005,0.25,A,2005-09-21
NJ,2005,0.25,A,2005-09-21
NJ,2005,0.25,A,2005-09-21
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-24
NJ,2005,0.25,A,2005-09-25
NJ,2005,0.25,A,2005-09-25
NJ,2005,0.25,A,2005-09-29
NJ,2005,0.25,A,2005-09-29
NJ,2005,0.25,A,2005-09-30
NJ,2005,0.25,A,2005-09-30
NJ,2005,0.25,A,2005-10-01
NJ,2005,0.25,A,2005-10-02
NJ,2005,0.25,A,2005-10-03
NJ,2005,0.25,A,2005-10-03
NJ,2005,0.25,A,2005-10-03
NJ,2005,0.25,A,2005-10-04
NJ,2005,0.25,A,2005-10-05
NJ,2005,0.25,A,2005-10-19
NJ,2005,0.25,A,2005-10-19
NJ,2005,0.25,A,2005-10-19
NJ,2005,0.25,A,2005-10-29
NJ,2005,0.25,A,2005-10-30
NJ,2005,0.25,A,2005-10-30
NJ,2005,0.25,A,2005-10-30
NJ,2005,0.25,A,2005-10-31
NJ,2005,0.25,A,2005-11-02
NJ,2005,0.25,A,2005-11-02
NJ,2005,0.25,A,2005-11-03
NJ,2005,0.25,A,2005-11-03
NJ,2005,0.25,A,2005-11-03
NJ,2005,0.25,A,2005-11-03
NJ,2005,0.25,A,2005-11-04
NJ,2005,0.25,A,2005-11-05
NJ,2005,0.25,A,2005-11-05
NJ,2005,0.25,A,2005-11-06
NJ,2005,0.25,A,2005-11-06
NJ,2005,0.25,A,2005-11-07
