STATE,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
SD,2012,0.25,A,2012-03-13
SD,2012,0.25,A,2012-04-04
SC,2012,9.0,B,2012-07-02
SC,2012,95.0,C,2012-07-03
PA,2012,0.25,A,2012-03-14
PA,2012,0.25,A,2012-03-23
PA,2012,0.25,A,2012-04-07
KY,2012,9.0,B,2012-06-29
WY,2012,0.25,A,2012-05-17
SD,2012,0.25,A,2012-07-24
NE,2012,0.25,A,2012-01-14
SD,2012,0.25,A,2012-08-04
SD,2012,0.25,A,2012-08-04
SD,2012,0.25,A,2012-08-11
NE,2012,95.0,C,2012-03-12
NE,2012,0.25,A,2012-03-25
NE,2012,0.25,A,2012-03-06
NE,2012,0.25,A,2012-03-20
NE,2012,0.25,A,2012-04-11
NE,2012,0.25,A,2012-03-08
SD,2012,0.25,A,2012-09-12
NE,2012,9.0,B,2012-04-14
NE,2012,0.25,A,2012-01-05
NE,2012,0.25,A,2012-02-26
PA,2012,0.25,A,2012-04-09
PA,2012,0.25,A,2012-04-30
NE,2012,0.25,A,2012-06-19
NE,2012,0.25,A,2012-06-22
NE,2012,0.25,A,2012-06-28
NE,2012,0.25,A,2012-06-30
NE,2012,9.7,B,2012-07-19
NE,2012,9.7,B,2012-07-20
NE,2012,0.25,A,2012-07-27
NE,2012,0.25,A,2012-07-04
NE,2012,0.25,A,2012-08-01
NE,2012,0.25,A,2012-07-10
NE,2012,0.25,A,2012-07-04
KY,2012,9.0,B,2012-11-11
NE,2012,0.25,A,2012-08-16
NE,2012,0.25,A,2012-07-02
NE,2012,0.25,A,2012-07-01
NE,2012,0.25,A,2012-10-07
NE,2012,0.25,A,2012-11-16
NE,2012,9.0,B,2012-11-19
NE,2012,0.25,A,2012-11-24
WY,2012,9.0,B,2012-06-05
PA,2012,0.25,A,2012-01-10
PA,2012,0.25,A,2012-03-12
PA,2012,0.25,A,2012-03-10
PA,2012,0.25,A,2012-03-12
PA,2012,0.25,A,2012-03-08
PA,2012,0.25,A,2012-03-14
PA,2012,0.25,A,2012-03-15
PA,2012,0.25,A,2012-03-17
PA,2012,0.25,A,2012-03-23
PA,2012,0.25,A,2012-04-06
PA,2012,0.25,A,2012-03-30
PA,2012,0.25,A,2012-03-14
PA,2012,0.25,A,2012-07-13
KY,2012,9.0,B,2012-07-30
PA,2012,0.25,A,2012-01-30
PA,2012,0.25,A,2012-02-14
PA,2012,0.25,A,2012-03-11
PA,2012,0.25,A,2012-03-12
PA,2012,0.25,A,2012-03-14
PA,2012,0.25,A,2012-03-19
PA,2012,0.25,A,2012-03-20
PA,2012,0.25,A,2012-03-29
PA,2012,0.25,A,2012-04-03
PA,2012,0.25,A,2012-04-04
PA,2012,0.25,A,2012-04-04
PA,2012,0.25,A,2012-04-09
PA,2012,0.25,A,2012-04-12
PA,2012,0.25,A,2012-04-14
PA,2012,0.25,A,2012-04-16
PA,2012,0.25,A,2012-04-16
PA,2012,0.25,A,2012-04-17
PA,2012,0.25,A,2012-02-25
PA,2012,0.25,A,2012-07-01
PA,2012,0.25,A,2012-07-04
PA,2012,0.25,A,2012-11-08
PA,2012,9.0,B,2012-03-13
PA,2012,9.0,B,2012-03-14
PA,2012,0.25,A,2012-03-18
PA,2012,0.25,A,2012-03-31
PA,2012,0.25,A,2012-04-09
PA,2012,0.25,A,2012-04-13
PA,2012,0.25,A,2012-04-16
PA,2012,0.25,A,2012-06-27
PA,2012,0.25,A,2012-10-15
PA,2012,0.25,A,2012-11-21
NH,2012,0.25,A,2012-02-13
NH,2012,0.25,A,2012-04-07
NH,2012,0.25,A,2012-04-05
NH,2012,0.25,A,2012-04-17
NH,2012,0.25,A,2012-04-16
NH,2012,0.25,A,2012-04-15
NH,2012,0.25,A,2012-04-17
NH,2012,0.25,A,2012-04-18
NH,2012,0.25,A,2012-04-16
NH,2012,0.25,A,2012-04-16
NH,2012,0.25,A,2012-04-12
NH,2012,0.25,A,2012-04-16
NH,2012,0.25,A,2012-04-18
NH,2012,0.25,A,2012-04-14
NH,2012,0.25,A,2012-04-21
NH,2012,0.25,A,2012-07-02
WV,2012,9.0,B,2012-03-11
WV,2012,9.0,B,2012-03-21
WV,2012,9.0,B,2012-04-10
WV,2012,97.0,C,2012-11-18
MI,2012,9.9,B,2012-10-06
FL,2012,8.8,B,2012-01-03
FL,2012,97.0,C,2012-01-31
FL,2012,8.9,B,2012-03-19
FL,2012,9.0,B,2012-03-21
FL,2012,9.6,B,2012-09-02
FL,2012,9.4,B,2012-04-04
FL,2012,9.0,B,2012-05-19
FL,2012,95.4,C,2012-04-02
FL,2012,9.0,B,2012-04-12
FL,2012,9.0,B,2012-11-03
FL,2012,99.8,C,2012-01-22
FL,2012,9.2,B,2012-02-04
FL,2012,8.7,B,2012-02-16
FL,2012,9.4,B,2012-03-23
FL,2012,9.7,B,2012-04-20
FL,2012,94.0,C,2012-04-30
MN,2012,0.25,A,2012-03-22
MN,2012,0.25,A,2012-04-08
MN,2012,0.25,A,2012-04-23
MN,2012,0.25,A,2012-04-29
MN,2012,0.25,A,2012-05-11
MN,2012,9.5,B,2012-05-14
MN,2012,0.25,A,2012-05-20
MN,2012,0.25,A,2012-07-10
MN,2012,0.25,A,2012-09-08
MN,2012,0.25,A,2012-09-12
MN,2012,0.25,A,2012-09-14
MN,2012,0.25,A,2012-09-15
MN,2012,0.25,A,2012-09-27
MN,2012,9.0,B,2012-10-02
MN,2012,0.25,A,2012-04-26
FL,2012,97.0,C,2012-05-25
MN,2012,97.0,C,2012-04-06
MN,2012,95.0,C,2012-04-08
MN,2012,0.25,A,2012-04-12
MN,2012,9.0,B,2012-05-05
MN,2012,94.0,C,2012-05-13
MN,2012,0.25,A,2012-06-30
MN,2012,0.25,A,2012-09-26
MN,2012,0.25,A,2012-03-19
MN,2012,0.25,A,2012-05-21
MN,2012,0.25,A,2012-05-21
FL,2012,9.0,B,2012-11-23
FL,2012,9.0,B,2012-02-22
MN,2012,0.25,A,2012-04-14
MN,2012,9.0,B,2012-10-07
MN,2012,0.25,A,2012-10-08
FL,2012,9.0,B,2012-03-06
MI,2012,96.0,C,2012-05-19
MI,2012,0.25,A,2012-04-25
MI,2012,0.25,A,2012-06-08
MN,2012,0.25,A,2012-03-17
MN,2012,0.25,A,2012-04-02
MN,2012,0.25,A,2012-09-30
MN,2012,0.25,A,2012-05-09
MN,2012,0.25,A,2012-10-03
MN,2012,0.25,A,2012-03-26
MN,2012,0.25,A,2012-04-03
MN,2012,0.25,A,2012-04-11
MN,2012,0.25,A,2012-04-11
MN,2012,0.25,A,2012-05-12
MN,2012,0.25,A,2012-07-02
MN,2012,0.25,A,2012-09-16
MN,2012,0.25,A,2012-04-03
MN,2012,0.25,A,2012-04-05
MN,2012,0.25,A,2012-05-02
MN,2012,0.25,A,2012-07-03
MN,2012,0.25,A,2012-10-15
MN,2012,0.25,A,2012-04-04
MN,2012,0.25,A,2012-04-11
MN,2012,0.25,A,2012-04-17
MN,2012,0.25,A,2012-04-27
MN,2012,0.25,A,2012-09-01
MN,2012,0.25,A,2012-09-25
MN,2012,0.25,A,2012-04-24
MN,2012,0.25,A,2012-04-05
MN,2012,0.25,A,2012-05-10
MI,2012,9.4,B,2012-04-11
MI,2012,9.3,B,2012-08-22
MI,2012,0.25,A,2012-08-28
MN,2012,9.4,B,2012-03-27
MN,2012,0.25,A,2012-04-06
MN,2012,9.7,B,2012-09-02
MN,2012,0.25,A,2012-09-11
MN,2012,0.25,A,2012-10-08
MN,2012,9.0,B,2012-10-08
MN,2012,0.25,A,2012-03-16
MN,2012,0.25,A,2012-03-17
MN,2012,0.25,A,2012-03-17
MN,2012,0.25,A,2012-04-06
MN,2012,0.25,A,2012-04-14
MN,2012,0.25,A,2012-04-26
MN,2012,0.25,A,2012-05-14
MN,2012,0.25,A,2012-10-22
MI,2012,9.5,B,2012-04-06
MI,2012,0.25,A,2012-09-02
MI,2012,9.7,B,2012-07-16
MI,2012,0.25,A,2012-08-29
MI,2012,9.3,B,2012-03-21
KY,2012,9.0,B,2012-03-20
KY,2012,95.0,C,2012-11-22
KY,2012,98.0,C,2012-12-01
OH,2012,0.25,A,2012-10-26
OH,2012,0.25,A,2012-03-11
ID,2012,0.25,A,2012-10-02
KY,2012,98.0,C,2012-11-11
WA,2012,0.25,A,2012-02-07
WA,2012,0.25,A,2012-04-09
WA,2012,0.25,A,2012-04-15
WA,2012,0.25,A,2012-04-23
WA,2012,0.25,A,2012-04-23
WA,2012,0.25,A,2012-05-08
WA,2012,0.25,A,2012-05-18
WA,2012,0.25,A,2012-05-19
WA,2012,0.25,A,2012-05-19
WA,2012,0.25,A,2012-05-20
WA,2012,0.25,A,2012-05-18
WA,2012,0.25,A,2012-05-31
WA,2012,0.25,A,2012-06-10
WA,2012,0.25,A,2012-06-16
WA,2012,0.25,A,2012-07-07
WA,2012,0.25,A,2012-07-11
WA,2012,0.25,A,2012-07-14
WA,2012,0.25,A,2012-07-15
WA,2012,0.25,A,2012-07-15
WA,2012,0.25,A,2012-07-13
WA,2012,0.25,A,2012-07-22
WA,2012,0.25,A,2012-07-18
WA,2012,0.25,A,2012-07-22
WA,2012,0.25,A,2012-07-19
WA,2012,0.25,A,2012-07-18
IL,2012,0.25,A,2012-02-27
WA,2012,0.25,A,2012-07-26
WA,2012,0.25,A,2012-07-29
WA,2012,0.25,A,2012-07-28
WA,2012,0.25,A,2012-08-04
WA,2012,0.25,A,2012-08-08
WA,2012,0.25,A,2012-08-11
WA,2012,0.25,A,2012-08-13
WA,2012,0.25,A,2012-08-15
WA,2012,0.25,A,2012-07-10
WA,2012,0.25,A,2012-08-19
WA,2012,0.25,A,2012-08-19
WA,2012,0.25,A,2012-08-19
WA,2012,0.25,A,2012-08-17
WA,2012,0.25,A,2012-08-17
WA,2012,0.25,A,2012-08-13
WA,2012,0.25,A,2012-08-23
WA,2012,0.25,A,2012-08-28
WA,2012,0.25,A,2012-08-28
WA,2012,0.25,A,2012-08-23
WA,2012,0.25,A,2012-09-01
WA,2012,0.25,A,2012-08-29
WA,2012,0.25,A,2012-09-01
WA,2012,0.25,A,2012-08-12
WA,2012,0.25,A,2012-09-05
WA,2012,0.25,A,2012-09-12
WA,2012,0.25,A,2012-09-13
WA,2012,0.25,A,2012-09-10
WA,2012,0.25,A,2012-09-07
WA,2012,0.25,A,2012-09-11
WA,2012,0.25,A,2012-08-24
WA,2012,0.25,A,2012-08-31
WA,2012,0.25,A,2012-09-02
WA,2012,0.25,A,2012-09-23
WA,2012,0.25,A,2012-09-06
WA,2012,0.25,A,2012-09-09
WA,2012,0.25,A,2012-09-14
WA,2012,9.3,B,2012-09-26
WA,2012,0.25,A,2012-09-25
WA,2012,0.25,A,2012-09-30
WA,2012,0.25,A,2012-08-25
WA,2012,0.25,A,2012-10-06
WA,2012,0.25,A,2012-10-05
WA,2012,0.25,A,2012-10-06
WA,2012,0.25,A,2012-10-07
WA,2012,0.25,A,2012-10-12
WA,2012,0.25,A,2012-10-07
WA,2012,0.25,A,2012-09-09
OH,2012,0.25,A,2012-06-25
WY,2012,9.0,B,2012-07-12
OH,2012,0.25,A,2012-05-05
ID,2012,0.25,A,2012-08-26
WY,2012,9.0,B,2012-07-14
WY,2012,9.0,B,2012-07-15
OH,2012,0.25,A,2012-01-06
OH,2012,0.25,A,2012-11-10
NV,2012,0.25,A,2012-06-28
NV,2012,0.25,A,2012-07-12
OH,2012,0.25,A,2012-02-28
OH,2012,0.25,A,2012-02-23
OH,2012,0.25,A,2012-02-20
ID,2012,8.9,B,2012-07-09
ID,2012,0.25,A,2012-10-01
WI,2012,94.3,C,2012-03-20
WY,2012,8.6,B,2012-07-31
WI,2012,8.9,B,2012-10-31
MD,2012,9.7,B,2012-04-07
WY,2012,99.5,C,2012-08-05
MD,2012,8.6,B,2012-07-02
AL,2012,96.0,C,2012-03-18
AL,2012,9.0,B,2012-03-20
AL,2012,9.0,B,2012-04-30
AL,2012,95.0,C,2012-06-02
AL,2012,9.0,B,2012-06-24
AL,2012,9.0,B,2012-06-29
AL,2012,9.0,B,2012-06-30
AL,2012,9.0,B,2012-06-30
AL,2012,97.0,C,2012-07-03
AL,2012,9.0,B,2012-09-16
AL,2012,99.0,C,2012-10-28
AL,2012,9.0,B,2012-10-29
AL,2012,98.0,C,2012-11-24
AL,2012,9.0,B,2012-12-02
CT,2012,0.25,A,2012-04-24
IL,2012,0.25,A,2012-07-09
CT,2012,0.25,A,2012-03-18
CT,2012,0.25,A,2012-02-28
OH,2012,0.25,A,2012-02-28
OH,2012,0.25,A,2012-08-30
OH,2012,0.25,A,2012-11-30
KY,2012,95.0,C,2012-10-25
OH,2012,0.25,A,2012-07-07
KY,2012,95.0,C,2012-10-23
CT,2012,0.25,A,2012-04-13
WY,2012,9.0,B,2012-09-24
CT,2012,0.25,A,2012-04-17
CT,2012,0.25,A,2012-04-04
KY,2012,97.0,C,2012-10-31
KY,2012,9.0,B,2012-11-16
UT,2012,0.25,A,2012-01-12
UT,2012,0.25,A,2012-01-19
UT,2012,0.25,A,2012-03-24
UT,2012,9.0,B,2012-04-09
UT,2012,0.25,A,2012-04-10
UT,2012,0.25,A,2012-04-09
UT,2012,0.25,A,2012-04-20
UT,2012,0.25,A,2012-05-12
UT,2012,0.25,A,2012-05-16
UT,2012,0.25,A,2012-05-12
UT,2012,0.25,A,2012-05-29
UT,2012,0.25,A,2012-05-28
UT,2012,0.25,A,2012-05-22
UT,2012,0.25,A,2012-06-12
UT,2012,0.25,A,2012-06-04
UT,2012,0.25,A,2012-06-11
UT,2012,0.25,A,2012-06-11
UT,2012,0.25,A,2012-06-16
UT,2012,0.25,A,2012-06-13
UT,2012,0.25,A,2012-06-16
UT,2012,0.25,A,2012-06-24
UT,2012,0.25,A,2012-06-21
UT,2012,0.25,A,2012-06-15
UT,2012,0.25,A,2012-06-18
UT,2012,0.25,A,2012-06-27
UT,2012,0.25,A,2012-06-25
UT,2012,0.25,A,2012-06-24
UT,2012,0.25,A,2012-07-10
UT,2012,0.25,A,2012-07-22
OH,2012,0.25,A,2012-10-26
OH,2012,0.25,A,2012-11-10
ID,2012,0.25,A,2012-09-09
UT,2012,0.25,A,2012-06-05
UT,2012,0.25,A,2012-06-17
KY,2012,9.0,B,2012-03-06
UT,2012,0.25,A,2012-07-27
UT,2012,0.25,A,2012-07-21
UT,2012,0.25,A,2012-07-16
UT,2012,8.7,B,2012-07-22
UT,2012,0.25,A,2012-08-10
UT,2012,0.25,A,2012-08-06
OH,2012,0.25,A,2012-05-26
OH,2012,0.25,A,2012-07-04
OH,2012,0.25,A,2012-04-08
WI,2012,9.0,B,2012-03-16
UT,2012,0.25,A,2012-08-23
UT,2012,0.25,A,2012-08-12
UT,2012,0.25,A,2012-08-31
UT,2012,0.25,A,2012-08-30
UT,2012,0.25,A,2012-09-03
UT,2012,0.25,A,2012-09-02
UT,2012,0.25,A,2012-08-04
UT,2012,0.25,A,2012-09-01
UT,2012,0.25,A,2012-09-01
UT,2012,0.25,A,2012-09-19
UT,2012,0.25,A,2012-09-13
UT,2012,0.25,A,2012-08-12
UT,2012,0.25,A,2012-10-03
UT,2012,0.25,A,2012-10-20
UT,2012,0.25,A,2012-10-21
UT,2012,0.25,A,2012-07-21
UT,2012,0.25,A,2012-04-22
IL,2012,9.0,B,2012-03-07
KY,2012,0.25,A,2012-03-11
KY,2012,0.25,A,2012-03-13
KY,2012,0.25,A,2012-03-13
KY,2012,0.25,A,2012-06-29
WI,2012,8.6,B,2012-04-28
KY,2012,0.25,A,2012-10-17
KY,2012,0.25,A,2012-11-11
SD,2012,0.25,A,2012-02-04
SD,2012,0.25,A,2012-01-05
SD,2012,0.25,A,2012-01-23
SD,2012,0.25,A,2012-03-14
LA,2012,0.25,A,2012-01-14
LA,2012,0.25,A,2012-01-01
LA,2012,0.25,A,2012-02-15
SD,2012,0.25,A,2012-03-24
LA,2012,0.25,A,2012-02-25
LA,2012,0.25,A,2012-03-04
LA,2012,9.7,B,2012-03-05
LA,2012,0.25,A,2012-01-14
LA,2012,0.25,A,2012-01-15
LA,2012,0.25,A,2012-01-20
LA,2012,0.25,A,2012-02-23
LA,2012,0.25,A,2012-04-29
LA,2012,0.25,A,2012-03-04
LA,2012,0.25,A,2012-03-04
LA,2012,0.25,A,2012-02-22
LA,2012,0.25,A,2012-02-23
LA,2012,0.25,A,2012-03-17
LA,2012,0.25,A,2012-04-19
LA,2012,0.25,A,2012-04-23
LA,2012,0.25,A,2012-04-26
LA,2012,0.25,A,2012-04-28
SD,2012,0.25,A,2012-03-27
LA,2012,0.25,A,2012-03-16
LA,2012,9.4,B,2012-04-25
LA,2012,9.5,B,2012-01-02
LA,2012,0.25,A,2012-05-19
LA,2012,9.2,B,2012-02-09
LA,2012,0.25,A,2012-05-23
LA,2012,0.25,A,2012-05-30
LA,2012,0.25,A,2012-06-05
LA,2012,0.25,A,2012-05-25
LA,2012,8.64,B,2012-06-06
SD,2012,0.25,A,2012-04-02
LA,2012,0.25,A,2012-06-01
LA,2012,0.25,A,2012-05-28
LA,2012,0.25,A,2012-05-02
LA,2012,0.25,A,2012-03-07
LA,2012,0.25,A,2012-06-19
SD,2012,0.25,A,2012-04-04
LA,2012,0.25,A,2012-06-02
LA,2012,0.25,A,2012-06-02
LA,2012,0.25,A,2012-06-28
LA,2012,0.25,A,2012-06-04
LA,2012,8.9,B,2012-06-21
LA,2012,0.25,A,2012-06-30
SD,2012,0.25,A,2012-01-07
LA,2012,0.25,A,2012-07-05
LA,2012,9.7,B,2012-07-03
LA,2012,0.25,A,2012-07-02
LA,2012,0.25,A,2012-07-04
LA,2012,0.25,A,2012-06-16
LA,2012,8.7,B,2012-07-05
LA,2012,0.25,A,2012-07-05
LA,2012,0.25,A,2012-07-06
LA,2012,0.25,A,2012-07-05
LA,2012,0.25,A,2012-07-26
LA,2012,9.9,B,2012-07-30
LA,2012,9.4,B,2012-07-31
LA,2012,0.25,A,2012-06-25
LA,2012,0.25,A,2012-07-05
LA,2012,0.25,A,2012-08-14
LA,2012,0.25,A,2012-08-14
LA,2012,0.25,A,2012-08-16
LA,2012,0.25,A,2012-07-06
LA,2012,0.25,A,2012-08-14
LA,2012,9.6,B,2012-08-15
LA,2012,0.25,A,2012-09-25
LA,2012,9.7,B,2012-09-10
LA,2012,0.25,A,2012-09-13
LA,2012,0.25,A,2012-09-13
LA,2012,9.3,B,2012-10-13
LA,2012,0.25,A,2012-10-18
LA,2012,0.25,A,2012-10-19
LA,2012,0.25,A,2012-10-28
LA,2012,0.25,A,2012-10-27
LA,2012,0.25,A,2012-11-01
LA,2012,0.25,A,2012-11-06
LA,2012,9.6,B,2012-10-31
LA,2012,0.25,A,2012-11-10
LA,2012,0.25,A,2012-11-01
LA,2012,0.25,A,2012-11-02
LA,2012,0.25,A,2012-11-07
LA,2012,0.25,A,2012-11-10
LA,2012,0.25,A,2012-11-11
LA,2012,0.25,A,2012-11-24
LA,2012,0.25,A,2012-11-05
LA,2012,0.25,A,2012-12-02
LA,2012,0.25,A,2012-12-03
SD,2012,96.0,C,2012-03-30
LA,2012,0.25,A,2012-12-19
LA,2012,0.25,A,2012-12-19
LA,2012,0.25,A,2012-12-14
LA,2012,0.25,A,2012-10-27
LA,2012,9.3,B,2012-12-21
LA,2012,0.25,A,2012-12-01
LA,2012,0.25,A,2012-11-04
LA,2012,8.8,B,2012-11-04
LA,2012,0.25,A,2012-12-06
LA,2012,0.25,A,2012-03-06
LA,2012,0.25,A,2012-08-08
LA,2012,0.25,A,2012-07-05
LA,2012,0.25,A,2012-09-21
LA,2012,0.25,A,2012-09-20
SD,2012,9.61,B,2012-04-09
SD,2012,96.0,C,2012-03-24
SD,2012,0.25,A,2012-04-29
SD,2012,0.25,A,2012-04-10
SD,2012,0.25,A,2012-02-14
SD,2012,0.25,A,2012-05-15
SD,2012,9.0,B,2012-05-22
SD,2012,9.0,B,2012-03-31
SD,2012,0.25,A,2012-06-05
SD,2012,0.25,A,2012-06-05
SD,2012,9.0,B,2012-06-15
SD,2012,0.25,A,2012-06-26
SD,2012,0.25,A,2012-07-03
ID,2012,0.25,A,2012-06-03
ID,2012,0.25,A,2012-07-17
ID,2012,0.25,A,2012-09-09
ID,2012,0.25,A,2012-10-10
SD,2012,0.25,A,2012-05-14
SD,2012,0.25,A,2012-01-06
SD,2012,0.25,A,2012-07-12
SD,2012,288.1,D,2012-07-13
ID,2012,0.25,A,2012-08-31
SD,2012,0.25,A,2012-07-18
SD,2012,9.0,B,2012-07-03
SD,2012,0.25,A,2012-07-02
NJ,2012,0.25,A,2012-01-07
NJ,2012,0.25,A,2012-01-07
NJ,2012,0.25,A,2012-01-07
NJ,2012,0.25,A,2012-01-07
NJ,2012,0.25,A,2012-01-09
NJ,2012,0.25,A,2012-01-20
NJ,2012,0.25,A,2012-01-31
NJ,2012,0.25,A,2012-01-31
NJ,2012,0.25,A,2012-01-31
NJ,2012,0.25,A,2012-01-31
NJ,2012,0.25,A,2012-02-07
NJ,2012,0.25,A,2012-02-10
NJ,2012,0.25,A,2012-02-10
NJ,2012,0.25,A,2012-02-10
NJ,2012,0.25,A,2012-02-20
NJ,2012,0.25,A,2012-02-23
NJ,2012,0.25,A,2012-02-22
NJ,2012,0.25,A,2012-02-23
NJ,2012,0.25,A,2012-02-23
NJ,2012,0.25,A,2012-02-25
NJ,2012,0.25,A,2012-02-26
NJ,2012,0.25,A,2012-02-26
NJ,2012,0.25,A,2012-02-27
NJ,2012,0.25,A,2012-02-28
NJ,2012,0.25,A,2012-02-29
NJ,2012,0.25,A,2012-03-03
NJ,2012,0.25,A,2012-03-05
NJ,2012,0.25,A,2012-03-05
NJ,2012,0.25,A,2012-03-06
NJ,2012,0.25,A,2012-03-07
NJ,2012,0.25,A,2012-03-07
NJ,2012,0.25,A,2012-03-07
NJ,2012,0.25,A,2012-03-07
NJ,2012,0.25,A,2012-03-07
NJ,2012,0.25,A,2012-03-08
NJ,2012,0.25,A,2012-03-08
NJ,2012,0.25,A,2012-03-08
NJ,2012,0.25,A,2012-03-09
NJ,2012,0.25,A,2012-03-09
NJ,2012,0.25,A,2012-03-09
NJ,2012,0.25,A,2012-03-09
NJ,2012,0.25,A,2012-03-10
NJ,2012,0.25,A,2012-03-10
NJ,2012,0.25,A,2012-03-10
NJ,2012,0.25,A,2012-03-11
NJ,2012,0.25,A,2012-03-11
NJ,2012,0.25,A,2012-03-11
NJ,2012,0.25,A,2012-03-11
NJ,2012,0.25,A,2012-03-11
NJ,2012,0.25,A,2012-03-11
NJ,2012,0.25,A,2012-03-12
NJ,2012,0.25,A,2012-03-12
NJ,2012,0.25,A,2012-03-12
NJ,2012,0.25,A,2012-03-13
NJ,2012,0.25,A,2012-03-14
NJ,2012,0.25,A,2012-03-14
NJ,2012,0.25,A,2012-03-14
NJ,2012,0.25,A,2012-03-14
NJ,2012,0.25,A,2012-03-15
NJ,2012,0.25,A,2012-03-17
NJ,2012,0.25,A,2012-03-17
NJ,2012,0.25,A,2012-03-18
NJ,2012,0.25,A,2012-03-19
NJ,2012,0.25,A,2012-03-19
NJ,2012,0.25,A,2012-03-19
NJ,2012,0.25,A,2012-03-20
NJ,2012,0.25,A,2012-03-22
NJ,2012,0.25,A,2012-03-22
NJ,2012,0.25,A,2012-03-23
NJ,2012,0.25,A,2012-03-24
NJ,2012,0.25,A,2012-03-24
NJ,2012,0.25,A,2012-03-24
NJ,2012,0.25,A,2012-03-24
NJ,2012,0.25,A,2012-03-25
NJ,2012,0.25,A,2012-03-26
NJ,2012,0.25,A,2012-03-26
NJ,2012,0.25,A,2012-03-26
NJ,2012,0.25,A,2012-03-26
NJ,2012,0.25,A,2012-03-26
NJ,2012,0.25,A,2012-03-27
NJ,2012,0.25,A,2012-03-27
NJ,2012,0.25,A,2012-03-28
NJ,2012,0.25,A,2012-03-28
NJ,2012,0.25,A,2012-03-28
NJ,2012,0.25,A,2012-03-29
NJ,2012,0.25,A,2012-03-30
NJ,2012,0.25,A,2012-03-30
NJ,2012,0.25,A,2012-03-30
NJ,2012,0.25,A,2012-04-03
NJ,2012,0.25,A,2012-04-03
NJ,2012,0.25,A,2012-04-04
NJ,2012,0.25,A,2012-04-04
NJ,2012,0.25,A,2012-04-04
NJ,2012,0.25,A,2012-04-04
NJ,2012,0.25,A,2012-04-05
NJ,2012,0.25,A,2012-04-06
NJ,2012,0.25,A,2012-04-06
NJ,2012,0.25,A,2012-04-06
NJ,2012,0.25,A,2012-04-06
NJ,2012,0.25,A,2012-04-06
NJ,2012,0.25,A,2012-04-06
NJ,2012,0.25,A,2012-04-07
NJ,2012,0.25,A,2012-04-07
NJ,2012,0.25,A,2012-04-07
NJ,2012,0.25,A,2012-04-07
NJ,2012,0.25,A,2012-04-07
NJ,2012,0.25,A,2012-04-08
NJ,2012,0.25,A,2012-04-08
NJ,2012,0.25,A,2012-04-08
NJ,2012,0.25,A,2012-04-08
NJ,2012,0.25,A,2012-04-08
NJ,2012,0.25,A,2012-04-08
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-22
NJ,2012,0.25,A,2012-04-09
NJ,2012,0.25,A,2012-04-09
NJ,2012,9.0,B,2012-04-09
NJ,2012,0.25,A,2012-04-10
NJ,2012,0.25,A,2012-04-10
NJ,2012,0.25,A,2012-04-10
NJ,2012,0.25,A,2012-04-11
NJ,2012,0.25,A,2012-04-11
NJ,2012,0.25,A,2012-04-11
NJ,2012,0.25,A,2012-04-11
NJ,2012,0.25,A,2012-04-11
NJ,2012,0.25,A,2012-04-12
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-13
NJ,2012,0.25,A,2012-04-14
NJ,2012,0.25,A,2012-04-14
NJ,2012,0.25,A,2012-04-14
NJ,2012,0.25,A,2012-04-14
NJ,2012,0.25,A,2012-04-14
NJ,2012,0.25,A,2012-04-15
NJ,2012,0.25,A,2012-04-15
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-16
NJ,2012,0.25,A,2012-04-17
NJ,2012,0.25,A,2012-04-17
NJ,2012,0.25,A,2012-04-17
NJ,2012,0.25,A,2012-04-17
NJ,2012,0.25,A,2012-04-19
NJ,2012,0.25,A,2012-04-20
NJ,2012,0.25,A,2012-04-21
NJ,2012,0.25,A,2012-04-21
NJ,2012,0.25,A,2012-04-21
NJ,2012,0.25,A,2012-04-21
NJ,2012,0.25,A,2012-04-21
NJ,2012,0.25,A,2012-04-21
NJ,2012,0.25,A,2012-04-27
NJ,2012,0.25,A,2012-04-28
NJ,2012,0.25,A,2012-04-28
NJ,2012,0.25,A,2012-04-29
NJ,2012,0.25,A,2012-04-30
NJ,2012,0.25,A,2012-05-31
NJ,2012,0.25,A,2012-06-08
NJ,2012,0.25,A,2012-07-01
