STATE,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
TX,0.25,A,2008/1/2
TX,0.25,A,2008/1/3
TX,0.25,A,2008/1/15
TX,0.25,A,2008/2/2
TX,0.25,A,2008/4/15
TX,0.25,A,2008/4/19
TX,0.25,A,2008/3/14
TX,0.25,A,2008/2/17
TX,0.25,A,2008/2/26
TX,0.25,A,2008/3/24
TX,0.25,A,2008/4/16
TX,0.25,A,2008/3/4
TX,0.25,A,2008/2/9
TX,0.25,A,2008/2/25
TX,0.25,A,2008/4/29
TX,0.25,A,2008/3/16
TX,0.25,A,2008/3/23
TX,0.25,A,2008/4/25
TX,0.25,A,2008/4/30
TX,0.25,A,2008/4/28
TX,0.25,A,2008/4/29
TX,0.25,A,2008/3/22
TX,0.25,A,2008/5/1
TX,0.25,A,2008/3/24
TX,0.25,A,2008/4/30
TX,0.25,A,2008/1/11
TX,0.25,A,2008/5/3
TX,0.25,A,2008/1/1
TX,0.25,A,2008/2/15
TX,0.25,A,2008/5/2
TX,0.25,A,2008/5/10
TX,0.25,A,2008/5/4
TX,0.25,A,2008/3/6
TX,0.25,A,2008/1/3
TX,0.25,A,2008/4/24
TX,0.25,A,2008/5/19
TX,0.25,A,2008/5/18
TX,0.25,A,2008/5/17
TX,0.25,A,2008/5/16
TX,0.25,A,2008/5/18
TX,0.25,A,2008/3/22
TX,0.25,A,2008/5/18
TX,0.25,A,2008/5/17
TX,0.25,A,2008/5/11
TX,0.25,A,2008/5/26
TX,0.25,A,2008/5/21
TX,0.25,A,2008/5/19
TX,0.25,A,2008/5/23
TX,0.25,A,2008/5/29
TX,0.25,A,2008/5/29
TX,0.25,A,2008/5/19
TX,0.25,A,2008/5/30
TX,0.25,A,2008/5/29
TX,0.25,A,2008/6/3
TX,0.25,A,2008/5/20
TX,0.25,A,2008/6/3
TX,0.25,A,2008/5/30
TX,0.25,A,2008/5/17
TX,0.25,A,2008/6/5
TX,0.25,A,2008/6/5
TX,0.25,A,2008/6/6
TX,0.25,A,2008/5/31
TX,0.25,A,2008/5/21
TX,0.25,A,2008/6/5
TX,0.25,A,2008/4/8
TX,0.25,A,2008/6/8
TX,0.25,A,2008/1/29
TX,0.25,A,2008/1/29
TX,0.25,A,2008/6/10
TX,0.25,A,2008/6/11
TX,0.25,A,2008/6/16
TX,0.25,A,2008/6/16
TX,0.25,A,2008/5/19
TX,0.25,A,2008/6/11
TX,0.25,A,2008/6/3
TX,0.25,A,2008/6/10
TX,0.25,A,2008/5/3
TX,0.25,A,2008/6/23
TX,0.25,A,2008/6/23
TX,0.25,A,2008/6/23
TX,0.25,A,2008/6/24
TX,0.25,A,2008/2/25
TX,0.25,A,2008/5/2
TX,0.25,A,2008/6/23
TX,0.25,A,2008/6/3
TX,0.25,A,2008/6/3
TX,0.25,A,2008/6/28
TX,0.25,A,2008/6/23
TX,0.25,A,2008/6/16
TX,0.25,A,2008/6/7
TX,0.25,A,2008/6/17
TX,0.25,A,2008/7/1
TX,0.25,A,2008/7/1
TX,0.25,A,2008/6/27
TX,0.25,A,2008/6/27
TX,0.25,A,2008/6/25
TX,0.25,A,2008/6/30
TX,0.25,A,2008/7/3
TX,0.25,A,2008/6/23
TX,0.25,A,2008/6/23
TX,0.25,A,2008/7/4
TX,0.25,A,2008/5/31
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/3
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/6
TX,0.25,A,2008/6/4
TX,0.25,A,2008/6/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/5/31
TX,0.25,A,2008/6/18
TX,0.25,A,2008/7/7
TX,0.25,A,2008/6/23
TX,0.25,A,2008/7/4
TX,0.25,A,2008/6/16
TX,0.25,A,2008/6/28
TX,0.25,A,2008/6/29
TX,0.25,A,2008/7/3
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/4
TX,0.25,A,2008/6/28
TX,0.25,A,2008/6/28
TX,0.25,A,2008/7/5
TX,0.25,A,2008/6/23
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/3
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/2
TX,0.25,A,2008/7/11
TX,0.25,A,2008/5/18
TX,0.25,A,2008/5/1
TX,0.25,A,2008/4/8
TX,0.25,A,2008/4/8
TX,0.25,A,2008/5/20
TX,0.25,A,2008/6/15
TX,0.25,A,2008/5/31
TX,0.25,A,2008/7/13
TX,0.25,A,2008/7/12
TX,0.25,A,2008/1/12
TX,0.25,A,2008/7/5
TX,0.25,A,2008/7/5
TX,0.25,A,2008/7/8
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/9
TX,0.25,A,2008/7/4
TX,0.25,A,2008/4/19
TX,0.25,A,2008/6/5
TX,0.25,A,2008/2/2
TX,0.25,A,2008/7/18
TX,0.25,A,2008/7/13
TX,0.25,A,2008/7/16
TX,0.25,A,2008/5/8
TX,0.25,A,2008/6/18
TX,0.25,A,2008/5/1
TX,0.25,A,2008/6/3
TX,0.25,A,2008/4/18
TX,0.25,A,2008/4/15
TX,0.25,A,2008/6/2
TX,0.25,A,2008/6/18
TX,0.25,A,2008/7/25
TX,0.25,A,2008/3/16
TX,0.25,A,2008/3/22
TX,0.25,A,2008/7/26
TX,0.25,A,2008/6/5
TX,0.25,A,2008/7/17
TX,0.25,A,2008/7/18
TX,0.25,A,2008/7/20
TX,0.25,A,2008/7/26
TX,0.25,A,2008/7/28
TX,0.25,A,2008/7/17
TX,0.25,A,2008/7/28
TX,0.25,A,2008/7/23
TX,0.25,A,2008/7/9
TX,0.25,A,2008/7/29
TX,0.25,A,2008/7/27
TX,0.25,A,2008/7/26
TX,0.25,A,2008/7/19
TX,0.25,A,2008/7/31
TX,0.25,A,2008/7/21
TX,0.25,A,2008/7/5
TX,0.25,A,2008/7/7
TX,0.25,A,2008/7/7
TX,0.25,A,2008/7/31
TX,0.25,A,2008/7/16
TX,0.25,A,2008/7/19
TX,0.25,A,2008/7/26
TX,0.25,A,2008/7/27
TX,0.25,A,2008/7/28
TX,0.25,A,2008/6/5
TX,0.25,A,2008/8/1
TX,0.25,A,2008/7/17
TX,0.25,A,2008/8/1
TX,0.25,A,2008/7/19
TX,0.25,A,2008/8/4
TX,0.25,A,2008/8/4
TX,0.25,A,2008/7/29
TX,0.25,A,2008/7/30
TX,0.25,A,2008/7/2
TX,0.25,A,2008/7/31
TX,0.25,A,2008/7/26
TX,0.25,A,2008/7/26
TX,0.25,A,2008/7/27
TX,0.25,A,2008/7/28
TX,0.25,A,2008/8/5
TX,0.25,A,2008/8/5
TX,0.25,A,2008/8/5
TX,0.25,A,2008/8/4
TX,0.25,A,2008/8/6
TX,0.25,A,2008/4/30
TX,0.25,A,2008/4/15
TX,0.25,A,2008/4/12
TX,0.25,A,2008/8/3
TX,0.25,A,2007/1/11
TX,0.25,A,2008/7/20
TX,0.25,A,2008/7/15
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/31
TX,0.25,A,2008/7/28
TX,0.25,A,2008/4/20
TX,0.25,A,2008/6/16
TX,0.25,A,2008/6/14
TX,0.25,A,2008/6/8
TX,0.25,A,2008/7/25
TX,0.25,A,2008/7/21
TX,0.25,A,2008/8/10
TX,0.25,A,2008/7/1
TX,0.25,A,2008/8/4
TX,0.25,A,2008/8/7
TX,0.25,A,2008/2/23
TX,0.25,A,2008/2/27
TX,0.25,A,2008/7/20
TX,0.25,A,2008/7/29
TX,0.25,A,2008/8/9
TX,0.25,A,2008/8/2
TX,0.25,A,2008/8/8
TX,0.25,A,2008/4/14
TX,0.25,A,2008/8/12
TX,0.25,A,2008/8/10
TX,0.25,A,2008/8/8
TX,0.25,A,2008/7/16
TX,0.25,A,2008/7/16
TX,0.25,A,2008/7/16
TX,0.25,A,2008/7/16
TX,0.25,A,2008/7/31
TX,0.25,A,2008/8/28
TX,0.25,A,2008/8/13
TX,0.25,A,2008/8/27
TX,0.25,A,2008/9/12
TX,0.25,A,2008/8/14
TX,0.25,A,2008/7/31
TX,0.25,A,2008/8/27
TX,0.25,A,2008/8/7
TX,0.25,A,2008/8/8
TX,0.25,A,2008/8/10
TX,0.25,A,2008/8/16
TX,0.25,A,2008/8/30
TX,0.25,A,2008/8/14
TX,0.25,A,2008/8/31
TX,0.25,A,2008/8/1
TX,0.25,A,2008/8/20
TX,0.25,A,2008/9/3
TX,0.25,A,2008/6/28
TX,0.25,A,2008/8/14
TX,0.25,A,2008/7/20
TX,0.25,A,2008/8/30
TX,0.25,A,2008/9/10
TX,0.25,A,2008/9/4
TX,0.25,A,2008/7/10
TX,0.25,A,2008/9/17
TX,0.25,A,2008/1/5
TX,0.25,A,2008/1/8
TX,0.25,A,2008/9/16
TX,0.25,A,2008/9/24
TX,0.25,A,2008/9/24
TX,0.25,A,2008/9/25
TX,0.25,A,2008/7/6
TX,0.25,A,2008/7/31
TX,0.25,A,2008/8/10
TX,0.25,A,2008/8/3
TX,0.25,A,2008/8/3
TX,0.25,A,2008/9/19
TX,0.25,A,2008/9/5
TX,0.25,A,2008/7/4
TX,0.25,A,2008/9/15
TX,0.25,A,2008/9/26
TX,0.25,A,2008/10/3
TX,0.25,A,2008/9/17
TX,0.25,A,2008/1/18
TX,0.25,A,2008/1/29
TX,0.25,A,2008/1/29
TX,0.25,A,2008/10/2
TX,0.25,A,2008/4/28
TX,0.25,A,2008/6/21
TX,0.25,A,2008/6/28
TX,0.25,A,2008/6/28
TX,0.25,A,2008/10/2
TX,0.25,A,2008/4/4
TX,0.25,A,2008/9/25
TX,0.25,A,2008/9/28
TX,0.25,A,2008/10/10
TX,0.25,A,2008/10/9
TX,0.25,A,2008/10/12
TX,0.25,A,2008/9/23
TX,0.25,A,2008/9/24
TX,0.25,A,2008/9/27
TX,0.25,A,2008/9/30
TX,0.25,A,2008/9/29
TX,0.25,A,2008/9/27
TX,0.25,A,2008/9/25
TX,0.25,A,2008/10/12
TX,0.25,A,2008/10/4
TX,0.25,A,2008/9/2
TX,0.25,A,2008/9/1
TX,0.25,A,2008/6/17
TX,0.25,A,2008/6/14
TX,0.25,A,2008/10/2
TX,0.25,A,2008/10/3
TX,0.25,A,2008/10/4
TX,0.25,A,2008/3/5
TX,0.25,A,2007/12/25
TX,9.6,B,2008/10/2
TX,0.25,A,2008/5/17
TX,0.25,A,2008/3/12
TX,0.25,A,2008/7/15
TX,0.25,A,2008/8/31
TX,0.25,A,2008/9/20
TX,0.25,A,2008/8/8
TX,0.25,A,2008/8/8
TX,0.25,A,2008/8/17
TX,0.25,A,2008/10/8
TX,0.25,A,2008/10/19
TX,0.25,A,2008/10/26
TX,0.25,A,2008/10/30
TX,0.25,A,2008/10/11
TX,0.25,A,2008/1/2
TX,0.25,A,2008/1/12
TX,0.25,A,2008/2/7
TX,0.25,A,2008/10/28
TX,0.25,A,2008/3/12
TX,0.25,A,2008/9/20
TX,0.25,A,2008/10/24
TX,0.25,A,2008/10/26
TX,0.25,A,2008/10/27
TX,0.25,A,2008/10/30
TX,0.25,A,2008/8/13
TX,0.25,A,2008/9/2
TX,0.25,A,2008/6/14
TX,0.25,A,2008/10/31
TX,0.25,A,2008/11/7
TX,0.25,A,2008/11/5
TX,0.25,A,2008/11/7
TX,0.25,A,2008/11/9
TX,0.25,A,2008/11/7
TX,0.25,A,2008/10/5
TX,0.25,A,2008/11/7
TX,0.25,A,2008/10/5
TX,0.25,A,2008/2/22
TX,0.25,A,2008/10/26
TX,0.25,A,2008/10/3
TX,0.25,A,2008/11/5
TX,0.25,A,2008/1/20
TX,0.25,A,2008/11/19
TX,0.25,A,2008/2/8
TX,0.25,A,2008/11/21
TX,0.25,A,2008/11/14
TX,0.25,A,2008/2/7
TX,0.25,A,2008/7/29
TX,0.25,A,2008/11/27
TX,0.25,A,2008/7/4
TX,0.25,A,2008/11/29
TX,0.25,A,2008/11/3
TX,0.25,A,2008/12/7
TX,0.25,A,2008/6/23
TX,0.25,A,2008/11/24
TX,0.25,A,2008/12/6
TX,0.25,A,2008/7/19
TX,0.25,A,2008/3/8
TX,0.25,A,2008/6/24
TX,0.25,A,2008/6/21
TX,0.25,A,2008/6/21
TX,0.25,A,2008/11/21
TX,0.25,A,2008/2/3
TX,0.25,A,2008/2/3
TX,0.25,A,2008/9/24
TX,0.25,A,2007/2/19
TX,0.25,A,2008/11/16
TX,0.25,A,2007/6/13
TX,0.25,A,2007/12/24
TX,0.25,A,2008/12/14
TX,99,C,2008/1/6
TX,220000,G,2008/2/25
TX,99,C,2008/3/20
TX,99,C,2008/8/10
TX,0.25,A,2008/12/1
TX,0.25,A,2008/12/8
TX,0.25,A,2008/12/7
TX,0.25,A,2008/12/2
TX,0.25,A,2008/11/25
TX,0.25,A,2008/10/15
TX,0.25,A,2008/12/8
TX,0.25,A,2008/3/12
TX,0.25,A,2008/10/26
TX,0.25,A,2008/12/20
TX,0.25,A,2008/12/20
TX,0.25,A,2008/12/5
TX,0.25,A,2008/12/7
TX,0.25,A,2008/12/9
TX,0.25,A,2008/12/11
TX,0.25,A,2008/12/18
TX,0.25,A,2008/12/21
TX,0.25,A,2008/12/11
TX,0.25,A,2008/12/13
TX,0.25,A,2008/12/18
TX,0.25,A,2008/12/21
TX,0.25,A,2008/11/4
TX,0.25,A,2008/11/26
TX,0.25,A,2008/12/7
TX,0.25,A,2008/5/19
TX,0.25,A,2008/9/25
TX,0.25,A,2008/12/25
TX,0.25,A,2008/12/20
TX,0.25,A,2008/12/1
TX,0.25,A,2008/8/29
TX,0.25,A,2008/8/12
TX,0.25,A,2008/12/29
TX,0.25,A,2008/12/28
TX,0.25,A,2008/12/20
TX,0.25,A,2008/9/29
TX,0.25,A,2008/10/26
TX,0.25,A,2008/11/1
TX,0.25,A,2008/12/30
TX,0.25,A,2008/7/5
TX,0.25,A,2008/7/6
TX,0.25,A,2008/12/21
TX,0.25,A,2008/12/21
TX,0.25,A,2008/12/31
TX,0.25,A,2008/9/7
TX,0.25,A,2008/9/16
TX,0.25,A,2008/12/31
TX,0.25,A,2008/7/24
TX,0.25,A,2008/12/2
TX,0.25,A,2008/7/9
TX,0.25,A,2008/10/30
TX,0.25,A,2008/11/23
TX,0.25,A,2008/12/7
TX,0.25,A,2008/6/15
TX,0.25,A,2008/8/5
TX,0.25,A,2008/10/3
TX,0.25,A,2008/12/5
TX,0.25,A,2008/12/20
TX,0.25,A,2008/12/26
TX,0.25,A,2008/12/12
TX,0.25,A,2008/12/11
TX,0.25,A,2008/12/9
TX,0.25,A,2008/12/5
TX,0.25,A,2008/12/2
TX,0.25,A,2008/12/3
TX,0.25,A,2008/4/12
TX,0.25,A,2008/12/7
TX,0.25,A,2008/7/1
TX,0.25,A,2008/7/4
TX,0.25,A,2008/7/11
TX,0.25,A,2008/7/17
TX,0.25,A,2008/7/18
TX,0.25,A,2008/8/9
TX,0.25,A,2008/8/10
TX,0.25,A,2008/10/2
TX,0.25,A,2008/10/4
TX,0.25,A,2008/11/6
TX,0.25,A,2008/12/5
TX,0.25,A,2008/12/31
TX,0.25,A,2008/12/4
TX,0.25,A,2008/12/6
TX,0.25,A,2008/12/4
TX,0.25,A,2008/12/25
TX,0.25,A,2008/11/17
TX,0.25,A,2008/2/17
TX,0.25,A,2008/2/1
TX,0.25,A,2008/1/12
TX,0.25,A,2008/11/9
TX,0.25,A,2008/1/3
TX,0.25,A,2008/1/1
TX,0.25,A,2008/1/1
TX,0.25,A,2008/12/22
TX,0.25,A,2008/12/31
TX,0.25,A,2008/3/14
TX,0.25,A,2008/1/5
TX,0.25,A,2008/10/12
TX,0.25,A,2008/10/10
TX,0.25,A,2008/11/23
TX,0.25,A,2008/9/6
TX,0.25,A,2008/9/10
TX,0.25,A,2008/11/17
TX,0.25,A,2008/11/22
TX,0.25,A,2008/2/17
TX,0.25,A,2008/2/20
TX,0.25,A,2008/5/27
TX,0.25,A,2008/10/7
TX,0.25,A,2008/8/4
TX,0.25,A,2008/9/2
TX,0.25,A,2008/4/11
TX,0.25,A,2008/2/24
TX,0.25,A,2008/3/21
TX,0.25,A,2008/6/3
TX,0.25,A,2008/4/18
TX,0.25,A,2008/7/27
TX,0.25,A,2008/12/13
TX,0.25,A,2008/2/13
TX,0.25,A,2008/8/3
TX,0.25,A,2008/7/14
TX,0.25,A,2008/6/20
TX,0.25,A,2008/1/14
TX,0.25,A,2008/1/20
TX,0.25,A,2008/2/10
TX,0.25,A,2008/2/23
TX,0.25,A,2008/3/15
TX,0.25,A,2008/3/25
TX,0.25,A,2008/4/4
TX,0.25,A,2008/8/2
TX,0.25,A,2008/8/21
TX,0.25,A,2008/9/1
TX,0.25,A,2008/11/3
TX,0.25,A,2008/11/17
TX,0.25,A,2008/7/18
TX,0.25,A,2008/12/20
TX,0.25,A,2008/10/23
TX,0.25,A,2008/12/25
TX,0.25,A,2008/1/1
TX,0.25,A,2008/11/8
TX,0.25,A,2008/11/6
TX,0.25,A,2008/11/3
TX,0.25,A,2008/9/1
TX,0.25,A,2008/7/27
TX,0.25,A,2008/12/7
TX,0.25,A,2008/11/6
TX,0.25,A,2008/9/1
TX,0.25,A,2008/10/1
TX,0.25,A,2008/10/18
TX,0.25,A,2008/11/15
TX,0.25,A,2008/3/14
TX,0.25,A,2008/3/14
TX,0.25,A,2008/3/19
TX,0.25,A,2008/3/23
TX,0.25,A,2008/3/30
TX,0.25,A,2008/6/2
TX,0.25,A,2008/7/11
TX,0.25,A,2008/7/11
TX,0.25,A,2008/7/12
TX,0.25,A,2008/2/19
TX,0.25,A,2008/6/17
TX,0.25,A,2008/7/16
TX,0.25,A,2008/11/9
TX,0.25,A,2008/5/24
TX,0.25,A,2008/7/22
TX,0.25,A,2008/10/30
TX,0.25,A,2008/6/4
TX,0.25,A,2008/8/3
TX,0.25,A,2008/8/5
TX,0.25,A,2008/10/22
TX,0.25,A,2008/10/27
TX,0.25,A,2008/11/3
TX,0.25,A,2008/12/8
TX,0.25,A,2008/3/25
TX,0.25,A,2008/3/26
TX,0.25,A,2008/9/4
TX,0.25,A,2008/3/16
TX,0.25,A,2008/3/18
TX,0.25,A,2008/8/22
TX,0.25,A,2008/5/3
TX,0.25,A,2008/5/31
TX,0.25,A,2008/11/23
UT,0.25,A,2006/5/19
UT,0.25,A,2006/5/31
UT,0.25,A,2006/5/31
UT,0.25,A,2006/5/12
UT,0.25,A,2006/5/2
UT,0.25,A,2006/5/2
UT,0.25,A,2006/5/3
UT,0.25,A,2006/5/4
UT,0.25,A,2006/6/2
UT,0.25,A,2006/4/5
UT,0.25,A,2006/6/8
UT,0.25,A,2006/5/10
UT,0.25,A,2006/6/7
UT,0.25,A,2006/6/13
UT,0.25,A,2006/6/21
UT,0.25,A,2006/6/21
UT,0.25,A,2006/6/4
UT,0.25,A,2006/4/23
UT,0.25,A,2006/5/10
UT,0.25,A,2006/7/1
UT,0.25,A,2006/6/13
UT,0.25,A,2006/7/2
UT,0.25,A,2006/6/25
UT,0.25,A,2006/6/13
UT,0.25,A,2006/6/30
UT,0.25,A,2006/7/19
UT,0.25,A,2006/7/24
UT,0.25,A,2006/7/24
UT,0.25,A,2006/7/9
UT,0.25,A,2006/7/9
UT,0.25,A,2006/7/12
UT,0.25,A,2006/7/4
UT,0.25,A,2006/7/24
UT,0.25,A,2006/7/22
UT,0.25,A,2006/7/18
UT,0.25,A,2006/7/18
UT,0.25,A,2006/7/25
UT,0.25,A,2006/7/10
UT,0.25,A,2006/6/12
UT,0.25,A,2006/8/2
UT,0.25,A,2006/8/2
UT,0.25,A,2006/6/30
UT,0.25,A,2006/8/12
UT,0.25,A,2006/8/15
UT,0.25,A,2006/8/15
UT,0.25,A,2006/8/11
UT,0.25,A,2006/7/7
UT,0.25,A,2006/8/25
UT,0.25,A,2006/8/25
UT,0.25,A,2006/8/14
UT,0.25,A,2006/8/23
UT,0.25,A,2006/9/5
UT,0.25,A,2006/8/26
UT,0.25,A,2006/8/26
UT,0.25,A,2006/9/4
UT,0.25,A,2006/8/23
UT,0.25,A,2006/9/19
UT,0.25,A,2006/9/5
UT,0.25,A,2006/9/13
UT,0.25,A,2006/9/10
UT,0.25,A,2006/5/2
UT,0.25,A,2006/8/28
UT,0.25,A,2006/6/3
UT,0.25,A,2006/6/14
UT,0.25,A,2006/5/23
UT,0.25,A,2006/6/7
UT,0.25,A,2006/6/28
UT,0.25,A,2006/7/2
UT,0.25,A,2006/10/4
UT,0.25,A,2006/9/22
UT,0.25,A,2006/7/5
UT,0.25,A,2006/7/6
UT,0.25,A,2006/10/21
UT,0.25,A,2006/8/11
UT,0.25,A,2006/7/19
UT,0.25,A,2006/10/3
UT,0.25,A,2006/10/4
UT,0.25,A,2006/9/29
UT,0.25,A,2006/10/30
UT,0.25,A,2006/7/29
UT,0.25,A,2006/7/30
UT,0.25,A,2006/7/30
UT,0.25,A,2006/7/29
UT,0.25,A,2006/8/8
UT,0.25,A,2006/8/16
UT,0.25,A,2006/8/19
UT,0.25,A,2006/8/25
UT,0.25,A,2006/8/25
UT,0.25,A,2006/9/17
UT,0.25,A,2006/9/16
UT,0.25,A,2006/10/18
UT,0.25,A,2006/7/29
UT,0.25,A,2007/2/14
UT,0.25,A,2007/3/17
UT,0.25,A,2007/3/21
UT,0.25,A,2007/4/10
UT,0.25,A,2007/4/24
UT,0.25,A,2007/4/16
UT,0.25,A,2007/5/5
UT,0.25,A,2007/5/20
UT,0.25,A,2007/6/4
UT,0.25,A,2007/6/2
UT,0.25,A,2007/6/10
UT,0.25,A,2007/6/15
UT,0.25,A,2007/5/19
UT,0.25,A,2007/6/3
UT,0.25,A,2007/6/21
UT,0.25,A,2007/6/27
UT,0.25,A,2007/6/23
UT,0.25,A,2007/7/4
UT,0.25,A,2007/5/21
UT,0.25,A,2007/6/22
UT,0.25,A,2007/6/19
UT,0.25,A,2007/6/20
UT,0.25,A,2007/7/6
UT,0.25,A,2007/7/8
UT,0.25,A,2007/7/10
UT,0.25,A,2007/7/11
UT,0.25,A,2007/7/15
UT,0.25,A,2007/7/5
UT,0.25,A,2007/7/8
UT,0.25,A,2007/7/9
UT,0.25,A,2007/7/23
UT,0.25,A,2007/7/23
UT,0.25,A,2007/7/25
UT,0.25,A,2007/7/23
UT,0.25,A,2007/7/31
UT,0.25,A,2007/7/5
UT,0.25,A,2007/6/30
UT,0.25,A,2007/8/1
UT,0.25,A,2007/7/6
UT,0.25,A,2007/8/2
UT,0.25,A,2007/8/8
UT,0.25,A,2007/8/20
UT,0.25,A,2007/7/16
UT,0.25,A,2007/8/20
UT,0.25,A,2007/8/27
UT,0.25,A,2007/8/17
UT,0.25,A,2007/7/24
UT,0.25,A,2007/7/8
UT,0.25,A,2007/8/23
UT,0.25,A,2007/8/28
UT,0.25,A,2007/6/16
UT,0.25,A,2007/9/14
UT,0.25,A,2007/8/7
UT,0.25,A,2007/7/11
UT,0.25,A,2007/5/19
UT,0.25,A,2007/7/11
UT,0.25,A,2007/6/3
UT,0.25,A,2007/9/4
UT,0.25,A,2007/7/4
UT,0.25,A,2007/5/20
UT,0.25,A,2007/4/20
UT,0.25,A,2007/4/27
UT,0.25,A,2007/7/3
UT,0.25,A,2007/4/9
UT,0.25,A,2007/3/21
UT,0.25,A,2007/6/21
UT,0.25,A,2007/3/23
UT,0.25,A,2007/7/6
UT,0.25,A,2007/10/15
UT,0.25,A,2007/9/2
UT,0.25,A,2007/7/21
UT,0.25,A,2007/7/31
UT,0.25,A,2007/7/7
UT,0.25,A,2007/4/17
UT,0.25,A,2007/4/21
UT,0.25,A,2007/6/4
UT,0.25,A,2007/8/6
UT,0.25,A,2007/7/10
UT,0.25,A,2007/8/6
UT,0.25,A,2007/6/16
UT,0.25,A,2007/9/10
UT,0.25,A,2007/8/22
UT,0.25,A,2007/8/22
UT,0.25,A,2007/8/30
UT,0.25,A,2007/9/29
UT,0.25,A,2007/3/11
UT,0.25,A,2007/6/10
UT,0.25,A,2007/7/19
UT,0.25,A,2007/7/29
UT,0.25,A,2004/4/2
UT,0.25,A,2004/6/21
UT,0.25,A,2004/6/24
UT,0.25,A,2004/6/25
UT,0.25,A,2004/7/6
UT,0.25,A,2004/7/9
UT,0.25,A,2004/7/16
UT,0.25,A,2004/7/17
UT,0.25,A,2004/7/20
UT,0.25,A,2004/7/21
UT,0.25,A,2008/3/7
UT,0.25,A,2008/5/6
UT,0.25,A,2008/5/6
UT,0.25,A,2008/5/23
UT,0.25,A,2008/5/7
UT,0.25,A,2008/6/21
UT,0.25,A,2008/6/16
UT,0.25,A,2008/6/28
UT,0.25,A,2008/6/29
UT,0.25,A,2008/7/1
UT,9.7,B,2008/7/1
UT,0.25,A,2008/7/1
UT,0.25,A,2008/6/22
UT,0.25,A,2008/7/12
UT,0.25,A,2008/6/15
UT,0.25,A,2008/7/8
UT,0.25,A,2008/7/20
UT,0.25,A,2008/7/19
UT,0.25,A,2008/7/18
UT,0.25,A,2008/7/14
UT,0.25,A,2008/7/30
UT,0.25,A,2008/7/31
UT,0.25,A,2008/8/1
UT,0.25,A,2008/7/21
UT,0.25,A,2008/8/4
UT,0.25,A,2008/8/15
UT,0.25,A,2008/8/18
UT,0.25,A,2008/8/5
UT,0.25,A,2008/8/8
UT,0.25,A,2008/8/20
UT,0.25,A,2008/8/24
UT,0.25,A,2008/8/31
UT,0.25,A,2008/9/15
UT,0.25,A,2008/8/12
UT,0.25,A,2008/9/13
UT,0.25,A,2008/9/26
UT,0.25,A,2008/10/2
UT,0.25,A,2008/10/4
UT,0.25,A,2008/9/28
UT,0.25,A,2008/10/21
UT,0.25,A,2008/10/24
UT,0.25,A,2008/11/6
UT,0.25,A,2008/9/16
UT,0.25,A,2008/8/16
UT,0.25,A,2008/10/16
UT,0.25,A,2008/11/25
UT,0.25,A,2008/7/29
UT,0.25,A,2008/7/10
UT,0.25,A,2008/12/4
UT,0.25,A,2008/8/4
UT,0.25,A,2004/7/26
UT,0.25,A,2004/8/5
UT,0.25,A,2004/3/25
UT,0.25,A,2004/8/9
UT,0.25,A,2004/8/10
UT,0.25,A,2004/8/13
UT,0.25,A,2004/8/15
UT,0.25,A,2004/8/15
UT,0.25,A,2004/8/15
UT,0.25,A,2004/8/18
UT,0.25,A,2004/5/21
UT,0.25,A,2004/9/2
UT,0.25,A,2004/9/19
UT,0.25,A,2004/10/7
UT,0.25,A,2005/6/14
UT,0.25,A,2005/6/18
UT,0.25,A,2005/6/21
UT,0.25,A,2005/6/23
UT,0.25,A,2005/7/7
UT,0.25,A,2005/7/18
UT,0.25,A,2005/7/9
UT,0.25,A,2005/7/21
UT,0.25,A,2005/7/16
UT,0.25,A,2005/7/21
UT,0.25,A,2005/7/22
UT,0.25,A,2005/7/19
UT,0.25,A,2005/8/3
UT,0.25,A,2005/8/10
UT,0.25,A,2005/8/7
UT,0.25,A,2005/8/12
UT,0.25,A,2005/7/18
UT,0.25,A,2005/8/25
UT,0.25,A,2005/8/29
UT,0.25,A,2005/9/8
UT,0.25,A,2005/7/12
UT,0.25,A,2005/8/27
UT,0.25,A,2005/10/3
UT,0.25,A,2005/9/16
UT,0.25,A,2005/8/19
UT,0.25,A,2005/9/29
UT,0.25,A,2005/9/27
UT,0.25,A,2005/8/10
UT,0.25,A,2005/8/9
UT,0.25,A,2005/7/21
UT,0.25,A,2005/7/14
UT,0.25,A,2005/8/5
UT,0.25,A,2005/8/9
UT,0.25,A,2005/8/11
UT,0.25,A,2005/11/6
UT,0.25,A,2005/10/1
VA,99,C,2006/3/10
VA,9.5,B,2006/4/13
VA,99,C,2008/4/17
VA,99.3,C,2009/2/2
